Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,9.55489,8.77392,2.09858,0.69719,3.66602,0.74175,0.75959,262.83409,0.96507,0.98218,0.00000
PCA_LINEAR,10.51115,9.70292,7.53619,2.23115,15.30080,1.51844,4.83837,718.31721,0.91120,0.95327,0.00000
PCA_SVR,9.57253,8.81352,2.47871,0.74061,5.04097,0.70638,1.46559,255.79689,0.96482,0.98203,0.00000
PURE_GPR,9.51379,8.72974,2.14770,0.73835,3.72514,0.75810,0.61703,262.52431,0.96356,0.98139,0.00000
PURE_KRR,9.50279,8.71899,2.05457,0.68371,3.68793,0.71476,0.61153,257.21135,0.96564,0.98246,0.00000
PURE_SVR,9.57019,8.77894,2.13346,0.66992,3.72908,0.74496,0.49457,277.74649,0.96842,0.98389,0.00000
RATIO_CTRL,3.20603,2.87197,4.74119,1.74146,4.10785,3.11787,0.58168,678.70537,0.93626,0.96685,0.00000
