Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,9.78928,9.07564,1.56252,0.50935,2.08485,0.72105,0.70215,42.57613,0.97774,0.98875,0.00000
Type00,2,240,PCA_LINEAR,7.73847,6.91891,10.22412,2.48986,36.22069,3.19543,10.22412,1211.32956,0.90414,0.94966,0.00000
Type00,2,240,PCA_SVR,9.95285,9.33005,1.56440,0.48369,0.40928,0.48575,1.41452,16.36644,0.97670,0.98821,0.00000
Type00,2,240,PURE_GPR,9.53877,8.83282,1.77962,0.54686,3.21576,0.89077,0.45735,98.10669,0.97258,0.98610,0.00000
Type00,2,240,PURE_KRR,9.72622,9.01322,1.54062,0.48994,2.27699,0.71140,0.64301,48.20677,0.97688,0.98831,0.00000
Type00,2,240,PURE_SVR,9.14555,8.48273,1.65969,0.33943,3.10670,0.75325,0.48638,159.56607,0.98150,0.99066,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,9.11083,8.34155,2.11397,0.74484,6.11403,1.11492,0.51563,505.79540,0.96595,0.98268,0.00000
Type00,2,245,PCA_LINEAR,7.93629,7.03387,10.17630,2.62777,36.50983,3.03919,10.10306,1467.74129,0.90305,0.94905,0.00000
Type00,2,245,PCA_SVR,9.00972,8.25540,1.95462,0.50913,7.22734,1.05232,0.81290,367.90272,0.97871,0.98924,0.00000
Type00,2,245,PURE_GPR,9.13926,8.40202,1.70814,0.74426,4.80683,0.99353,0.43330,490.50804,0.96768,0.98357,0.00000
Type00,2,245,PURE_KRR,9.12879,8.37074,2.13761,0.71986,6.03320,1.12128,0.48843,494.86016,0.96732,0.98339,0.00000
Type00,2,245,PURE_SVR,9.18087,8.48091,2.76587,0.97261,5.91551,1.24589,0.12595,600.00944,0.96145,0.98034,0.00000
Type00,2,245,RATIO_CTRL,2.49745,2.35153,2.98523,1.29705,0.48128,0.75233,0.15046,101.97407,0.94592,0.97221,0.00000
Type00,2,255,PCA_KRR,9.83393,8.92450,1.58195,0.74094,4.91958,0.40398,0.13234,6.60749,0.95973,0.97945,0.00000
Type00,2,255,PCA_LINEAR,8.23240,7.36260,10.46140,2.88833,36.86919,2.14403,9.98971,856.12640,0.89052,0.94209,0.00000
Type00,2,255,PCA_SVR,10.13488,9.34749,1.31763,0.33519,2.41685,0.60153,0.55579,131.49663,0.97638,0.98805,0.00000
Type00,2,255,PURE_GPR,10.09475,9.24734,2.13681,0.83992,4.03004,0.19795,0.18660,60.45803,0.95335,0.97612,0.00000
Type00,2,255,PURE_KRR,9.85022,8.96000,1.53221,0.71077,4.71130,0.41036,0.08230,7.73329,0.95991,0.97954,0.00000
Type00,2,255,PURE_SVR,9.96850,9.13338,1.30060,0.45051,4.22112,0.58261,0.00081,109.03306,0.97471,0.98719,0.00000
Type00,2,255,RATIO_CTRL,3.54921,2.89938,7.34026,2.24961,1.54556,2.79818,0.33071,832.32547,0.91454,0.95536,0.00000
