type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31
Type04, L, 250, 61.748875, 251.939418, 55.475331, 252.348861, 40.544549, 247.384826, 27.863542, 228.176250, 24.948520, 207.485210, 22.552584, 185.819357, 18.117714, 166.006083, 13.083113, 146.265060, 7.810919, 126.589678, 3.168110, 106.809045, 0.000000, 86.002031, 0.645120, 65.258593, 6.808764, 45.565406, 13.534476, 25.642038, 27.316486, 7.317899, 47.318820, 0.000000, 68.149009, 5.112238, 82.216670, 23.399835, 88.652475, 43.269420, 90.513784, 63.428876, 89.106351, 83.776969, 85.967153, 103.386477, 83.732582, 124.102297, 82.972917, 144.308903, 86.058983, 165.572679, 87.785674, 185.252993, 89.504796, 204.383141, 90.743243, 225.488418, 83.438276, 245.308707, 67.631446, 252.391857, 62.111448, 251.261507
Type04, L, 260, 59.008548, 262.148407, 52.586823, 262.041069, 36.466119, 256.336568, 27.791112, 235.031494, 24.563052, 214.704035, 21.462965, 193.564479, 17.720811, 172.637082, 12.918417, 152.062598, 8.140983, 131.423488, 3.390335, 110.428980, 0.000000, 89.915957, 0.922708, 68.846429, 6.949551, 48.371079, 13.598895, 27.888323, 26.770469, 8.193066, 47.526605, 0.000000, 69.270772, 5.476495, 82.214729, 25.788477, 88.145265, 45.782853, 90.674492, 66.547721, 88.131068, 87.709235, 84.742464, 107.964317, 82.326236, 129.053612, 82.774217, 149.984411, 84.645671, 172.159559, 87.297097, 192.516159, 89.616551, 214.326384, 90.516984, 235.782432, 81.237962, 256.628151, 65.167389, 263.064427, 59.684141, 261.410943
Type04, L, 265, 59.644358, 267.284594, 53.584717, 267.688209, 36.832887, 263.280003, 27.020075, 241.981587, 23.358062, 220.470504, 20.969612, 198.924880, 17.334903, 177.088320, 12.878683, 156.191369, 8.087069, 134.988931, 3.708836, 114.055871, 0.000000, 92.890147, 0.288664, 71.461293, 5.877051, 50.372615, 12.545183, 29.980024, 24.474667, 8.982552, 45.850222, 0.000000, 68.524457, 5.557187, 82.400577, 25.895455, 87.053704, 47.102459, 91.254094, 67.466293, 88.984682, 89.165182, 86.407321, 109.609797, 84.359063, 131.389275, 84.019740, 152.697648, 85.693833, 173.623932, 88.335362, 195.105026, 90.410800, 216.731442, 90.081542, 238.461428, 83.094517, 261.120869, 66.617689, 267.743289, 60.255429, 266.727104
Type04, L, 270, 63.383380, 272.510532, 56.453235, 273.171545, 39.678641, 268.291636, 28.793125, 247.215032, 25.974357, 225.919599, 21.994128, 203.767209, 18.540609, 182.442645, 13.834260, 160.561992, 9.313144, 139.262634, 4.437776, 116.962842, 0.000000, 95.222001, 2.762535, 74.032988, 6.571542, 52.059491, 13.087269, 30.754800, 27.594582, 10.617545, 48.212407, 0.000000, 72.069422, 5.312346, 84.792493, 25.708423, 91.020491, 46.768842, 93.218886, 68.763221, 90.172339, 90.466682, 87.031616, 112.438641, 85.392812, 133.042383, 85.048703, 154.999019, 87.167963, 177.056311, 90.192855, 197.831381, 92.622259, 220.625599, 92.238192, 241.240168, 86.251031, 263.775048, 70.601201, 273.022749, 63.592212, 271.713404
Type04, L, 280, 64.059524, 282.235285, 56.850956, 282.649793, 39.377354, 278.202600, 28.433289, 256.027340, 24.125608, 233.380741, 21.194806, 210.723049, 17.363235, 188.107648, 12.485038, 166.035070, 7.898930, 144.136315, 3.585331, 122.673503, 0.128889, 99.466035, 0.000000, 76.400053, 5.890917, 54.225560, 13.034150, 32.571147, 25.462560, 10.654044, 47.707567, 0.000000, 71.714171, 4.567588, 86.293705, 26.519236, 92.691522, 47.812422, 94.515344, 70.000778, 92.914263, 93.062339, 90.249976, 114.602888, 87.814769, 137.757519, 86.846798, 159.526135, 88.699368, 182.718552, 91.228030, 205.186241, 93.937157, 227.139434, 94.184007, 251.027988, 88.501242, 273.264453, 71.729511, 282.406561, 64.532765, 281.582033
Type05, L, 240, 55.355130, 242.394185, 49.413568, 242.764623, 34.469932, 237.687755, 25.874738, 218.706749, 22.216167, 199.486401, 19.947559, 179.561133, 18.438939, 158.984058, 14.279364, 140.207983, 7.040202, 121.773529, 0.991055, 103.445658, 0.000000, 82.948446, 2.955244, 63.895624, 8.987921, 44.704163, 16.826352, 26.013328, 29.761123, 8.970763, 48.692320, 0.000000, 70.170405, 6.304622, 75.966248, 27.545934, 82.856112, 44.876498, 84.502170, 63.950939, 80.930668, 83.294228, 74.968483, 102.345025, 70.321517, 121.620434, 71.305665, 140.879239, 74.619742, 159.740689, 79.241980, 178.605289, 83.874933, 197.792415, 83.972917, 216.692180, 75.888377, 236.903679, 61.212062, 242.216643, 55.892470, 242.327830
Type05, L, 260, 58.625385, 262.555422, 52.454295, 263.085758, 37.371612, 255.239284, 30.223257, 234.483611, 25.943205, 214.372832, 23.676672, 192.218676, 21.857950, 172.352029, 16.760179, 150.772086, 9.822074, 130.616559, 3.231643, 110.995451, 0.000000, 88.823716, 1.972851, 69.273403, 7.652045, 48.462206, 15.500287, 28.582777, 27.177837, 8.307253, 47.882712, 0.000000, 69.561405, 7.411674, 79.081672, 29.019389, 84.514284, 48.892252, 88.642243, 70.365119, 86.596931, 91.970981, 81.802788, 111.948833, 76.575216, 132.497895, 75.114531, 152.321249, 78.345816, 174.738754, 82.897561, 194.224872, 87.309151, 215.128171, 88.579312, 234.782696, 81.217236, 256.567857, 65.661057, 263.063429, 58.780478, 262.236426
Type05, L, 280, 64.564635, 282.847295, 71.671520, 282.985156, 88.116432, 273.900794, 94.589355, 250.799291, 91.361106, 228.962347, 87.481308, 206.445126, 82.481233, 184.896145, 79.093818, 162.500516, 80.485741, 139.647526, 86.144255, 117.628212, 92.516435, 95.952346, 93.959996, 73.159828, 88.184281, 50.011589, 84.070934, 29.563190, 73.549330, 5.916289, 48.577874, 0.000000, 26.864318, 12.166431, 14.912660, 34.168745, 6.857197, 55.669811, 1.483216, 77.999501, 0.000000, 100.793716, 3.692667, 123.505979, 10.567237, 144.207851, 17.801724, 166.561867, 22.457015, 188.912765, 25.439729, 211.885399, 27.476493, 232.603665, 31.010609, 254.201091, 40.785788, 276.750978, 57.782903, 283.786897, 64.235013, 282.460718
Type05, L, 290, 68.245965, 292.752756, 61.596385, 293.835581, 43.948737, 287.342539, 33.370411, 264.096558, 28.614378, 241.719098, 25.162843, 218.280831, 22.971928, 194.816299, 18.441845, 171.773309, 10.978261, 149.202123, 3.396875, 125.565875, 0.000000, 103.645581, 1.486874, 79.195519, 7.352184, 56.763956, 15.033892, 34.397382, 27.795127, 12.065907, 50.333358, 0.000000, 74.792012, 6.605718, 88.224498, 29.613198, 92.496866, 51.526053, 98.114771, 75.301683, 97.774651, 97.862675, 90.950938, 121.215362, 84.633401, 142.720220, 82.317650, 167.907027, 86.112519, 192.007375, 91.238878, 214.251540, 96.581113, 237.288237, 98.790333, 260.996841, 93.426601, 284.148073, 75.173835, 293.142031, 68.564043, 292.141050
Type06, L, 230, 52.172109, 232.393186, 46.411991, 232.184714, 32.836088, 226.312663, 23.861138, 208.370824, 20.903695, 190.337335, 18.973363, 171.246617, 15.489060, 153.761411, 10.733438, 134.665066, 6.286774, 116.947683, 2.187229, 98.454963, 0.000000, 79.783880, 1.134369, 60.935099, 5.759177, 42.517221, 12.170062, 24.288116, 24.435201, 7.165291, 43.241829, 0.000000, 62.713462, 7.635518, 72.553600, 25.509329, 77.462903, 42.879665, 80.721945, 61.224994, 80.261333, 80.275268, 78.568723, 97.782488, 76.026765, 116.965463, 74.773453, 135.052627, 75.549119, 154.304522, 78.527750, 172.747645, 80.162061, 190.809805, 81.063955, 209.456443, 72.597638, 228.450673, 57.652960, 232.405847, 52.609341, 232.235810
Type06, L, 240, 54.381190, 241.890923, 48.117512, 241.734313, 33.778958, 236.225717, 25.492633, 217.202526, 21.386559, 198.329479, 18.426692, 179.642170, 15.103261, 160.071848, 11.176819, 141.375375, 6.477754, 123.843915, 1.581244, 103.862429, 0.000000, 84.876090, 1.079185, 66.821145, 5.158677, 48.007308, 11.426403, 29.419974, 21.724122, 10.803233, 39.965537, 0.000000, 60.891849, 3.647488, 73.491879, 22.261056, 79.176940, 40.288154, 81.968729, 59.647707, 81.828815, 79.257038, 80.023071, 98.340866, 77.194686, 118.707499, 75.894746, 137.701464, 77.051836, 157.957808, 79.290050, 176.779983, 81.928567, 197.351972, 82.192635, 215.895176, 74.151173, 236.064562, 60.190664, 242.007875, 54.795436, 241.532586
Type06, L, 250, 55.414479, 252.876943, 48.952315, 253.259289, 35.031284, 246.776330, 24.505659, 227.550573, 20.243512, 208.061249, 18.432640, 187.633176, 14.709656, 167.536287, 10.366910, 146.981567, 5.831588, 128.873599, 1.780779, 107.743547, 0.000000, 88.550337, 0.797729, 68.418739, 5.089974, 48.242423, 12.628650, 29.336625, 24.518597, 10.173941, 44.234292, 0.000000, 65.430303, 7.487931, 75.994822, 27.179249, 81.805728, 46.207357, 84.410979, 67.423601, 85.597385, 86.450140, 82.549075, 107.051371, 79.995396, 126.617249, 79.742338, 146.763935, 80.728328, 167.535245, 82.421856, 186.832384, 84.796721, 208.112891, 85.518734, 227.445067, 77.171585, 247.629000, 61.426985, 253.145416, 55.786976, 252.546057
Type06, L, 270, 61.492905, 272.706399, 55.200353, 273.318722, 38.158015, 268.279112, 27.789899, 247.157453, 24.347276, 226.832422, 20.990890, 204.571627, 18.290555, 183.579893, 14.002739, 161.744001, 8.066816, 140.325070, 2.658246, 119.492561, 0.000000, 96.819429, 1.530034, 75.283243, 6.204339, 53.850958, 13.051226, 33.122089, 24.374043, 12.013158, 45.943102, 0.000000, 68.491146, 6.114927, 81.427944, 27.648778, 87.546206, 47.725883, 90.306557, 70.939275, 89.782239, 93.152448, 87.244801, 114.442118, 84.488893, 135.633011, 82.769004, 156.755378, 84.182395, 178.831914, 86.852200, 200.484941, 89.546265, 221.451473, 90.686723, 242.256037, 83.900501, 264.475627, 68.226774, 272.856061, 61.905506, 272.107819
Type06, L, 280, 64.714020, 282.743832, 58.284203, 282.908396, 40.920752, 278.914192, 28.244103, 256.796456, 25.190880, 235.375255, 22.279167, 212.363985, 19.549511, 190.153438, 15.178328, 168.169686, 9.502684, 146.204591, 3.535384, 123.379940, 0.000000, 101.539528, 2.199682, 78.652778, 6.673379, 56.560236, 12.275669, 35.480307, 24.451497, 14.236394, 45.281270, 0.000000, 69.702514, 5.829969, 84.039635, 27.852440, 90.193296, 48.592529, 93.058330, 70.833783, 93.829586, 93.234497, 91.675059, 115.416397, 88.145632, 138.191671, 86.582274, 160.775714, 87.759738, 182.234427, 90.094458, 205.391029, 92.611139, 227.723823, 94.369394, 250.410603, 88.143669, 273.219471, 72.652986, 283.095565, 64.911997, 282.084082
Type07, L, 250, 59.657840, 251.807412, 53.644415, 251.913725, 37.753958, 248.056302, 27.026188, 228.818799, 23.442271, 208.732766, 19.770574, 189.151821, 17.466445, 168.146992, 13.122660, 148.889228, 7.708492, 129.491662, 3.004299, 110.486734, 0.000000, 90.090739, 1.151074, 69.825683, 6.250148, 50.175021, 14.506763, 30.943119, 25.880067, 11.790121, 44.723270, 0.000000, 65.968758, 2.884060, 80.425347, 21.170264, 84.458590, 41.522020, 85.731202, 60.062551, 87.077521, 81.854333, 84.045781, 101.229163, 82.567342, 120.634914, 83.521394, 143.306822, 83.291870, 163.510373, 83.974033, 181.864570, 85.804387, 203.007250, 87.309143, 223.278388, 80.883412, 243.885533, 66.462952, 252.342519, 60.298033, 251.073567
Type07, L, 270, 62.379987, 271.758720, 55.910853, 272.701440, 39.989926, 266.805282, 28.310423, 245.986768, 25.249406, 223.486423, 23.171816, 203.347559, 19.089360, 180.961298, 14.641571, 159.874541, 9.525392, 138.402618, 4.333852, 117.777380, 0.000000, 94.967353, 1.921318, 73.607185, 8.728732, 52.491091, 16.531022, 32.093437, 29.464260, 11.036308, 49.511096, 0.000000, 74.232047, 2.992190, 85.761260, 24.446209, 89.582094, 45.555798, 92.646399, 67.999304, 90.789467, 88.505198, 89.916050, 110.790535, 89.085031, 132.010118, 89.402768, 154.466081, 90.045567, 176.433373, 91.280388, 198.263370, 91.674788, 219.286115, 92.308843, 242.383119, 85.590611, 263.382788, 69.033143, 272.513979, 63.321215, 270.782433
Type07, L, 280, 63.222038, 282.125592, 57.014308, 282.264242, 39.290782, 277.211299, 28.491884, 255.262151, 25.747932, 233.246140, 23.219882, 209.839464, 19.356426, 188.255376, 14.732760, 165.327113, 9.771001, 143.544171, 4.320216, 121.379607, 0.000000, 99.321414, 1.937232, 76.343588, 9.136840, 54.699453, 15.899837, 32.705733, 29.451523, 11.130071, 50.421142, 0.000000, 74.776657, 4.181101, 87.360364, 26.659076, 92.521275, 48.506285, 94.423912, 71.161376, 93.130338, 93.363075, 90.773449, 115.383101, 88.992877, 138.129128, 88.302451, 160.166062, 88.036112, 184.005939, 91.190252, 206.466314, 93.579475, 229.595520, 94.589161, 251.333289, 87.673213, 275.199526, 70.940193, 282.867637, 63.497646, 281.466388
