Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,10.05905,9.32999,1.78739,0.50793,2.09296,0.80595,0.89716,49.72596,0.97656,0.98814,0.00000
Type00,2,240,PCA_LINEAR,7.94693,7.12603,10.19261,2.53194,36.32622,3.25753,10.19261,1217.57973,0.90219,0.94858,0.00000
Type00,2,240,PCA_SVR,10.21222,9.55792,1.62816,0.46136,0.05812,0.60898,1.40098,40.44154,0.97464,0.98716,0.00000
Type00,2,240,PURE_GPR,10.07588,9.33558,1.90881,0.44235,3.55437,1.00714,0.66148,162.47156,0.97341,0.98652,0.00000
Type00,2,240,PURE_KRR,9.99607,9.26618,1.71830,0.49417,2.36102,0.79612,0.75893,55.02835,0.97708,0.98841,0.00000
Type00,2,240,PURE_SVR,9.09247,8.34433,1.27180,0.29104,2.36354,0.90572,0.34825,156.83115,0.98413,0.99200,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,9.40459,8.61588,2.36171,0.78454,6.46967,1.27770,0.50929,524.06006,0.96608,0.98275,0.00000
Type00,2,245,PCA_LINEAR,8.22259,7.30553,10.73301,2.75488,37.49497,3.20037,10.73301,1483.58910,0.89567,0.94496,0.00000
Type00,2,245,PCA_SVR,9.06150,8.27522,2.13263,0.63807,9.42048,1.35641,1.40379,440.14796,0.97348,0.98656,0.00000
Type00,2,245,PURE_GPR,9.23306,8.47003,1.95000,0.75852,4.66702,1.12190,0.48406,463.36725,0.96920,0.98436,0.00000
Type00,2,245,PURE_KRR,9.42142,8.64299,2.35191,0.75645,6.31281,1.28492,0.40033,513.26086,0.96677,0.98310,0.00000
Type00,2,245,PURE_SVR,9.33749,8.57161,2.50853,1.01820,4.71680,1.29180,0.14049,598.34853,0.96020,0.97970,0.00000
Type00,2,245,RATIO_CTRL,2.27085,2.14376,3.06702,0.79043,0.36966,0.69562,0.51841,110.24605,0.97046,0.98501,0.00000
Type00,2,255,PCA_KRR,10.12682,9.19910,1.66043,0.75348,5.79901,0.59483,0.87503,4.44767,0.96092,0.98007,0.00000
Type00,2,255,PCA_LINEAR,8.45991,7.58132,11.32638,2.97379,38.50845,2.36880,11.32638,859.36774,0.88665,0.93992,0.00000
Type00,2,255,PCA_SVR,10.07283,9.18698,1.44791,0.44758,6.18812,1.06657,0.60468,265.96029,0.97762,0.98868,0.00000
Type00,2,255,PURE_GPR,9.87402,9.01846,2.13434,0.84414,4.65634,0.34362,0.62306,121.71541,0.95884,0.97899,0.00000
Type00,2,255,PURE_KRR,10.14628,9.23674,1.59085,0.72595,5.50543,0.60093,0.72860,4.80738,0.96092,0.98007,0.00000
Type00,2,255,PURE_SVR,10.48326,9.63298,1.96027,0.42754,3.42865,0.65403,0.18630,43.96857,0.97777,0.98876,0.00000
Type00,2,255,RATIO_CTRL,3.05477,2.49834,6.39447,1.96114,0.10068,2.72487,1.05793,839.45040,0.93334,0.96552,0.00000
Type00,2,265,PCA_KRR,11.02896,10.11426,2.50324,1.11146,5.35477,2.09126,1.01629,730.54340,0.95137,0.97508,0.00000
Type00,2,265,PCA_LINEAR,9.62676,8.36957,10.48535,2.92371,40.68783,4.29067,10.11158,1816.30675,0.89355,0.94379,0.00000
Type00,2,265,PCA_SVR,10.73327,9.89594,2.14488,0.38285,3.35911,0.84502,0.49818,248.21939,0.98297,0.99141,0.00000
Type00,2,265,PURE_GPR,11.92325,11.06091,3.23626,1.07149,6.70921,2.08388,1.53853,747.21297,0.95352,0.97621,0.00000
Type00,2,265,PURE_KRR,10.92373,10.02661,2.48002,1.12197,5.56843,2.08655,0.83172,742.86607,0.95053,0.97464,0.00000
Type00,2,265,PURE_SVR,11.08382,10.07592,3.02787,1.16815,4.84831,1.93163,1.28864,666.22803,0.95380,0.97636,0.00000
Type00,2,265,RATIO_CTRL,3.58776,3.47080,4.78134,1.82132,0.73375,1.94734,0.20264,226.58562,0.93196,0.96478,0.00000
Type00,2,270,PCA_KRR,10.44767,9.65690,2.60317,0.98336,1.88676,0.04855,0.12518,249.05659,0.96050,0.97985,0.00000
Type00,2,270,PCA_LINEAR,8.26362,7.34187,11.11609,2.80090,35.25520,2.30038,11.11609,956.91935,0.89872,0.94666,0.00000
Type00,2,270,PCA_SVR,10.47359,9.72586,1.46359,0.37340,1.59800,0.70132,0.99739,129.43144,0.98101,0.99041,0.00000
Type00,2,270,PURE_GPR,10.47812,9.67391,2.60993,0.97317,2.34416,0.17787,0.16635,241.06872,0.96204,0.98065,0.00000
Type00,2,270,PURE_KRR,10.42898,9.61660,2.55727,0.97510,2.08914,0.04624,0.23223,244.71757,0.96084,0.98003,0.00000
Type00,2,270,PURE_SVR,10.14839,9.38283,3.52986,1.20153,1.71666,0.31690,0.34823,415.06643,0.95555,0.97727,0.00000
Type00,2,270,RATIO_CTRL,4.38819,3.86330,7.38063,2.86906,5.07413,4.48775,0.75161,1264.98455,0.90355,0.94933,0.00000
Type00,2,275,PCA_KRR,10.87498,10.00721,1.92136,0.81635,8.10049,1.41169,1.02591,577.43387,0.96206,0.98066,0.00000
Type00,2,275,PCA_LINEAR,9.02151,8.15508,11.11488,2.91725,37.64274,3.51443,11.11488,1854.43503,0.90425,0.94972,0.00000
Type00,2,275,PCA_SVR,9.86336,8.89938,3.97299,1.08564,14.80983,1.34901,1.40782,710.47979,0.96177,0.98051,0.00000
Type00,2,275,PURE_GPR,10.53558,9.65265,1.93702,0.96120,7.65866,1.46453,1.20146,617.13178,0.96780,0.98364,0.00000
Type00,2,275,PURE_KRR,10.94796,10.08061,1.92439,0.75790,7.59520,1.38746,0.81770,550.16700,0.96682,0.98313,0.00000
Type00,2,275,PURE_SVR,11.08445,10.18125,1.95017,0.52269,6.95960,0.89625,0.99110,323.87974,0.97688,0.98830,0.00000
Type00,2,275,RATIO_CTRL,4.19817,3.91706,4.66225,2.03382,3.53194,3.84485,0.78362,551.13000,0.92629,0.96173,0.00000
Type01,1,230,PCA_KRR,9.63693,8.96670,1.16112,0.34024,1.37652,0.30887,0.65787,154.15471,0.97540,0.98755,0.00000
Type01,1,230,PCA_LINEAR,9.18322,8.50178,1.44179,0.51205,3.27865,0.14415,0.17096,132.23150,0.97814,0.98895,0.00000
Type01,1,230,PCA_SVR,10.28153,9.77691,2.41551,0.63547,3.75290,0.21834,2.39038,24.65707,0.96317,0.98124,0.00000
