Model,Cluster_ID,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,1,10.52664,9.66045,2.87862,0.92263,4.18942,0.71401,0.44773,298.20524,0.95484,0.97685,0.00000
PCA_KRR,2,10.27688,9.47496,1.93471,0.66346,4.65486,0.97147,0.47042,286.52099,0.96608,0.98272,0.00000
PCA_KRR,3,10.12249,9.30759,1.61724,0.49276,5.42387,0.84982,0.70796,263.67559,0.97587,0.98778,0.00000
PCA_KRR,4,10.57630,9.76347,2.02764,0.39457,4.95751,0.84005,0.18941,281.47203,0.98338,0.99162,0.00000
PCA_LINEAR,1,10.87410,9.98003,5.20437,1.78910,2.79146,0.73600,0.26292,505.38110,0.92436,0.96055,0.00000
PCA_LINEAR,2,10.81553,9.95679,7.42842,2.19631,18.60568,1.84974,5.38546,760.69710,0.91049,0.95300,0.00000
PCA_LINEAR,3,8.35132,7.43122,11.09365,2.63994,36.49886,2.07819,11.09365,977.68295,0.89757,0.94600,0.00000
PCA_LINEAR,4,20.80998,20.59992,20.50691,4.90942,54.64116,4.23090,20.42936,1884.66254,0.84042,0.91325,0.00000
PCA_SVR,1,10.56789,9.71404,3.11665,0.94601,4.95246,0.69147,1.11856,281.35006,0.95480,0.97681,0.00000
PCA_SVR,2,10.30546,9.53285,2.03464,0.59507,4.97282,0.93043,1.06034,271.06479,0.97216,0.98587,0.00000
PCA_SVR,3,9.82280,9.02184,3.48946,0.84756,8.27159,0.82282,1.42382,379.11695,0.96232,0.98068,0.00000
PCA_SVR,4,10.80380,10.06482,1.99558,0.52880,3.61028,0.71431,1.51360,225.18495,0.97518,0.98743,0.00000
PURE_GPR,1,10.43425,9.55978,2.82848,0.95437,4.35377,0.68777,0.36743,284.42165,0.95320,0.97600,0.00000
PURE_GPR,2,10.28930,9.48924,2.05609,0.71192,4.71481,0.98318,0.41246,298.09342,0.96557,0.98245,0.00000
PURE_GPR,3,10.08963,9.26329,1.67367,0.52689,5.47461,0.86525,0.36000,265.68897,0.97449,0.98707,0.00000
PURE_GPR,4,10.57132,9.75503,2.02943,0.36194,4.95009,0.84119,0.02614,281.81488,0.98499,0.99244,0.00000
PURE_KRR,1,10.40921,9.53690,2.80734,0.91511,4.26562,0.67616,0.43895,284.70076,0.95467,0.97676,0.00000
PURE_KRR,2,10.26728,9.46573,1.90249,0.64258,4.65058,0.95373,0.35642,285.53872,0.96690,0.98314,0.00000
PURE_KRR,3,10.13211,9.31324,1.62862,0.47105,5.41452,0.84028,0.60370,261.91860,0.97700,0.98837,0.00000
PURE_KRR,4,10.57415,9.76043,2.02877,0.37874,4.93454,0.84059,0.14930,281.65792,0.98412,0.99200,0.00000
PURE_SVR,1,10.63249,9.72518,2.85779,0.91305,4.52509,0.67801,0.47931,293.91615,0.95702,0.97796,0.00000
PURE_SVR,2,10.23840,9.42569,2.07467,0.63828,4.65462,0.95897,0.31457,329.18626,0.97011,0.98479,0.00000
PURE_SVR,3,10.15949,9.36283,1.51030,0.42704,4.60645,0.88957,0.35676,248.12886,0.97913,0.98945,0.00000
PURE_SVR,4,10.57051,9.75789,2.02544,0.37537,4.79844,0.87434,0.08340,276.22220,0.98435,0.99212,0.00000
RATIO_CTRL,1,3.60951,3.30337,4.59543,1.69035,3.53669,3.06929,0.29406,591.48695,0.93774,0.96776,0.00000
RATIO_CTRL,2,2.85766,2.54047,4.79457,1.71474,4.48124,2.94589,0.25206,665.31388,0.93731,0.96738,0.00000
RATIO_CTRL,3,4.58408,3.78591,7.46722,3.09607,6.87858,5.84348,1.06113,1330.06472,0.88906,0.94126,0.00000
RATIO_CTRL,4,1.55570,1.42932,2.46932,0.85772,1.89143,1.34036,0.09139,423.44657,0.96291,0.98089,0.00000
