Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,10.70805,9.85607,2.44148,0.76710,4.70326,0.88453,0.90599,301.25880,0.96252,0.98085,0.00000
PCA_LINEAR,11.59077,10.74529,7.73219,2.29930,15.56598,1.54447,5.00904,751.92668,0.90852,0.95183,0.00000
PCA_SVR,10.75500,9.93261,2.72745,0.79338,5.29080,0.80300,1.69930,279.60620,0.96259,0.98088,0.00000
PURE_GPR,10.66791,9.81234,2.46532,0.80745,4.72884,0.87731,0.81270,297.49231,0.96129,0.98020,0.00000
PURE_KRR,10.65292,9.79826,2.39741,0.75494,4.72275,0.86098,0.76571,293.46335,0.96307,0.98113,0.00000
PURE_SVR,10.70138,9.83999,2.44522,0.74833,4.91417,0.89942,0.67115,315.39491,0.96512,0.98218,0.00000
RATIO_CTRL,3.23390,2.89563,4.74808,1.77459,4.11073,3.12914,0.76843,661.85275,0.93463,0.96599,0.00000
