Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,10.35231,9.59898,1.67091,0.52022,2.50411,0.77013,0.67458,54.30863,0.97943,0.98961,0.00000
Type00,2,240,PCA_LINEAR,8.15229,7.32552,10.19116,2.56703,36.35835,3.22257,10.19116,1222.36054,0.90244,0.94872,0.00000
Type00,2,240,PCA_SVR,10.53461,9.87516,1.69791,0.49270,0.05920,0.54190,1.41697,31.57683,0.97699,0.98836,0.00000
Type00,2,240,PURE_GPR,10.06536,9.31565,1.86089,0.51653,3.67931,0.94603,0.39168,113.18906,0.97599,0.98785,0.00000
Type00,2,240,PURE_KRR,10.28649,9.53414,1.67450,0.50468,2.68001,0.76002,0.62174,59.46126,0.97890,0.98934,0.00000
Type00,2,240,PURE_SVR,9.62672,8.92528,1.71648,0.35628,3.53179,0.81109,0.39831,174.76551,0.98353,0.99170,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,9.70458,8.89819,2.35575,0.76659,6.68658,1.23545,0.53338,539.97086,0.96573,0.98256,0.00000
Type00,2,245,PCA_LINEAR,8.32137,7.40605,10.10624,2.65508,36.79199,3.15079,10.03200,1497.04495,0.89971,0.94721,0.00000
Type00,2,245,PCA_SVR,9.51698,8.72517,2.22110,0.56991,8.07567,1.15464,0.91852,401.35617,0.97713,0.98843,0.00000
Type00,2,245,PURE_GPR,9.76510,8.98784,1.93255,0.76323,5.21941,1.10761,0.41288,519.97063,0.96677,0.98310,0.00000
Type00,2,245,PURE_KRR,9.72580,8.92978,2.36804,0.74148,6.62727,1.24262,0.51398,529.15105,0.96658,0.98301,0.00000
Type00,2,245,PURE_SVR,9.78726,9.05439,2.84863,0.98325,6.61125,1.37960,0.15619,649.37511,0.95984,0.97951,0.00000
Type00,2,245,RATIO_CTRL,2.39949,2.26540,2.71015,1.14510,0.40592,0.68660,0.19308,118.43335,0.95150,0.97515,0.00000
Type00,2,255,PCA_KRR,10.44829,9.50253,1.81007,0.75920,5.14854,0.53250,0.07136,2.56118,0.95779,0.97844,0.00000
Type00,2,255,PCA_LINEAR,8.64438,7.75315,10.37689,2.92898,36.96382,2.31588,9.83535,855.77402,0.88810,0.94073,0.00000
Type00,2,255,PCA_SVR,10.79622,9.97063,1.46901,0.37235,2.78301,0.75918,0.56328,153.27560,0.97562,0.98766,0.00000
Type00,2,255,PURE_GPR,10.78023,9.89417,1.98801,0.83392,4.35801,0.32198,0.28430,46.39447,0.95522,0.97710,0.00000
Type00,2,255,PURE_KRR,10.47210,9.54463,1.74021,0.73026,4.95741,0.54043,0.02624,2.46315,0.95915,0.97915,0.00000
Type00,2,255,PURE_SVR,10.62468,9.74940,1.48997,0.51019,4.75338,0.64504,0.01846,128.32607,0.97217,0.98589,0.00000
Type00,2,255,RATIO_CTRL,3.28572,2.66081,6.87635,2.04755,1.80071,2.71644,0.46479,849.25405,0.92147,0.95913,0.00000
Type00,2,265,PCA_KRR,11.33321,10.40038,2.65416,1.13047,6.84498,2.22968,0.11888,749.64079,0.95215,0.97549,0.00000
Type00,2,265,PCA_LINEAR,9.83783,8.58252,10.99623,2.94318,41.74296,4.48456,10.99623,1831.56780,0.89286,0.94340,0.00000
Type00,2,265,PCA_SVR,10.52252,9.57256,2.34131,0.61291,8.59199,1.36433,1.13479,441.15184,0.97391,0.98678,0.00000
Type00,2,265,PURE_GPR,11.44965,10.56797,3.25502,1.10648,7.57619,2.19119,0.16878,696.18816,0.95444,0.97669,0.00000
Type00,2,265,PURE_KRR,11.22650,10.31082,2.60137,1.14061,6.91714,2.22322,0.17065,761.61711,0.95214,0.97548,0.00000
Type00,2,265,PURE_SVR,11.52075,10.43441,2.34891,1.08063,6.49710,1.88026,0.46036,735.29062,0.95599,0.97750,0.00000
Type00,2,265,RATIO_CTRL,3.76971,3.63674,5.22252,2.06248,1.54826,1.71556,0.62746,218.42927,0.92683,0.96202,0.00000
Type00,2,270,PCA_KRR,10.76232,9.95147,2.88912,1.06363,2.12873,0.03544,0.03878,229.72262,0.95760,0.97834,0.00000
Type00,2,270,PCA_LINEAR,8.52037,7.62998,10.58679,2.85517,34.82899,2.36218,10.58679,973.46038,0.89982,0.94727,0.00000
Type00,2,270,PCA_SVR,10.32858,9.47985,1.64619,0.54379,4.80837,0.77117,0.76106,245.75838,0.97778,0.98876,0.00000
