type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, x51, y51, x52, y52, x53, y53, x54, y54, x55, y55, x56, y56, x57, y57, x58, y58, x59, y59, x60, y60
Type01, L, 280, 58.869870, 280.569345, 54.810516, 280.414612, 47.797206, 279.895466, 36.970962, 274.333436, 29.273221, 264.925895, 25.542983, 253.973767, 23.234071, 243.085165, 21.398223, 232.026202, 19.708491, 220.750323, 18.263068, 209.529651, 16.431713, 198.946543, 14.715857, 188.017370, 12.703412, 176.552234, 10.674818, 165.691796, 8.324967, 154.743868, 6.526039, 144.181049, 4.103638, 132.958520, 2.183163, 122.094580, 1.050036, 111.489366, 0.000000, 99.584433, 0.383647, 89.111645, 1.036569, 77.854987, 3.068521, 67.696350, 5.484726, 56.615782, 8.736023, 46.851074, 12.893631, 36.087353, 18.021892, 25.729670, 24.250700, 15.895361, 33.112999, 7.159867, 43.260612, 1.433606, 54.975148, 0.000000, 65.758273, 2.545761, 75.432790, 10.197766, 81.671634, 20.390463, 85.110453, 30.600392, 87.239761, 41.642416, 89.027816, 52.616355, 90.196186, 63.268393, 90.553001, 74.232805, 89.962404, 85.133222, 88.717125, 96.596319, 87.798487, 107.087192, 87.156770, 118.009010, 86.569150, 129.651070, 86.854775, 140.292668, 87.260067, 151.925112, 88.325275, 162.351735, 89.689902, 173.639495, 90.614286, 184.408220, 90.207283, 194.749043, 89.548878, 206.132198, 89.200236, 217.533458, 89.247486, 228.808658, 89.022312, 239.961678, 88.216065, 250.420194, 85.588120, 260.855127, 80.001268, 271.449562, 69.826875, 278.917804, 62.953864, 279.589542, 58.661686, 280.863919
Type01, L, 290, 59.858428, 290.667671, 56.196298, 290.650550, 48.338764, 289.989125, 37.854373, 283.898266, 29.824751, 274.128920, 25.885675, 262.742793, 24.301716, 251.754761, 22.492862, 240.452289, 20.468304, 228.991343, 18.616637, 217.607793, 17.270649, 206.587941, 15.698242, 195.255086, 14.317716, 183.578713, 12.521991, 172.526184, 10.385546, 161.563172, 7.787465, 150.001168, 5.424052, 138.519460, 3.121654, 126.778844, 1.269516, 115.479193, 0.342924, 104.154659, 0.000000, 92.317120, 0.805974, 80.754715, 2.517834, 69.563748, 5.276251, 58.004683, 8.806322, 47.161211, 13.393652, 36.072704, 19.017172, 25.459184, 25.554116, 15.745169, 34.656326, 6.781708, 45.192715, 1.612757, 56.986963, 0.000000, 67.758474, 2.893030, 77.811538, 10.725990, 84.000820, 21.403225, 87.389421, 32.057921, 89.894212, 43.814308, 92.024495, 54.540955, 93.720585, 66.272681, 94.092605, 77.140435, 93.084370, 90.079559, 92.128664, 100.700979, 91.589561, 111.308602, 91.307976, 122.564859, 91.501066, 134.564874, 91.822942, 146.280521, 92.218449, 157.811009, 92.843438, 169.153824, 93.289096, 180.309719, 93.603276, 191.362691, 93.904382, 203.253665, 93.950500, 214.652073, 93.466523, 225.871310, 92.945502, 236.428526, 91.732509, 248.121125, 90.244407, 259.516666, 87.490149, 270.764294, 82.001730, 281.378485, 71.213086, 289.081852, 63.947344, 289.786158, 59.973464, 291.179051
Type02, L, 230, 62.719223, 230.368848, 59.820399, 230.187976, 53.582625, 229.311346, 44.724358, 225.040204, 37.966581, 217.173230, 34.344762, 208.633188, 31.552467, 199.459915, 29.609992, 190.479408, 27.641792, 181.186177, 25.678077, 172.227093, 23.678556, 163.082164, 21.482350, 154.216707, 18.996778, 144.870053, 16.253919, 135.869139, 13.244485, 127.137736, 10.010536, 118.331801, 6.558788, 109.288326, 3.891770, 100.516238, 1.655873, 91.265265, 0.273440, 81.798172, 0.000000, 72.447213, 0.446969, 63.642888, 1.697000, 54.328923, 3.856975, 45.299992, 6.662413, 36.480260, 10.463454, 27.290439, 15.440854, 19.023217, 21.845472, 10.998291, 29.952249, 5.521843, 38.546807, 1.641254, 48.059499, 0.000000, 57.313332, 0.843548, 66.073044, 5.652150, 72.594217, 13.596524, 76.734388, 22.173617, 80.113431, 30.967930, 82.308218, 39.838986, 83.669864, 48.931066, 85.427121, 58.660201, 86.744895, 67.367937, 85.810021, 76.518455, 83.365246, 85.899541, 80.138432, 94.726219, 76.730498, 103.910397, 73.527447, 113.217461, 71.628735, 122.311640, 71.678453, 132.227283, 73.077273, 141.651978, 75.127422, 150.174752, 77.900207, 159.816151, 80.622974, 168.744788, 82.939428, 177.183733, 85.004069, 186.159043, 86.324945, 195.022737, 86.656239, 204.462564, 84.857986, 214.085899, 80.183084, 222.849334, 71.765206, 229.240095, 65.775281, 229.966590, 62.798835, 230.775046
Type02, L, 250, 64.963920, 250.638939, 68.407368, 250.168020, 74.945168, 249.226399, 83.802630, 241.834979, 87.310543, 232.150084, 88.206052, 222.462972, 87.504229, 212.365982, 85.419808, 202.768343, 82.834034, 193.257388, 79.461676, 183.970161, 76.348992, 173.850804, 74.119512, 164.346945, 72.096066, 154.887712, 70.884262, 144.630883, 70.486293, 134.796925, 72.429995, 124.680400, 75.900200, 115.156579, 80.146856, 105.309043, 84.110397, 95.639997, 87.517556, 85.825510, 88.091848, 75.707913, 87.536333, 66.536747, 85.819278, 55.829904, 84.337016, 46.440080, 82.312237, 36.713135, 79.732413, 26.670918, 76.523795, 17.100827, 70.107613, 8.162907, 60.884248, 1.912114, 50.579987, 0.000000, 40.515338, 1.783353, 31.032375, 6.567601, 22.693722, 13.730103, 16.029007, 22.382113, 11.142550, 31.729305, 6.939311, 41.406087, 3.783562, 50.975588, 1.263554, 60.826012, 0.000000, 70.344323, 0.251873, 80.688881, 1.433606, 89.528894, 3.579745, 99.449773, 5.880805, 108.565315, 8.617724, 118.239617, 11.507777, 127.962027, 14.421644, 137.686452, 17.382759, 148.032829, 20.518495, 157.508771, 23.073840, 167.668871, 25.625291, 176.725076, 27.675106, 187.110549, 29.700606, 197.161553, 31.246483, 207.337676, 33.159418, 216.782535, 35.447609, 226.367920, 38.933816, 235.841679, 45.305447, 245.108967, 54.915981, 250.360243, 61.649708, 250.472831, 64.828544, 250.895638
Type02, L, 260, 65.978166, 260.739585, 62.915555, 260.697646, 56.094050, 259.687699, 46.764902, 253.225740, 39.824837, 244.167704, 35.696165, 234.400866, 32.811433, 224.174745, 31.123055, 213.921991, 29.506389, 203.215439, 27.820589, 193.404200, 25.647016, 183.076279, 23.405392, 174.093091, 20.384512, 163.008139, 17.433528, 153.120902, 13.766888, 142.768341, 10.464547, 132.589895, 6.983495, 122.495174, 4.152678, 112.012723, 1.752200, 101.924955, 0.288411, 92.025125, 0.000000, 80.786594, 0.535756, 71.287741, 1.942141, 60.999138, 4.148471, 51.054484, 7.412798, 40.970294, 11.709301, 31.047190, 17.024377, 21.691744, 24.520388, 13.072689, 32.932334, 6.105527, 43.191682, 1.576670, 53.348275, 0.000000, 63.522083, 2.875772, 72.917515, 8.855979, 79.490573, 18.220165, 82.911202, 27.511596, 85.887774, 38.355715, 87.619871, 48.059651, 89.980597, 58.370603, 91.694023, 68.392184, 92.464736, 79.104627, 91.409109, 88.906130, 88.254905, 98.998106, 83.965825, 108.732519, 79.983235, 118.614011, 77.208427, 128.538082, 75.952398, 139.133056, 75.838014, 149.623920, 76.865822, 159.927783, 78.489767, 170.257230, 80.865903, 180.189195, 83.318558, 190.022136, 86.438213, 200.952842, 89.082315, 210.287086, 91.885032, 221.415201, 92.407689, 231.429658, 90.722530, 242.120540, 85.375397, 251.725945, 76.392779, 259.201118, 69.447345, 259.851981, 65.753195, 261.485234
Type02, L, 270, 68.563726, 270.607835, 65.154952, 270.479406, 57.315106, 269.534658, 47.603533, 263.477355, 40.293077, 254.051994, 36.401192, 243.756347, 33.818932, 233.319781, 32.082640, 222.259165, 29.962719, 211.789607, 27.187977, 200.801896, 24.749281, 190.561501, 21.878000, 179.894694, 19.245508, 169.307754, 16.615725, 158.980243, 13.818761, 148.707218, 10.760981, 138.422521, 7.425508, 127.748072, 4.804203, 118.143895, 2.269623, 107.323785, 0.788313, 96.608476, 0.000000, 85.842682, 0.557872, 75.097835, 2.280430, 64.228367, 4.838770, 53.871520, 8.633303, 43.351165, 13.425335, 33.060178, 19.548880, 23.441517, 26.558200, 14.079088, 35.657850, 6.275914, 45.858969, 1.513419, 56.672647, 0.000000, 67.697854, 2.412491, 77.232887, 9.602379, 83.192872, 19.402111, 87.113811, 29.515758, 89.688684, 40.295874, 91.625287, 50.713530, 93.208402, 61.057917, 95.048560, 71.948585, 96.095921, 83.085839, 94.502226, 93.943344, 90.663737, 104.331275, 85.828190, 114.593082, 81.349149, 125.035808, 78.839073, 135.435958, 77.966048, 146.468928, 78.707045, 156.846177, 80.010845, 167.793300, 82.231946, 178.524064, 84.514963, 188.819422, 87.628575, 199.125072, 90.640449, 208.977599, 93.305593, 219.867421, 95.405540, 229.963984, 96.007790, 241.440730, 94.309138, 251.841455, 88.921169, 262.361021, 78.496668, 268.887967, 72.136064, 270.278991, 68.625207, 270.307441
Type03, L, 230, 50.324293, 230.429387, 47.428625, 230.121318, 41.621430, 229.243796, 32.809266, 224.617601, 26.519627, 216.776358, 23.098325, 207.906492, 20.299521, 198.796538, 18.798175, 189.854689, 17.437484, 180.792701, 16.255189, 171.719201, 14.678461, 161.920493, 13.014095, 152.788055, 11.184170, 143.546568, 9.043869, 134.876151, 7.391405, 125.886512, 5.152300, 117.003690, 3.708106, 107.985231, 1.934127, 99.233797, 1.008496, 90.727592, 0.135025, 81.128286, 0.000000, 72.665924, 0.301461, 63.543619, 1.536888, 54.745601, 3.307629, 45.512959, 6.178633, 36.843535, 9.778333, 28.053552, 14.495787, 19.405193, 20.344025, 11.785906, 27.731058, 4.896022, 36.533759, 0.818367, 45.542030, 0.000000, 54.153655, 1.919386, 62.750680, 6.977632, 68.630089, 15.263050, 72.445134, 23.714351, 75.225592, 32.823628, 76.913500, 42.519018, 77.802966, 51.674821, 78.327162, 61.138078, 78.342633, 69.668914, 78.263109, 79.010797, 77.025526, 88.468774, 75.796789, 97.359389, 73.929173, 106.388908, 72.812133, 115.596858, 71.561203, 124.543825, 71.583467, 134.133463, 72.549005, 143.142963, 73.949691, 152.121786, 75.253536, 161.000745, 76.385803, 170.034827, 77.286884, 179.575778, 78.026059, 188.812396, 78.575581, 198.587165, 78.001174, 207.765172, 74.809859, 216.299965, 67.711860, 224.316348, 59.557409, 228.945001, 53.568276, 230.214476, 50.176525, 230.225106
Type03, L, 235, 53.365669, 235.466111, 50.375611, 235.462532, 44.055131, 234.946255, 35.332664, 231.248977, 27.986365, 224.050287, 23.697861, 215.268682, 20.828623, 206.396444, 19.042497, 197.214239, 17.787924, 187.562020, 16.601075, 178.802482, 15.583904, 168.805836, 14.134636, 159.952677, 12.408622, 150.562995, 10.545221, 141.487187, 8.282721, 131.971417, 6.159597, 123.064273, 4.421011, 114.010186, 2.511141, 104.505795, 1.172112, 95.295358, 0.354575, 85.447740, 0.000000, 77.131659, 0.547464, 66.552585, 1.416299, 57.806325, 2.971555, 48.334830, 5.459946, 39.112512, 8.809498, 30.259034, 13.246855, 21.615936, 19.105188, 13.555095, 26.105769, 6.557968, 34.254927, 1.543496, 44.158721, 0.000000, 53.219085, 1.970114, 61.700007, 7.251779, 68.185597, 15.021262, 72.795454, 23.710633, 75.670208, 32.626795, 77.726860, 42.100573, 78.680611, 50.734744, 79.497624, 60.963809, 79.702024, 69.550601, 79.557126, 79.560865, 78.964947, 88.669198, 77.969392, 98.159539, 76.935147, 107.594032, 75.995476, 116.563405, 75.328627, 126.747676, 74.983985, 135.929104, 75.298043, 145.769213, 75.553583, 155.329095, 76.397635, 165.064748, 77.071099, 174.138524, 78.253934, 183.056037, 78.994448, 192.328239, 79.794784, 201.024440, 79.342745, 210.866591, 76.655772, 219.354233, 71.174786, 228.044921, 63.003593, 233.935177, 56.531854, 235.472245, 53.263617, 234.910691
Type03, L, 245, 53.635161, 245.444131, 50.036380, 245.156515, 43.664503, 244.359697, 34.610600, 239.706868, 27.547401, 231.312173, 23.990218, 222.396104, 21.074394, 212.869059, 19.172840, 202.543500, 18.019812, 192.359989, 16.741942, 183.166285, 15.275770, 173.192167, 13.329500, 163.672685, 11.477288, 153.852710, 9.390341, 144.289153, 7.406633, 134.106751, 5.173500, 124.172921, 3.582595, 114.353907, 1.915715, 104.646926, 0.824467, 94.880918, 0.113053, 85.144358, 0.000000, 75.218916, 0.497446, 65.626638, 2.005494, 55.412435, 4.241170, 46.365056, 7.339042, 36.860854, 11.138236, 27.789765, 15.781468, 18.945055, 21.714057, 10.387091, 29.668455, 3.594930, 39.308236, 0.639782, 49.248740, 0.000000, 58.597680, 3.799877, 66.801022, 10.397391, 72.761709, 19.249465, 76.442489, 28.274351, 78.557075, 38.065500, 80.422552, 48.078977, 81.168811, 57.555139, 82.384329, 66.914395, 82.800747, 76.521770, 82.697907, 86.527438, 81.602853, 96.051675, 79.971628, 105.498565, 78.234574, 115.041003, 76.805598, 124.309825, 76.360402, 134.399732, 76.422692, 144.011973, 77.316985, 154.028361, 78.181540, 163.222837, 79.693114, 172.875605, 80.766643, 182.018662, 81.843777, 191.841464, 82.766697, 201.616073, 82.822218, 211.486003, 81.894471, 220.742449, 78.975974, 230.543168, 72.502354, 239.102754, 63.592479, 244.457852, 56.798946, 244.897975, 53.743584, 245.563910
Type03, L, 250, 52.420735, 250.439181, 48.941758, 250.064814, 42.672811, 249.370601, 32.976422, 244.125736, 26.046900, 235.812639, 22.529807, 226.251050, 20.366633, 216.668937, 18.637481, 206.964021, 17.343500, 196.909496, 15.623153, 186.628983, 14.293448, 176.825867, 12.729489, 166.686887, 10.864148, 156.298239, 9.246626, 146.482661, 7.462456, 136.588338, 5.658970, 126.346697, 4.402349, 117.248181, 2.737421, 106.910685, 1.473337, 96.685056, 0.444452, 86.655970, 0.000000, 76.943438, 0.144707, 67.421980, 1.255163, 57.434745, 3.199766, 47.548021, 6.248532, 37.550605, 10.441026, 28.161487, 15.564857, 18.992831, 22.347109, 10.286898, 30.865709, 3.662144, 40.521214, 0.000000, 49.799569, 0.659476, 59.602161, 4.295778, 68.292259, 11.279813, 73.755953, 20.611327, 77.040928, 30.210582, 79.737141, 39.877110, 81.535721, 49.676671, 82.941363, 60.224130, 83.300827, 69.749881, 83.424211, 79.235219, 82.820916, 89.006816, 81.987194, 98.237278, 80.802104, 108.628587, 79.593999, 118.505960, 79.029069, 128.140539, 79.097035, 137.542271, 79.282438, 147.610861, 79.581106, 156.432259, 79.796345, 167.247348, 80.037697, 175.805643, 80.382566, 186.676970, 80.857874, 196.004374, 81.574545, 206.496886, 81.956112, 215.594219, 81.011113, 225.564961, 78.330099, 234.803520, 71.852216, 244.298715, 62.169238, 248.984519, 56.093646, 250.252861, 52.765222, 250.329485
Type03, L, 255, 55.886841, 255.445294, 52.573474, 255.366236, 45.707514, 254.848219, 36.225057, 250.951916, 27.482940, 243.512248, 23.110894, 233.902990, 20.510025, 224.076157, 18.723013, 213.366061, 17.024222, 203.921312, 15.660618, 193.050236, 14.144057, 183.629717, 12.988262, 174.087246, 11.054977, 162.976958, 9.890029, 153.765743, 8.240127, 143.890105, 6.760049, 133.380327, 4.783483, 123.461229, 3.475796, 113.942680, 1.860460, 104.000243, 0.511924, 93.219000, 0.053112, 82.831935, 0.000000, 73.454212, 0.966352, 63.135978, 2.713043, 53.156641, 5.432986, 43.153235, 8.927093, 33.507927, 13.559233, 23.952636, 18.983962, 14.912972, 26.230379, 6.760591, 35.489873, 1.500129, 46.225501, 0.000000, 55.753886, 1.371478, 65.379393, 6.866517, 72.403277, 15.310568, 76.630311, 24.660008, 79.475462, 34.934917, 81.694697, 45.141481, 83.092647, 55.434737, 83.569587, 65.819791, 83.811338, 76.281094, 83.241503, 86.301014, 82.650451, 96.402369, 81.636064, 106.908438, 80.596385, 117.193003, 79.881137, 127.322820, 79.320161, 137.887929, 79.218328, 147.842919, 79.286491, 157.588879, 80.007090, 168.225663, 80.621886, 178.524902, 81.593473, 188.960874, 82.375155, 198.337427, 83.382509, 208.297081, 83.880142, 218.224391, 83.049527, 228.469007, 80.538457, 238.617438, 74.839472, 247.820472, 65.778072, 253.745596, 58.837541, 254.936575, 55.554898, 255.822139
Type03, L, 260, 54.024466, 260.409155, 50.223311, 260.203715, 43.540095, 258.875943, 34.262547, 253.464794, 26.501148, 244.976781, 22.960304, 234.928112, 21.079283, 224.431733, 20.464829, 214.330131, 19.544441, 204.361538, 18.320424, 193.916346, 16.712726, 183.765871, 15.019731, 173.546120, 13.127674, 162.699286, 11.160718, 152.458815, 9.153876, 141.783759, 7.264806, 131.146251, 5.110304, 120.665731, 3.049384, 109.866321, 1.418774, 99.430865, 0.343795, 88.859645, 0.000000, 78.616283, 0.673421, 68.303807, 2.374425, 58.416691, 5.010849, 48.476917, 8.509860, 38.698499, 12.567931, 29.173189, 17.830657, 19.556514, 24.012096, 10.802026, 32.959919, 3.685538, 42.738937, 0.535504, 53.349312, 0.000000, 63.202373, 3.325819, 71.543433, 11.243421, 76.871637, 20.615498, 80.462141, 30.583743, 82.858833, 40.816576, 84.352872, 50.801697, 85.107278, 61.432564, 85.072110, 71.427637, 84.933547, 81.607764, 84.169824, 91.793634, 83.692969, 101.479459, 82.714474, 111.824770, 82.240046, 121.941413, 81.501969, 132.175892, 81.310505, 142.848923, 81.239859, 152.913525, 81.563176, 163.215394, 82.006756, 172.900086, 82.579515, 183.649347, 83.361958, 193.249084, 84.091953, 203.726567, 84.534139, 213.579808, 85.359152, 223.927012, 84.639788, 234.422707, 81.458100, 244.134551, 73.940766, 252.826984, 64.668036, 258.710387, 57.532302, 260.028781, 53.716992, 260.345273
Type03, L, 265, 51.829485, 265.300195, 48.323594, 265.098888, 41.480634, 263.918207, 31.719171, 258.664381, 24.088543, 250.071403, 20.609276, 240.391727, 18.826598, 229.334050, 17.707684, 218.967067, 16.557160, 208.501753, 15.753596, 198.232775, 14.384612, 187.323869, 12.959342, 176.794667, 11.559465, 166.684901, 9.774281, 156.594382, 8.027603, 145.609524, 6.293085, 134.837049, 4.686855, 124.981104, 2.901051, 114.080251, 1.618744, 103.896733, 0.560527, 93.737090, 0.000000, 83.273691, 0.414404, 73.040357, 1.898438, 61.982276, 3.917382, 52.358218, 7.441906, 41.839710, 11.338086, 32.265829, 16.058660, 22.722451, 21.596564, 13.132929, 29.627338, 4.441759, 39.428082, 0.486848, 50.977954, 0.000000, 60.842665, 2.407855, 70.718565, 8.651253, 75.955117, 18.726757, 79.222736, 28.813436, 81.905391, 39.016583, 84.281010, 49.482893, 85.692660, 60.530387, 86.706842, 71.233589, 87.067740, 82.401696, 86.878898, 92.293414, 86.672753, 103.305577, 85.665990, 113.369278, 84.732720, 124.279452, 83.591603, 135.027069, 82.620305, 145.194942, 82.204180, 156.091543, 81.923684, 166.159651, 82.407899, 176.763963, 82.685818, 187.036729, 83.280956, 197.863229, 83.786953, 208.687565, 83.797917, 218.437606, 83.946114, 229.175627, 82.934150, 239.628945, 80.062879, 249.409470, 72.403803, 258.162027, 62.583040, 263.892910, 55.474508, 264.797116, 51.719136, 265.166080
Type03, L, 270, 58.977882, 270.238838, 55.112594, 270.097047, 48.285015, 269.449023, 37.460283, 263.863536, 30.632551, 254.324233, 26.831688, 244.091333, 24.193656, 233.046711, 22.260340, 222.351823, 20.640653, 211.634680, 19.028527, 200.913492, 17.636987, 190.342680, 15.554841, 179.164072, 13.365502, 168.370996, 11.200690, 158.012202, 9.277210, 147.250664, 6.835472, 136.831480, 5.029220, 126.675849, 2.890509, 116.421915, 1.663396, 106.005949, 0.623401, 94.936437, 0.163495, 84.373744, 0.000000, 74.526327, 1.116300, 63.582798, 3.399023, 52.596123, 6.890128, 42.427278, 11.189277, 31.942692, 16.677647, 22.144578, 22.714551, 12.314204, 31.490972, 4.320348, 42.052738, 0.304345, 52.060604, 0.000000, 63.513506, 2.961916, 71.801197, 11.112138, 76.790657, 21.196966, 80.478021, 31.586909, 83.652886, 42.072310, 85.647345, 52.734433, 87.232606, 63.274764, 87.684776, 73.540439, 87.891575, 84.161668, 87.485657, 93.823778, 86.905146, 104.010810, 86.062398, 116.719729, 85.577833, 125.419519, 85.011140, 137.923803, 84.733019, 147.945053, 84.648411, 157.844431, 84.746084, 166.920936, 85.244933, 178.242391, 85.926516, 188.939390, 86.708809, 199.820929, 87.356848, 210.878935, 87.747225, 221.096354, 87.875350, 231.901826, 87.458153, 241.131973, 85.970790, 253.038768, 80.099393, 262.448863, 69.888872, 268.870987, 63.007466, 269.601205, 59.194840, 270.953243
Type03, L, 275, 58.353105, 275.409098, 54.581935, 275.281359, 47.249870, 274.169609, 36.941354, 268.520838, 29.970882, 258.668845, 26.658582, 248.724458, 23.586727, 237.226640, 21.899405, 225.883443, 19.943964, 214.583613, 18.987864, 204.657540, 17.330139, 193.195403, 15.336185, 182.228286, 13.451431, 171.603867, 10.829355, 160.118634, 8.720358, 149.187497, 6.589238, 139.214718, 4.475150, 129.334328, 2.764717, 117.731871, 1.313474, 107.731495, 0.554329, 97.495177, 0.000000, 86.088453, 0.620316, 75.443413, 1.608465, 64.313042, 3.690329, 54.343281, 6.634862, 43.358827, 10.280434, 33.233652, 14.789027, 22.997438, 20.812773, 13.171323, 29.237636, 4.622103, 40.070182, 0.481998, 50.242911, 0.000000, 61.130494, 3.545168, 70.387164, 11.186538, 76.175595, 21.344209, 79.842880, 31.348674, 83.147402, 42.758510, 85.484657, 53.361502, 87.268584, 63.247581, 88.422933, 73.584426, 89.383941, 84.545271, 89.128647, 95.706209, 88.811593, 106.855976, 87.699318, 117.289477, 86.181131, 127.872359, 84.774261, 138.766835, 83.875751, 149.862503, 83.714626, 161.202667, 84.513552, 171.079157, 85.592079, 182.791200, 86.611100, 193.835095, 87.261375, 204.515749, 87.819065, 215.607867, 88.728199, 226.519507, 89.447685, 237.383420, 88.700476, 248.034972, 85.964269, 258.347020, 79.243763, 268.026036, 69.081533, 274.116859, 61.708483, 275.018184, 59.195892, 275.572436
Type03, L, 280, 65.959903, 279.822200, 69.560920, 279.113034, 77.008759, 276.673734, 85.245925, 267.325628, 89.312787, 256.612553, 90.590164, 245.781424, 90.219096, 234.766515, 89.580712, 224.041169, 89.238735, 212.331314, 88.799855, 202.114953, 88.034338, 190.507904, 87.168207, 179.455233, 86.314076, 168.202539, 86.033706, 157.147486, 85.877337, 145.876295, 86.882279, 134.585922, 88.240529, 123.806269, 89.751886, 112.532586, 90.363829, 102.523200, 90.405556, 90.287640, 89.917903, 80.353162, 88.710135, 67.880499, 87.238214, 57.404232, 85.214788, 45.986103, 83.041399, 35.139133, 79.998518, 24.019113, 75.003136, 13.821428, 66.046855, 5.008420, 55.334756, 0.450977, 44.444535, 0.000000, 33.528115, 3.565949, 23.851099, 10.821035, 16.914343, 20.711966, 11.671439, 31.220741, 7.636031, 41.523477, 4.383631, 52.773345, 2.050769, 63.365916, 0.839351, 74.147157, 0.000000, 84.212950, 0.388858, 96.224605, 1.013526, 106.580010, 2.456558, 118.135534, 4.426073, 129.853811, 6.758766, 142.107061, 8.953332, 151.504737, 11.369134, 162.310898, 13.835205, 173.953418, 16.005895, 183.603736, 17.661018, 193.680938, 19.791798, 205.878834, 20.841595, 216.326277, 21.844650, 228.263194, 23.177117, 237.847145, 25.290538, 248.823549, 28.918135, 259.711805, 34.644111, 270.079777, 44.401470, 277.768909, 55.146548, 280.580565, 62.126073, 280.493976, 66.216471, 280.273093
Type04, L, 230, 54.773641, 230.371674, 51.762143, 230.349136, 45.730095, 230.046370, 36.431748, 226.807473, 28.534607, 219.522026, 24.745491, 210.680305, 22.677616, 201.446846, 21.196859, 191.708273, 19.918082, 183.215238, 18.356073, 173.489727, 16.629010, 164.436055, 15.014407, 155.230400, 12.987762, 146.057306, 11.177373, 136.841439, 9.025956, 127.940890, 7.263279, 118.825364, 5.138050, 109.661087, 3.226316, 100.915953, 1.475991, 91.598213, 0.356548, 81.957298, 0.000000, 73.139953, 0.495133, 63.893885, 2.147046, 54.179715, 4.303160, 45.329250, 7.519572, 36.231016, 11.257737, 27.299503, 16.115873, 18.715215, 22.224032, 10.946496, 29.937975, 4.274351, 39.143624, 0.720478, 48.168578, 0.000000, 57.303531, 1.740780, 66.389462, 6.096273, 73.492240, 13.252670, 77.824303, 22.127996, 80.533590, 31.152117, 81.608838, 40.542345, 82.099729, 49.740945, 81.405202, 59.274807, 80.568024, 68.363235, 79.506299, 78.156394, 78.576503, 86.634117, 77.844871, 96.180543, 77.231860, 105.064581, 76.834584, 114.221687, 76.385881, 123.655701, 77.002677, 132.784025, 78.219909, 141.705200, 79.226705, 151.373245, 80.096096, 159.796821, 80.821811, 169.137938, 81.390957, 178.633705, 81.790184, 187.749996, 81.894348, 196.740444, 81.106265, 205.971964, 78.565173, 215.291934, 73.049770, 223.719905, 63.776077, 228.502154, 58.549642, 229.800309, 54.213545, 230.454416
Type04, L, 235, 55.757049, 235.572661, 52.567459, 235.521697, 46.424190, 235.307618, 37.169147, 231.305801, 30.013668, 223.887774, 25.553147, 214.902749, 22.614986, 206.589772, 20.576890, 197.498226, 19.300120, 187.890651, 17.960928, 178.749251, 16.809096, 169.804302, 14.886740, 160.188559, 13.155349, 151.259546, 11.026676, 141.455320, 9.117351, 132.518799, 6.957980, 122.796346, 5.153954, 113.983655, 3.213236, 104.368834, 1.660816, 95.005731, 0.450126, 85.766424, 0.000000, 76.174395, 0.109179, 67.081191, 1.295867, 57.760314, 3.166019, 48.486093, 5.869428, 39.565140, 9.431463, 30.237375, 13.930108, 21.555324, 19.767021, 13.205519, 27.178306, 6.065298, 36.249351, 1.604116, 45.514254, 0.000000, 55.217425, 1.599385, 63.963653, 6.197971, 71.220311, 13.981500, 75.654150, 22.151530, 78.956539, 31.613776, 80.837863, 40.232053, 81.817162, 49.563514, 82.467873, 59.119900, 82.259497, 68.506653, 81.573708, 77.885171, 80.548598, 87.457418, 79.430222, 97.075767, 78.291632, 106.247488, 77.388236, 116.508731, 77.066155, 125.750026, 77.146762, 135.119702, 77.844040, 145.115531, 78.654640, 154.095939, 79.664296, 163.356454, 80.841047, 172.870517, 81.656763, 182.271869, 82.474006, 192.145863, 82.252583, 201.584294, 81.314482, 210.947642, 78.851626, 220.321751, 73.259356, 228.944228, 64.383663, 234.240830, 58.920678, 235.154513, 55.487927, 235.733674
