Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,7.13254,6.61843,1.24270,0.42686,0.23178,0.38255,0.80420,10.25767,0.98191,0.99087,0.00000
Type00,2,240,PCA_LINEAR,6.02772,5.25942,10.21542,2.39131,34.45033,2.83876,10.00986,1153.60505,0.91109,0.95348,0.00000
Type00,2,240,PCA_SVR,7.17035,6.75519,1.36805,0.40001,1.92071,0.11707,1.36805,39.06689,0.97792,0.98884,0.00000
Type00,2,240,PURE_GPR,6.87490,6.37579,1.26610,0.41823,1.30455,0.57779,0.52894,57.27056,0.97916,0.98947,0.00000
Type00,2,240,PURE_KRR,7.06645,6.55627,1.17868,0.40694,0.48497,0.37014,0.71576,5.55349,0.98242,0.99113,0.00000
Type00,2,240,PURE_SVR,6.79569,6.30739,0.76480,0.24244,0.05109,0.36344,0.65768,86.42565,0.98581,0.99286,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,6.38751,5.83850,1.56218,0.68473,4.17223,0.69671,0.55720,400.89033,0.97118,0.98538,0.00000
Type00,2,245,PCA_LINEAR,6.36087,5.51500,10.30679,2.57939,34.79486,2.57206,10.27492,1327.72803,0.90621,0.95080,0.00000
Type00,2,245,PCA_SVR,6.27092,5.73941,1.28106,0.44241,6.07682,0.76840,1.11461,319.80041,0.97905,0.98942,0.00000
Type00,2,245,PURE_GPR,6.42684,5.90790,1.65313,0.68048,3.05921,0.54865,0.43003,384.55343,0.97188,0.98574,0.00000
Type00,2,245,PURE_KRR,6.39567,5.86006,1.50249,0.65636,4.01633,0.70543,0.49924,390.63998,0.97307,0.98635,0.00000
Type00,2,245,PURE_SVR,6.53182,6.00613,2.67546,0.91283,2.97386,0.81527,0.11467,511.00676,0.96452,0.98194,0.00000
Type00,2,245,RATIO_CTRL,2.42436,2.27097,2.70265,1.14728,0.43794,0.86733,0.19255,24.26808,0.95638,0.97770,0.00000
Type00,2,255,PCA_KRR,7.23587,6.50066,1.60176,0.63427,3.62982,0.03948,0.36952,54.82926,0.96929,0.98441,0.00000
Type00,2,255,PCA_LINEAR,6.37848,5.65926,10.57788,2.83166,35.30672,1.68595,10.47517,717.37031,0.89883,0.94672,0.00000
Type00,2,255,PCA_SVR,6.98479,6.32350,0.94960,0.31440,4.33795,0.47902,0.61545,187.41155,0.98320,0.99153,0.00000
Type00,2,255,PURE_GPR,7.36577,6.70032,2.06159,0.74677,2.65296,0.19683,0.01529,141.35579,0.96325,0.98128,0.00000
Type00,2,255,PURE_KRR,7.22860,6.51641,1.54513,0.60432,3.35425,0.04649,0.29002,55.79742,0.96912,0.98432,0.00000
Type00,2,255,PURE_SVR,7.26893,6.65179,0.88775,0.26003,2.22183,0.22159,0.03531,44.24758,0.98587,0.99289,0.00000
Type00,2,255,RATIO_CTRL,3.38670,2.73486,7.04549,2.11192,1.34545,2.88021,0.24059,898.69796,0.92653,0.96187,0.00000
Type00,2,265,PCA_KRR,8.07294,7.36325,1.93662,1.01992,3.84753,1.61060,0.41136,619.51845,0.95226,0.97554,0.00000
Type00,2,265,PCA_LINEAR,7.64041,6.48367,10.77115,2.84058,37.90053,3.62585,10.77115,1564.47843,0.89857,0.94657,0.00000
Type00,2,265,PCA_SVR,7.03236,6.32050,1.49279,0.46964,6.81869,0.81134,1.27691,361.65566,0.97639,0.98806,0.00000
Type00,2,265,PURE_GPR,8.24524,7.61665,1.97141,0.97188,4.19659,1.60782,0.64555,576.27264,0.95555,0.97727,0.00000
Type00,2,265,PURE_KRR,7.96612,7.28150,1.98387,1.02847,4.06458,1.60446,0.30884,632.45360,0.95193,0.97537,0.00000
Type00,2,265,PURE_SVR,8.23125,7.37369,2.31390,1.00438,3.03510,1.41509,0.16254,550.54111,0.95609,0.97755,0.00000
Type00,2,265,RATIO_CTRL,3.72183,3.59405,5.00789,1.99403,0.00553,2.01521,0.39239,381.39585,0.93138,0.96447,0.00000
Type00,2,270,PCA_KRR,7.34723,6.70550,2.55068,0.95020,0.01837,0.45253,0.29772,325.34990,0.95810,0.97860,0.00000
Type00,2,270,PCA_LINEAR,5.99389,5.13279,10.80565,2.77597,32.28588,1.59312,10.69119,722.78001,0.90508,0.95018,0.00000
Type00,2,270,PCA_SVR,6.67958,5.98687,2.23315,0.57253,4.54865,0.14047,1.39548,231.15139,0.97381,0.98673,0.00000
Type00,2,270,PURE_GPR,7.25377,6.57513,2.53478,0.92366,0.56116,0.33260,0.13401,313.19314,0.96006,0.97962,0.00000
Type00,2,270,PURE_KRR,7.35159,6.68372,2.51133,0.95313,0.16768,0.45617,0.24617,320.42307,0.95774,0.97842,0.00000
Type00,2,270,PURE_SVR,7.40704,6.82672,3.34870,1.18405,1.19039,0.81356,0.15782,504.47466,0.95200,0.97541,0.00000
Type00,2,270,RATIO_CTRL,4.45216,3.97731,7.51576,2.93703,5.98517,4.55879,0.21109,1394.44641,0.90587,0.95061,0.00000
Type00,2,275,PCA_KRR,7.86703,7.23310,1.21048,0.65019,5.52798,0.96763,0.70684,474.03387,0.96622,0.98282,0.00000
Type00,2,275,PCA_LINEAR,6.53377,5.77424,10.46809,2.86354,33.83615,2.81132,10.46809,1578.81179,0.90316,0.94912,0.00000
Type00,2,275,PCA_SVR,6.44627,5.65837,6.89129,1.28036,17.11991,0.89934,1.32140,804.52313,0.95598,0.97750,0.00000
Type00,2,275,PURE_GPR,7.63403,7.00323,1.74609,0.83447,6.16614,1.04313,1.14129,564.87213,0.96920,0.98436,0.00000
Type00,2,275,PURE_KRR,7.91217,7.28483,1.10548,0.59415,5.03733,0.94713,0.57913,446.41751,0.97147,0.98553,0.00000
Type00,2,275,PURE_SVR,8.22053,7.53149,0.94196,0.25160,3.44019,0.58758,0.36436,229.34893,0.98708,0.99350,0.00000
Type00,2,275,RATIO_CTRL,4.17410,3.90599,4.67955,2.00998,5.14398,3.88549,0.02321,714.06633,0.93032,0.96390,0.00000
Type01,1,230,PCA_KRR,6.79015,6.32500,0.74913,0.28814,0.14923,0.12143,0.64088,93.52869,0.98476,0.99232,0.00000
Type01,1,230,PCA_LINEAR,6.47761,5.93591,1.54453,0.35941,1.84564,0.03329,0.05016,44.73103,0.98498,0.99243,0.00000
Type01,1,230,PCA_SVR,7.42704,7.13087,2.35025,0.63770,5.43888,0.39108,2.35025,107.48509,0.97390,0.98678,0.00000
Type01,1,230,PURE_GPR,7.17262,6.62378,1.08087,0.43256,0.05067,0.45567,0.53328,106.42554,0.98015,0.98997,0.00000
Type01,1,230,PURE_KRR,6.75152,6.28091,0.78647,0.28719,0.12479,0.05555,0.56691,93.55077,0.98524,0.99256,0.00000
Type01,1,230,PURE_SVR,6.51668,6.02805,0.60717,0.18045,1.61511,0.20041,0.11445,123.73146,0.99011,0.99503,0.00000
Type01,1,240,PCA_KRR,6.75167,6.00968,1.42840,0.58486,4.01436,0.63784,0.45193,147.82629,0.97081,0.98519,0.00000
Type01,1,240,PCA_LINEAR,7.13736,6.21892,2.79215,1.35716,5.15916,0.34135,0.00027,93.81794,0.94713,0.97285,0.00000
Type01,1,240,PCA_SVR,6.31381,5.63997,2.06225,0.57049,7.93916,0.77832,1.89575,330.92407,0.97531,0.98750,0.00000
Type01,1,240,PURE_GPR,6.71176,6.00113,1.41744,0.54640,3.65289,0.00751,0.17526,94.01004,0.97372,0.98668,0.00000
Type01,1,240,PURE_KRR,6.73173,6.00507,1.33943,0.59556,3.97710,0.71945,0.45887,162.88659,0.97080,0.98519,0.00000
Type01,1,240,PURE_SVR,7.63091,6.92105,1.85532,0.26868,5.43956,0.36097,0.21445,263.42700,0.98297,0.99141,0.00000
Type01,1,240,RATIO_CTRL,4.23652,4.14438,3.23731,1.30345,1.47620,1.24657,0.04273,288.39922,0.95421,0.97657,0.00000
Type01,1,250,PCA_KRR,6.99953,6.34144,2.05777,0.75860,2.03257,0.50654,0.18935,194.91424,0.96371,0.98152,0.00000
Type01,1,250,PCA_LINEAR,6.50722,5.94519,2.89642,1.13142,6.36070,0.64998,0.28932,374.62979,0.95246,0.97565,0.00000
Type01,1,250,PCA_SVR,6.29142,5.71913,1.13587,0.37064,5.10884,0.40860,1.03281,274.51300,0.98561,0.99275,0.00000
Type01,1,250,PURE_GPR,6.64161,6.04609,2.03534,0.68286,3.72085,0.52483,0.40158,276.12800,0.96680,0.98312,0.00000
Type01,1,250,PURE_KRR,7.00806,6.38188,1.89344,0.70841,1.41652,0.47197,0.00127,169.64388,0.96567,0.98253,0.00000
Type01,1,250,PURE_SVR,8.64011,7.74167,3.94297,1.37079,1.42249,1.38700,0.75896,221.71094,0.94342,0.97089,0.00000
Type01,1,250,RATIO_CTRL,2.16996,1.87595,3.09166,1.19018,0.88622,2.45174,0.24050,372.44440,0.95915,0.97915,0.00000
Type01,1,260,PCA_KRR,6.77064,6.11297,1.27109,0.65502,2.60261,1.02781,0.01629,192.02103,0.96921,0.98437,0.00000
Type01,1,260,PCA_LINEAR,7.54875,6.55263,5.51664,2.27771,5.89787,1.72656,0.10919,399.42380,0.91391,0.95502,0.00000
Type01,1,260,PCA_SVR,6.63687,6.02039,0.66444,0.25220,3.55486,0.44430,0.42490,205.37886,0.98690,0.99341,0.00000
Type01,1,260,PURE_GPR,7.23068,6.51151,2.31247,1.12419,1.69364,1.59796,0.47646,190.50790,0.95407,0.97650,0.00000
Type01,1,260,PURE_KRR,6.74480,6.08702,1.14874,0.55237,2.83859,0.87758,0.08399,188.42273,0.97283,0.98623,0.00000
Type01,1,260,PURE_SVR,6.87736,6.28745,0.79426,0.20635,2.49193,0.31425,0.08117,181.65705,0.98959,0.99477,0.00000
Type01,1,260,RATIO_CTRL,5.19839,4.96332,6.26862,2.12834,1.32698,1.01373,0.15898,739.87844,0.93203,0.96482,0.00000
Type01,1,280,PCA_KRR,7.86888,7.28397,1.13191,0.45284,1.09778,0.21612,0.42219,104.17986,0.97096,0.98527,0.00000
Type01,1,280,PCA_LINEAR,7.52159,7.05505,3.77842,1.52277,4.97949,0.36959,0.05251,340.02975,0.93573,0.96680,0.00000
Type01,1,280,PCA_SVR,8.44414,8.01493,2.00432,0.57588,3.90407,0.30904,2.00432,53.68991,0.96866,0.98408,0.00000
Type01,1,280,PURE_GPR,8.08310,7.48602,1.86449,0.76414,0.89261,0.43603,0.19184,3.86022,0.96278,0.98104,0.00000
Type01,1,280,PURE_KRR,7.80647,7.20751,1.01388,0.36100,1.58942,0.04676,0.26670,141.94352,0.97378,0.98672,0.00000
Type01,1,280,PURE_SVR,7.66801,7.08799,0.72652,0.22551,2.36833,0.33258,0.11529,202.14267,0.98701,0.99346,0.00000
Type01,1,280,RATIO_CTRL,4.14382,3.53449,8.56756,2.50861,5.63825,4.81384,0.00559,1665.84101,0.92263,0.95976,0.00000
Type02,3,230,PCA_KRR,6.77408,6.19429,0.63058,0.19520,1.06247,0.52488,0.32283,138.89395,0.98733,0.99363,0.00000
Type02,3,230,PCA_LINEAR,6.97968,6.30701,2.32584,0.70530,4.36843,0.15740,0.11154,257.43349,0.96024,0.97972,0.00000
Type02,3,230,PCA_SVR,7.27711,6.85369,1.74420,0.37652,3.11087,0.24191,1.68435,16.96311,0.97608,0.98789,0.00000
Type02,3,230,PURE_GPR,6.72455,6.10394,0.68122,0.22368,1.94053,0.67671,0.05753,184.58788,0.98600,0.99295,0.00000
Type02,3,230,PURE_KRR,6.75623,6.17067,0.62224,0.18553,1.19967,0.48623,0.26621,133.38748,0.98752,0.99372,0.00000
Type02,3,230,PURE_SVR,6.66098,6.04569,0.56417,0.20299,1.79974,0.61209,0.04765,139.96201,0.98584,0.99287,0.00000
Type02,3,250,PCA_KRR,7.15519,6.57447,1.09095,0.34840,4.33938,0.13745,0.50483,103.06325,0.97944,0.98961,0.00000
Type02,3,250,PCA_LINEAR,8.47715,7.76483,6.64198,2.23281,2.27036,4.02857,0.08317,668.62097,0.90611,0.95074,0.00000
Type02,3,250,PCA_SVR,7.54777,7.05033,0.70696,0.26190,0.64719,0.14903,0.64799,64.13636,0.97847,0.98912,0.00000
Type02,3,250,PURE_GPR,7.19277,6.64568,1.54394,0.41272,3.12304,0.24965,0.15745,18.35063,0.97698,0.98836,0.00000
Type02,3,250,PURE_KRR,7.18425,6.60594,0.91556,0.30633,3.99459,0.22997,0.39507,123.16210,0.98152,0.99067,0.00000
Type02,3,250,PURE_SVR,7.30642,6.74168,0.73488,0.21970,2.89743,0.34059,0.05563,149.94921,0.98377,0.99182,0.00000
Type02,3,250,RATIO_CTRL,4.63651,3.74875,8.09111,3.07529,6.79893,6.56698,0.19759,1488.63632,0.88543,0.93924,0.00000
Type02,3,260,PCA_KRR,7.23492,6.68000,0.92027,0.34047,0.00921,0.83295,0.68212,213.44933,0.97874,0.98926,0.00000
Type02,3,260,PCA_LINEAR,7.74906,7.05781,4.01350,1.60487,3.60095,1.58652,0.37769,76.23693,0.93218,0.96490,0.00000
Type02,3,260,PCA_SVR,7.37575,6.82899,1.50268,0.26349,1.48520,0.27107,1.50268,80.29443,0.98517,0.99253,0.00000
Type02,3,260,PURE_GPR,7.32419,6.71756,0.95265,0.44411,1.02636,1.16664,0.39582,327.83815,0.97457,0.98712,0.00000
Type02,3,260,PURE_KRR,7.19192,6.61409,0.72711,0.28560,0.45205,0.73121,0.53476,196.76035,0.98196,0.99090,0.00000
Type02,3,260,PURE_SVR,7.20831,6.66530,0.68303,0.24847,0.30305,0.61962,0.59163,165.17788,0.98688,0.99340,0.00000
Type02,3,260,RATIO_CTRL,4.22181,3.49095,7.22521,2.81902,8.13338,5.47726,0.01906,1209.00750,0.90214,0.94855,0.00000
Type02,3,270,PCA_KRR,7.77278,7.11815,0.96040,0.33539,4.81065,0.45364,0.61749,221.64409,0.98361,0.99174,0.00000
Type02,3,270,PCA_LINEAR,8.94713,8.36379,3.76605,1.77810,5.61917,0.81105,0.07418,160.37189,0.92275,0.95982,0.00000
Type02,3,270,PCA_SVR,6.45354,5.64576,8.45642,1.73845,20.73611,1.03721,1.68599,874.02797,0.93710,0.96753,0.00000
Type02,3,270,PURE_GPR,7.61391,6.98052,0.94741,0.33651,4.54987,0.41362,0.55711,192.77880,0.98568,0.99279,0.00000
Type02,3,270,PURE_KRR,7.80392,7.15192,0.86225,0.31184,4.45497,0.45875,0.51742,216.69516,0.98474,0.99231,0.00000
Type02,3,270,PURE_SVR,7.96232,7.33202,0.78570,0.24290,3.14066,0.41340,0.11710,198.64322,0.98775,0.99383,0.00000
Type02,3,270,RATIO_CTRL,4.79497,4.06195,7.00130,3.28815,8.49650,6.04524,0.34546,1306.13066,0.88664,0.93992,0.00000
Type03,1,230,PCA_KRR,6.46997,6.00429,0.72014,0.21998,0.23732,0.04405,0.48148,113.66843,0.98550,0.99269,0.00000
Type03,1,230,PCA_LINEAR,6.88798,6.25249,4.50405,1.33667,1.01274,0.22391,0.18062,351.59877,0.94240,0.97035,0.00000
Type03,1,230,PCA_SVR,7.01441,6.70491,2.08478,0.48057,4.95544,0.35303,2.08478,89.47332,0.97673,0.98823,0.00000
Type03,1,230,PURE_GPR,6.29446,5.77345,0.75580,0.23380,2.21415,0.23492,0.13533,157.97882,0.98718,0.99355,0.00000
Type03,1,230,PURE_KRR,6.39412,5.91622,0.58449,0.19704,0.50218,0.04885,0.38088,112.32062,0.98701,0.99346,0.00000
Type03,1,230,PURE_SVR,6.22879,5.70656,0.58872,0.19077,1.67016,0.04571,0.04326,138.02690,0.98853,0.99423,0.00000
Type03,1,235,PCA_KRR,7.42812,6.73798,2.66503,0.75302,3.72324,0.45419,0.66734,342.51349,0.96298,0.98114,0.00000
