type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45
Type03, L, 255, 55.985633, 255.510496, 51.216124, 255.343726, 42.564417, 254.584646, 29.183620, 246.257076, 22.534820, 233.510818, 19.799107, 219.360537, 17.416607, 206.065639, 15.429513, 191.534601, 13.704391, 179.350287, 11.462484, 164.485246, 9.533527, 151.817789, 7.549431, 138.013087, 4.973655, 123.989165, 3.121339, 111.484503, 0.868064, 97.095544, 0.000000, 82.838259, 0.165795, 70.008892, 2.093453, 55.897145, 5.550967, 42.593899, 10.724979, 29.330838, 17.663637, 16.839949, 26.998767, 5.308207, 41.025874, 0.000000, 54.594886, 0.458171, 67.552077, 8.195730, 75.504484, 20.573250, 79.360573, 34.149930, 82.437215, 48.176085, 83.592740, 62.096729, 83.886767, 76.424182, 83.165463, 89.831265, 82.048822, 103.996858, 80.556956, 117.938603, 79.639324, 131.912024, 79.189261, 145.889064, 79.420448, 159.058657, 80.350996, 173.485558, 81.476619, 187.594878, 82.645824, 200.482422, 83.995785, 214.021071, 83.463605, 227.707931, 79.849096, 241.720996, 69.777758, 252.829631, 59.996013, 254.876475, 55.686930, 255.740729
Type03, L, 260, 54.182301, 260.900229, 48.960343, 260.576355, 40.388435, 258.388047, 27.946293, 248.391729, 22.529979, 234.688612, 20.876924, 220.434503, 20.025797, 207.097609, 18.256890, 192.859101, 16.048230, 179.300135, 13.590441, 164.718322, 10.830719, 150.691307, 8.259694, 136.146107, 5.424603, 121.890708, 2.591467, 107.337724, 0.720479, 93.121628, 0.000000, 79.017742, 1.157347, 65.214757, 4.220629, 51.797461, 8.760475, 38.463680, 14.751936, 25.533285, 22.387111, 12.752649, 34.194897, 3.051324, 48.161419, 0.000000, 62.300787, 2.329550, 73.437046, 13.515220, 79.395667, 26.724877, 82.994994, 40.500244, 84.900366, 54.333012, 85.375495, 68.415102, 85.015048, 82.101142, 84.208260, 95.729634, 83.164307, 109.260109, 82.237895, 123.168963, 81.493656, 137.160277, 81.341220, 151.467778, 81.747013, 164.856080, 82.365743, 178.811665, 83.429698, 192.479995, 84.297426, 206.269040, 85.180951, 219.851350, 85.444573, 234.239900, 80.342970, 247.451284, 68.266832, 258.088131, 59.191304, 260.456173, 53.726918, 260.792684
Type03, L, 265, 52.043389, 265.690933, 47.253808, 265.395882, 38.065551, 263.457614, 25.482422, 253.414665, 20.332122, 240.008925, 18.567853, 225.152789, 16.955680, 211.187232, 15.850951, 197.102874, 13.846188, 182.286929, 12.017788, 168.502731, 9.613656, 154.834799, 7.216991, 139.554979, 5.005870, 126.102792, 2.627824, 111.473963, 1.117601, 97.741050, 0.000000, 83.862540, 1.002438, 69.316157, 3.288463, 55.393934, 7.757651, 41.593974, 13.408785, 28.530599, 20.275588, 15.557182, 30.607162, 3.229318, 45.490837, 0.000000, 59.956168, 1.591966, 72.918348, 10.598380, 78.215918, 25.125351, 82.023607, 38.463303, 85.053685, 53.044449, 86.690470, 67.847816, 87.314545, 82.627472, 87.109733, 96.671014, 86.290119, 110.884961, 84.816828, 125.430213, 83.315703, 139.803439, 82.359253, 154.034194, 82.184107, 168.213215, 82.733726, 182.163641, 83.390770, 196.731100, 84.059008, 211.235678, 84.109722, 224.727579, 83.681291, 239.484224, 79.170311, 252.575444, 66.394200, 263.400248, 57.131801, 265.172216, 51.810265, 265.474390
Type03, L, 270, 58.901400, 270.820738, 54.086474, 270.660227, 43.824757, 269.410728, 31.500689, 258.067816, 26.528821, 243.834988, 23.157155, 229.036307, 20.959894, 214.480101, 18.807207, 200.057453, 16.777083, 185.400995, 13.526392, 170.363006, 10.870783, 156.363524, 7.839268, 141.747025, 5.018267, 127.971326, 2.411417, 114.174633, 0.882951, 99.496638, 0.048811, 84.841536, 0.000000, 71.541617, 2.526614, 56.083693, 6.842335, 42.232105, 13.514882, 28.242206, 20.765153, 14.881900, 32.927141, 3.351114, 46.792091, 0.000000, 62.084614, 2.135681, 73.698232, 13.514563, 78.876446, 27.813314, 83.585636, 41.755727, 86.246109, 56.556232, 87.724058, 70.226671, 87.833730, 85.082131, 87.369267, 97.273261, 86.239310, 113.971420, 85.474825, 127.024574, 84.803900, 143.273733, 84.599442, 156.182414, 84.724042, 169.025848, 85.518959, 184.262110, 86.594562, 198.865341, 87.457425, 213.599255, 87.908570, 228.037916, 87.587858, 241.060293, 85.598658, 256.771188, 74.122719, 268.369931, 63.986774, 270.210869, 59.421159, 271.208172
Type03, L, 275, 58.375028, 276.066616, 53.390818, 275.712752, 43.059508, 274.231717, 31.020883, 262.458619, 26.253559, 248.539088, 22.773618, 233.040629, 20.352107, 217.427718, 18.845839, 203.830615, 16.398369, 188.067239, 13.792832, 173.937880, 10.364256, 158.205023, 7.556000, 143.928151, 4.630367, 130.872843, 2.253681, 115.129438, 0.732915, 102.141138, 0.000000, 86.795998, 0.810184, 71.949714, 2.877526, 57.781144, 6.793871, 43.335811, 12.052746, 29.437597, 18.902574, 15.721505, 30.631295, 3.755400, 45.243072, 0.000000, 59.614625, 2.623160, 72.637790, 13.838443, 78.420793, 27.504753, 83.065355, 42.542446, 86.195326, 56.969760, 88.143407, 70.302677, 89.464646, 85.105499, 89.142565, 100.465563, 88.253864, 114.999659, 86.051890, 129.226131, 84.272744, 144.033573, 83.569233, 159.586176, 84.635211, 173.191831, 86.230982, 189.246191, 87.249592, 203.516097, 87.937155, 218.602604, 89.409772, 233.417849, 89.173605, 247.894971, 85.104077, 262.073686, 73.382110, 273.916233, 62.791770, 275.588530, 59.129646, 276.115912
Type03, L, 280, 65.861636, 280.308583, 70.722382, 279.695923, 80.940220, 274.725712, 88.894581, 260.236551, 90.679656, 245.449897, 89.778924, 230.843335, 89.185131, 215.366886, 88.663228, 200.958754, 87.490816, 185.449048, 86.305545, 170.395303, 85.740519, 155.231912, 86.082184, 140.000109, 88.096064, 124.815428, 90.009318, 110.472018, 90.411946, 95.279459, 89.893026, 80.472288, 88.155221, 64.616205, 85.836355, 49.937377, 82.704807, 34.675411, 78.709058, 20.062102, 68.514220, 6.646975, 53.617247, 0.000000, 38.848018, 1.317446, 24.569274, 9.643726, 15.324740, 23.541911, 9.057033, 37.551001, 4.308541, 52.325734, 1.444602, 67.249649, 0.000000, 80.891039, 0.132485, 96.617430, 1.266330, 111.075175, 3.643069, 126.946234, 6.842806, 143.639219, 9.764359, 155.932588, 13.345323, 172.545392, 16.069352, 185.165683, 18.702547, 200.229154, 20.778227, 215.692175, 21.840264, 230.837323, 24.057417, 244.365775, 28.079428, 259.617188, 36.471583, 273.644698, 51.428063, 281.460728, 60.620326, 280.821251, 66.077906, 281.047448
Type04, L, 230, 54.945417, 230.703361, 50.804403, 230.513404, 42.702005, 230.405892, 29.997755, 222.457275, 24.434485, 210.489211, 22.147724, 197.401585, 20.387699, 185.317623, 18.285970, 172.575551, 16.001065, 160.124152, 13.531492, 147.687988, 10.815832, 135.188576, 8.180141, 123.159423, 5.511094, 110.502213, 2.771132, 98.840919, 0.751967, 85.485863, 0.000000, 73.547854, 1.032275, 60.672537, 3.703536, 48.037834, 7.760554, 35.990581, 13.239922, 23.722689, 20.691345, 12.741755, 31.199594, 3.420306, 43.960421, 0.000000, 56.026181, 1.302525, 68.708045, 7.289389, 76.738687, 18.475587, 80.657471, 30.837090, 82.170018, 43.467911, 82.005418, 56.105769, 80.679511, 68.895906, 79.331996, 81.473546, 78.130218, 93.670182, 77.421180, 106.078591, 76.670299, 118.554100, 76.780994, 131.161097, 78.623913, 143.461935, 79.820949, 156.026304, 80.948403, 167.855251, 81.633015, 181.097972, 82.203051, 193.129163, 81.512787, 205.547567, 78.163833, 218.452309, 67.743190, 228.276328, 59.281628, 229.728058, 55.123994, 230.910111
Type04, L, 235, 55.874266, 235.495182, 51.670377, 235.486103, 43.017976, 234.876036, 31.454688, 226.492401, 25.243938, 214.117846, 21.661088, 202.970955, 19.599396, 189.720395, 18.038323, 177.491832, 16.078650, 164.949076, 13.474118, 152.332118, 10.819290, 139.592170, 7.986441, 126.849344, 5.365527, 114.479853, 2.845244, 101.610321, 0.868418, 89.015826, 0.000000, 76.128847, 0.423133, 63.709295, 2.613232, 51.013371, 6.080003, 38.804716, 11.244354, 26.304331, 18.234165, 14.792584, 28.387271, 4.741390, 40.981768, 0.000000, 53.920950, 0.517682, 66.270702, 7.394490, 74.400446, 18.420997, 79.011253, 30.771868, 81.428075, 42.730721, 82.476252, 55.646004, 82.539968, 68.449523, 81.347724, 81.169962, 79.929111, 94.308162, 78.274063, 106.891798, 77.261112, 120.629243, 77.142376, 132.841887, 78.054716, 146.494793, 79.237851, 158.490644, 80.803879, 171.458511, 82.068642, 184.253291, 82.759325, 197.634845, 81.632744, 210.097304, 78.399580, 223.092121, 68.078371, 233.463026, 59.789179, 234.937087, 55.981516, 235.652951
Type04, L, 240, 58.477936, 240.480140, 53.834063, 240.400635, 45.358704, 237.974369, 33.212854, 230.379623, 26.865720, 217.527857, 23.655919, 204.659404, 21.129345, 191.028687, 19.558749, 178.545091, 16.885109, 165.647077, 14.450699, 152.872840, 12.026785, 140.798626, 9.218672, 127.132696, 6.635051, 114.737819, 4.215667, 101.615286, 1.713542, 89.048614, 0.000000, 76.087655, 0.005194, 63.416800, 2.713425, 50.677524, 7.120363, 37.938469, 12.486921, 25.617518, 19.131851, 13.421535, 30.129770, 4.173277, 43.232002, 0.338433, 56.009967, 0.000000, 68.296935, 8.311731, 76.331794, 19.801987, 80.759460, 32.602912, 83.196024, 45.537287, 84.055979, 59.013639, 84.093702, 71.073636, 83.238774, 84.423761, 81.502611, 97.131232, 79.843590, 110.219533, 78.717579, 123.227924, 78.738313, 135.850708, 79.904685, 148.791982, 81.164144, 161.930980, 82.674452, 174.226275, 82.575648, 186.976706, 83.725838, 200.414031, 84.625904, 212.649347, 79.975445, 224.907439, 71.811210, 236.782143, 62.835858, 240.057305, 58.595555, 240.450621
Type04, L, 245, 58.645532, 245.596812, 53.963779, 245.393661, 45.281053, 244.453850, 32.741287, 235.347221, 27.591058, 223.054453, 24.371181, 209.946969, 22.735995, 196.960936, 20.887910, 183.408017, 18.701065, 170.695326, 15.831713, 157.360364, 12.951362, 144.388468, 9.657696, 131.130426, 6.756893, 118.464222, 3.752380, 105.580598, 1.309839, 92.156430, 0.000000, 78.694601, 0.992661, 65.576634, 3.507948, 52.602176, 7.496700, 39.800398, 12.376688, 26.759606, 18.367259, 14.107597, 29.999714, 4.288278, 42.589343, 0.000000, 56.061093, 0.897226, 68.341506, 8.629575, 77.315597, 20.277442, 80.642670, 33.136643, 85.545279, 45.845639, 86.733424, 58.593880, 85.583637, 72.628515, 83.926181, 85.483841, 81.416193, 99.383869, 80.343626, 111.517000, 79.804502, 125.098692, 80.503900, 138.968730, 81.234473, 151.112749, 82.737354, 165.625335, 84.029175, 178.695109, 85.391257, 192.468949, 86.199216, 205.472356, 86.426525, 218.518496, 82.531380, 231.780590, 71.400183, 242.594859, 62.979431, 244.461735, 58.695614, 245.778499
Type04, L, 250, 61.810673, 250.587732, 57.563110, 250.633555, 48.213355, 248.993689, 35.984108, 239.519769, 28.964853, 226.675075, 25.680692, 212.997625, 24.382014, 198.918752, 22.317698, 184.354090, 19.732879, 171.547396, 16.446291, 157.662099, 13.150645, 145.116753, 9.569657, 131.604406, 6.349535, 118.753834, 3.260650, 105.045000, 1.196825, 91.945649, 0.000000, 77.262134, 1.392204, 64.263367, 4.548857, 50.529319, 9.062565, 37.568624, 14.519566, 24.467026, 22.037285, 11.813812, 34.528975, 3.250465, 47.306032, 0.000000, 60.982837, 1.242008, 73.464786, 10.240252, 81.317004, 21.787930, 86.691581, 35.394644, 89.475230, 48.585243, 90.174978, 61.865279, 89.729115, 75.931194, 88.054816, 88.508917, 86.183345, 102.454538, 84.384367, 115.483303, 83.571727, 129.578200, 83.357786, 143.112764, 84.950485, 156.771470, 86.792154, 170.928432, 87.863644, 184.103908, 88.786638, 195.836681, 90.318923, 210.794960, 89.744338, 223.599453, 86.419412, 237.165256, 75.381689, 248.462291, 65.930044, 249.780306, 61.992461, 250.912660
Type04, L, 260, 58.953594, 260.620677, 54.466790, 260.107347, 44.609377, 258.308696, 33.053210, 247.383004, 28.287023, 233.640676, 25.466902, 219.775644, 23.370548, 206.069540, 21.355030, 191.985190, 18.824116, 177.914915, 16.020928, 164.243785, 12.855935, 150.364270, 9.516005, 136.725504, 6.536451, 122.793505, 3.333789, 108.830255, 1.020929, 95.151280, 0.000000, 81.313989, 1.484686, 67.104395, 4.479335, 53.854927, 9.166855, 39.626338, 14.202846, 26.521522, 21.733168, 13.065567, 33.821775, 3.398216, 47.625433, 0.000000, 61.380767, 1.260884, 74.311343, 10.928389, 81.026718, 24.032019, 86.270142, 37.367709, 88.992149, 51.321412, 90.039487, 64.696698, 88.973301, 79.267916, 86.853786, 92.673003, 84.716119, 106.497541, 83.002700, 120.383381, 82.296355, 134.377878, 82.812420, 148.493591, 83.873606, 163.140990, 85.422045, 177.282243, 87.137374, 191.164379, 88.744341, 205.192476, 89.936368, 220.047937, 89.398727, 234.124915, 84.619052, 247.795913, 72.923569, 259.216206, 63.262997, 260.257801, 59.468146, 260.559546
Type04, L, 265, 59.865710, 265.741896, 55.231869, 265.382920, 45.864595, 264.684769, 33.009674, 254.289575, 27.823786, 240.288335, 24.644260, 226.172252, 22.481499, 211.298942, 21.061821, 197.563633, 18.584154, 182.369777, 15.954972, 168.653324, 12.884313, 154.463811, 9.815657, 140.248078, 6.636631, 126.452540, 3.865648, 112.427504, 1.308598, 98.003499, 0.000000, 84.395415, 0.953029, 69.578942, 3.912202, 55.821057, 8.103010, 41.895797, 13.381052, 28.168218, 19.936730, 14.460788, 31.986291, 3.730307, 46.053252, 0.000000, 60.653162, 1.403197, 73.923876, 10.772347, 81.361187, 24.298521, 85.675576, 38.204468, 88.692281, 52.409984, 90.682066, 65.757896, 89.904984, 80.302207, 88.200183, 94.338960, 86.498236, 107.945894, 85.142723, 122.583608, 84.214272, 136.667378, 84.379310, 151.144068, 85.044018, 164.840556, 86.773386, 179.145409, 88.279185, 193.546495, 89.823844, 207.620208, 90.507937, 222.478880, 89.445032, 236.872421, 85.839272, 251.616164, 74.909894, 263.787943, 64.574704, 265.000289, 60.228970, 265.921392
Type04, L, 270, 62.842314, 270.749665, 57.569294, 270.717732, 47.940321, 269.657152, 34.722366, 259.225438, 28.968340, 245.358757, 26.226104, 231.275868, 23.804267, 216.529293, 21.434498, 202.077676, 18.989621, 187.631227, 16.253828, 173.327081, 13.162916, 158.698966, 10.124003, 144.568577, 7.003393, 129.899488, 3.714902, 115.234989, 0.853528, 100.486132, 0.000000, 86.440253, 2.242454, 71.933986, 4.629515, 57.710555, 7.785987, 42.966889, 13.333939, 28.935116, 21.679970, 15.692983, 33.767790, 4.555706, 48.094455, 0.000000, 62.797160, 1.001654, 76.507428, 10.368266, 83.051050, 23.952182, 88.447185, 37.638191, 91.207358, 52.545648, 91.957396, 66.594112, 90.612723, 81.601627, 88.374741, 95.767010, 86.451394, 110.549669, 85.263842, 124.328910, 84.487805, 138.369454, 84.613279, 153.365826, 85.700297, 167.571585, 87.479452, 182.339998, 89.480660, 196.090361, 91.051923, 211.038183, 91.964005, 225.784062, 90.981672, 239.570723, 87.679381, 254.083714, 78.109520, 267.547376, 67.155333, 270.157051, 63.312633, 270.566696
Type04, L, 280, 64.247267, 280.444779, 59.059691, 280.065128, 48.539673, 279.408411, 35.337871, 268.658811, 29.215128, 254.076527, 25.658575, 239.148852, 23.109449, 223.769498, 21.261575, 208.742648, 18.797355, 193.939989, 15.751758, 178.591418, 12.629178, 164.148493, 9.546150, 149.695637, 6.476093, 134.752922, 3.809892, 120.919497, 1.334482, 104.969934, 0.000000, 90.178224, 0.836691, 74.148918, 3.665127, 60.096591, 8.450146, 44.760439, 13.811447, 30.684907, 20.769524, 16.224475, 33.303351, 4.446535, 47.950829, 0.000000, 63.404695, 0.244236, 77.405077, 10.292827, 85.273333, 24.285205, 90.872628, 38.911478, 93.492856, 53.246952, 94.230999, 68.040920, 93.622673, 83.638386, 92.106625, 98.167550, 90.346445, 112.779806, 88.739234, 128.307430, 87.480678, 142.811835, 87.282932, 157.977179, 88.008275, 172.829335, 89.737811, 188.429849, 91.296058, 203.193829, 93.076384, 217.809299, 94.319885, 233.209265, 93.554459, 249.079699, 90.874430, 263.592994, 80.212881, 276.907837, 69.449832, 279.596994, 64.514988, 280.398392
Type05, L, 240, 55.096865, 240.505624, 50.888003, 240.440781, 41.843310, 238.885817, 30.899988, 229.263493, 26.070516, 216.799820, 23.115211, 203.944156, 21.014743, 190.847784, 19.733829, 177.644139, 18.647741, 163.767985, 16.733139, 150.832656, 13.710628, 138.260773, 9.161781, 125.941202, 4.620393, 113.712823, 1.085180, 101.403809, 0.000000, 87.671119, 0.479435, 74.766340, 3.062674, 61.899098, 6.447957, 49.073915, 11.309087, 36.576259, 16.994486, 24.198411, 24.859310, 12.645573, 35.861731, 3.595764, 48.468778, 0.000000, 62.766909, 1.043112, 72.033520, 12.212026, 75.542686, 24.846438, 80.378112, 37.189908, 83.106504, 49.412608, 83.751855, 61.873793, 81.850526, 74.969606, 78.617483, 87.652469, 74.771056, 100.438760, 71.477268, 113.198551, 70.242889, 126.109228, 71.228147, 138.923574, 73.108875, 151.409292, 75.846550, 164.187613, 78.948577, 176.554263, 81.924543, 189.563472, 83.855362, 202.003080, 82.739150, 214.987432, 78.617176, 228.029859, 68.152835, 238.254168, 59.069304, 239.932116, 55.567710, 240.763512
Type05, L, 260, 58.014482, 260.896170, 53.975029, 260.473903, 44.248045, 258.374703, 34.127698, 246.142051, 30.008930, 232.634685, 26.622709, 219.606937, 24.602442, 204.748117, 23.151147, 190.755592, 21.759868, 177.157786, 19.726915, 163.221683, 15.920299, 149.067829, 11.556001, 135.556634, 6.981135, 122.147205, 2.959592, 108.967225, 0.336743, 94.453345, 0.000000, 80.301424, 1.753050, 67.490889, 5.024008, 53.417112, 9.531464, 40.079682, 15.650377, 26.680223, 21.923697, 13.218302, 33.846706, 3.225215, 47.498316, 0.000000, 61.082277, 2.196608, 73.147365, 13.263016, 77.563234, 26.716169, 82.239064, 40.532794, 85.476196, 54.220968, 87.355677, 68.436064, 86.837258, 83.057870, 84.389787, 96.712033, 81.128313, 110.153414, 77.766734, 123.859940, 75.307946, 137.257998, 75.000654, 150.514122, 76.552115, 165.748147, 79.275615, 179.092301, 82.293174, 192.668909, 85.186850, 206.301749, 87.333276, 219.729726, 87.082332, 233.332045, 83.392094, 247.095316, 72.870551, 258.970334, 62.747854, 260.306867, 58.130468, 261.124192
Type05, L, 280, 64.099000, 280.658816, 69.044877, 280.162495, 79.359950, 277.108499, 90.308920, 263.498719, 93.245836, 248.720461, 92.090650, 233.982955, 89.740549, 218.927538, 86.951635, 204.490227, 83.728162, 189.428469, 80.924451, 175.397945, 79.083194, 160.001183, 79.549872, 144.939680, 81.928169, 130.029215, 85.796212, 115.302280, 89.989874, 100.863102, 92.849112, 86.007478, 92.586703, 70.963522, 90.227148, 55.100916, 86.160738, 41.245091, 82.849714, 26.531434, 77.578958, 11.997432, 64.121573, 0.572468, 48.880869, 0.000000, 33.543371, 4.878023, 22.237885, 17.590841, 14.921482, 31.627112, 9.162925, 46.136126, 4.472024, 60.942583, 1.516796, 75.519246, 0.000000, 91.061803, 0.724343, 105.889402, 3.604868, 121.150393, 7.832442, 134.890134, 12.544035, 149.383096, 17.316222, 164.220757, 20.331860, 179.128774, 23.261699, 194.249828, 24.846052, 209.423791, 26.426677, 223.329534, 28.157008, 237.469068, 31.241762, 252.062958, 36.812368, 266.663403, 48.929218, 278.829652, 59.532989, 280.569444, 63.905494, 280.678784
Type05, L, 290, 67.943982, 290.835201, 63.349497, 291.019003, 52.623097, 289.526934, 39.660471, 277.202824, 33.656952, 262.385939, 29.782647, 246.958041, 27.044461, 232.043852, 24.957175, 216.062721, 23.337714, 200.794653, 21.157403, 184.935244, 17.843674, 169.829664, 13.136245, 154.766915, 8.066520, 139.088573, 3.395265, 124.007889, 0.735241, 108.464432, 0.000000, 93.924530, 1.626025, 77.011147, 4.884016, 62.316094, 9.515254, 47.302743, 15.310918, 32.206516, 22.779238, 17.726267, 34.939653, 5.350498, 50.565340, 0.000000, 65.457131, 1.713226, 80.037588, 12.348656, 86.533952, 27.447705, 90.855365, 42.161529, 94.213619, 57.406637, 97.069652, 73.260878, 97.752388, 88.091468, 95.143923, 104.008925, 90.656233, 118.378823, 86.344529, 134.382864, 83.425290, 148.227803, 82.490129, 166.223336, 84.435117, 181.948316, 87.445737, 197.221504, 90.938531, 212.424149, 94.388194, 227.521529, 97.199557, 243.057467, 97.541395, 259.207894, 95.367498, 273.857959, 83.807423, 287.914983, 72.725070, 289.852810, 67.981704, 291.205426
Type06, L, 230, 51.838463, 230.983247, 47.937986, 230.441556, 39.354447, 228.421715, 29.184675, 218.601687, 24.174272, 207.005712, 21.379921, 194.772575, 19.966652, 182.604964, 18.483231, 169.625788, 16.288614, 158.424531, 13.636587, 145.689725, 10.267450, 133.181490, 7.600397, 121.738625, 4.349399, 108.856300, 2.170415, 97.211335, 0.223410, 84.431903, 0.000000, 72.034510, 1.144683, 59.352616, 3.716572, 47.373555, 7.536560, 34.727737, 12.413274, 22.968183, 19.685966, 11.402052, 30.467858, 2.860147, 42.931723, 0.000000, 55.778571, 3.205638, 65.970323, 12.158984, 71.677905, 23.858196, 75.459932, 35.736339, 78.359566, 47.387954, 79.982800, 59.735607, 80.092769, 72.605952, 79.390825, 84.491655, 78.152671, 96.332091, 76.455951, 109.361607, 75.314263, 121.198756, 74.519815, 133.759646, 74.955837, 146.492382, 76.156028, 158.779306, 78.053751, 171.347745, 79.299780, 183.251857, 80.230521, 195.505630, 79.705610, 208.015136, 75.636364, 220.608664, 64.265390, 229.345653, 56.109454, 230.738608, 51.610617, 230.822445
Type06, L, 240, 54.143187, 240.276141, 49.686348, 239.729652, 40.862317, 238.035305, 30.304780, 227.835330, 25.718826, 215.858482, 22.341600, 202.575057, 20.095754, 190.645680, 18.061886, 177.811980, 15.959288, 164.740227, 13.464599, 152.426546, 10.752536, 139.333708, 7.877528, 128.477650, 4.330229, 115.129777, 1.740520, 102.329493, 0.000000, 89.645496, 0.116018, 76.928020, 0.999989, 65.148273, 3.434120, 52.644663, 6.839325, 40.018854, 11.675421, 27.661082, 17.569077, 15.528491, 27.632436, 4.893582, 39.933419, 0.000000, 53.308375, 0.057389, 65.343203, 8.395606, 72.281912, 20.215760, 77.155859, 32.891190, 79.850894, 44.718928, 81.368532, 58.192012, 81.621519, 70.878369, 80.929910, 83.999066, 79.635524, 96.673136, 77.810620, 110.252268, 76.422023, 123.388133, 75.810107, 135.895864, 76.296875, 149.840813, 77.489330, 162.164785, 79.053397, 175.516380, 80.639034, 188.572130, 81.939828, 201.971448, 81.028676, 214.305207, 76.778231, 227.506954, 66.928935, 238.012406, 57.917939, 239.752502, 54.624735, 240.304327
Type06, L, 250, 55.184007, 250.858769, 51.018656, 250.666368, 41.663480, 248.646655, 31.142125, 238.028808, 24.957488, 225.452573, 21.248553, 212.542607, 19.549102, 198.967679, 18.027180, 185.713991, 15.749580, 171.949311, 13.123331, 158.696626, 10.064639, 144.933547, 7.236213, 132.896814, 4.161957, 119.616407, 1.843124, 105.926575, 0.322489, 92.615613, 0.000000, 79.929410, 0.946634, 66.152514, 3.352371, 52.892328, 7.346498, 39.856262, 12.870542, 27.004934, 20.168125, 14.777350, 30.807145, 3.897848, 44.340447, 0.000000, 57.868903, 2.032706, 69.293801, 12.285991, 75.063886, 24.826113, 79.884785, 37.739510, 82.439765, 51.185519, 84.143445, 65.168318, 84.943832, 77.829123, 84.505000, 91.466440, 82.366738, 104.442813, 80.556710, 118.464055, 79.750386, 130.779506, 79.640724, 144.876672, 80.120658, 158.578504, 81.153072, 171.588731, 82.249868, 185.226774, 83.745962, 198.490708, 85.068296, 212.793523, 84.292442, 225.232765, 80.263859, 238.709235, 68.788922, 248.961512, 59.592135, 250.375507, 55.233666, 250.967817
Type06, L, 270, 61.058274, 270.727786, 56.547101, 270.693041, 46.509483, 269.505310, 33.709080, 258.952278, 27.970531, 245.253377, 25.022475, 231.516506, 22.534002, 217.399028, 20.656802, 202.443450, 18.627290, 188.749206, 16.358474, 174.011258, 13.413886, 159.803829, 9.438841, 145.405786, 5.785991, 131.267520, 2.399550, 117.259953, 0.222578, 102.401536, 0.000000, 87.409371, 1.317816, 73.404343, 3.990546, 58.714497, 7.946481, 45.061601, 13.082516, 30.841760, 19.671988, 17.164118, 31.173149, 5.348968, 45.531809, 0.000000, 60.256563, 1.110242, 72.774785, 11.699850, 80.071712, 25.004108, 85.150108, 39.352803, 88.026164, 53.040378, 89.443279, 68.992031, 89.532664, 83.613968, 88.417570, 98.187734, 86.683964, 112.387879, 84.942940, 126.471333, 83.289538, 140.569821, 82.589844, 154.899816, 83.095800, 169.133267, 84.590348, 184.349134, 86.316229, 197.900464, 88.127514, 212.945106, 89.523419, 225.700741, 89.428368, 240.937829, 85.858743, 254.266934, 75.751196, 267.962987, 65.328875, 269.586488, 61.644653, 271.120212
Type06, L, 280, 64.211557, 280.624384, 59.356258, 280.394576, 49.551891, 279.360281, 35.456372, 269.245699, 28.533538, 254.766189, 25.661219, 240.210221, 23.367446, 225.787233, 21.703559, 209.751859, 19.972177, 196.021062, 17.302922, 180.118359, 14.479722, 166.038072, 10.862185, 151.758479, 6.714762, 135.886072, 3.200406, 121.570214, 0.460786, 106.622437, 0.000000, 91.632945, 1.767682, 76.550672, 4.576658, 61.833558, 7.729955, 47.160447, 12.341728, 33.469775, 19.507007, 19.011117, 30.715661, 6.939249, 44.980331, 0.000000, 60.839478, 0.690539, 74.168110, 11.546345, 82.570870, 25.163750, 87.635350, 39.678001, 90.565622, 53.763814, 92.197636, 68.609389, 92.992180, 83.716159, 92.527213, 98.223470, 90.854228, 113.594267, 88.777572, 128.044051, 86.853255, 143.789428, 86.219545, 158.556590, 86.712790, 172.539698, 87.842156, 188.179656, 89.526424, 202.864042, 91.067818, 218.195612, 92.718241, 233.053421, 92.912726, 248.354575, 89.902565, 263.153596, 79.838619, 276.846186, 69.473341, 280.174265, 64.179146, 280.423792
