Model,Cluster_ID,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,1,7.71732,6.95477,2.67957,0.83553,2.75228,0.60818,0.48947,292.19346,0.95890,0.97890,0.00000
PCA_KRR,2,7.24212,6.65870,1.32087,0.53007,2.42003,0.62835,0.42702,211.30140,0.97346,0.98652,0.00000
PCA_KRR,3,7.23424,6.64173,0.90055,0.30487,2.55543,0.48723,0.53182,169.26265,0.98228,0.99106,0.00000
PCA_KRR,4,7.41178,6.82034,0.75774,0.22676,2.30886,0.38003,0.20077,176.90462,0.98928,0.99461,0.00000
PCA_LINEAR,1,8.02415,7.24664,5.04016,1.80784,2.42647,0.79477,0.23130,458.82892,0.92789,0.96247,0.00000
PCA_LINEAR,2,8.12906,7.45214,7.24464,2.05169,17.53752,1.64779,5.34921,707.48388,0.91770,0.95702,0.00000
PCA_LINEAR,3,8.03825,7.37336,4.18684,1.58027,3.96473,1.64589,0.16165,290.66582,0.93032,0.96380,0.00000
PCA_LINEAR,4,17.96035,17.66054,20.28565,5.08556,57.24847,4.81648,20.24290,1910.52675,0.83517,0.91016,0.00000
PCA_SVR,1,7.83998,7.14531,3.04049,0.84708,4.81636,0.63915,1.21729,320.20230,0.95923,0.97903,0.00000
PCA_SVR,2,7.16296,6.59507,1.71194,0.49808,4.52076,0.46363,1.07313,232.47534,0.97673,0.98821,0.00000
PCA_SVR,3,7.16354,6.59469,3.10257,0.66009,6.49484,0.42481,1.38025,258.85547,0.96920,0.98427,0.00000
PCA_SVR,4,7.63934,7.12831,1.52024,0.41369,4.12376,0.34805,1.52024,130.23018,0.98056,0.99018,0.00000
PURE_GPR,1,7.61679,6.82556,2.66881,0.88723,2.59649,0.58715,0.41594,282.23260,0.95790,0.97840,0.00000
PURE_GPR,2,7.25028,6.66681,1.51862,0.60297,2.52405,0.70745,0.34797,222.41037,0.97072,0.98511,0.00000
PURE_GPR,3,7.21386,6.61192,1.03130,0.35426,2.65995,0.62666,0.29198,180.88887,0.98081,0.99030,0.00000
PURE_GPR,4,7.40735,6.81131,0.75354,0.19117,2.29737,0.38080,0.00001,177.45543,0.99031,0.99513,0.00000
PURE_KRR,1,7.61428,6.83991,2.61951,0.83691,2.57425,0.55365,0.47046,291.52184,0.95889,0.97888,0.00000
PURE_KRR,2,7.23113,6.64907,1.25895,0.49936,2.41182,0.58741,0.33041,210.14844,0.97487,0.98725,0.00000
PURE_KRR,3,7.23408,6.63565,0.78179,0.27232,2.52532,0.47654,0.42837,167.50127,0.98393,0.99190,0.00000
PURE_KRR,4,7.40998,6.81715,0.76041,0.20982,2.28588,0.38084,0.16541,177.29512,0.98991,0.99493,0.00000
PURE_SVR,1,7.89595,7.11283,2.74220,0.81895,3.10108,0.57646,0.42641,326.57904,0.95954,0.97915,0.00000
PURE_SVR,2,7.23511,6.64806,1.35154,0.46880,2.44286,0.62721,0.18014,240.16466,0.97759,0.98862,0.00000
PURE_SVR,3,7.28451,6.69617,0.69195,0.22852,2.03522,0.49642,0.20300,163.43308,0.98606,0.99298,0.00000
PURE_SVR,4,7.40542,6.81126,0.71366,0.20650,2.14126,0.39035,0.10552,168.83679,0.98951,0.99472,0.00000
RATIO_CTRL,1,3.61052,3.30180,4.66276,1.69556,3.84894,3.09488,0.22477,639.71495,0.94301,0.97058,0.00000
RATIO_CTRL,2,2.88905,2.55572,4.83827,1.72735,4.82619,3.01841,0.24430,714.42077,0.93981,0.96875,0.00000
RATIO_CTRL,3,4.55110,3.76721,7.43920,3.06082,7.80960,6.02983,0.18737,1334.59150,0.89140,0.94257,0.00000
RATIO_CTRL,4,1.59730,1.45724,2.58229,0.88121,1.95166,1.35090,0.20176,406.62461,0.96651,0.98279,0.00000
