type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36
Type04, L, 250, 61.981937, 251.299950, 56.640354, 251.457656, 44.243213, 248.404554, 31.149444, 233.491234, 26.102847, 216.401041, 24.432281, 198.122563, 21.719217, 180.362115, 17.902125, 163.511264, 13.590825, 146.743012, 9.179668, 130.212011, 4.973518, 113.154256, 1.740322, 96.378060, 0.000000, 78.083704, 2.035524, 61.233771, 7.037789, 44.020586, 13.352743, 27.746646, 22.808636, 10.921002, 39.395311, 1.932121, 55.986837, 0.000000, 73.212128, 9.371800, 82.856735, 24.933247, 88.752832, 42.220428, 90.428711, 58.835911, 89.988819, 76.592469, 87.777271, 92.989302, 85.222070, 110.337486, 83.751676, 127.593446, 83.446302, 145.168561, 85.919265, 162.500058, 87.761096, 180.575010, 88.864965, 195.216419, 90.639316, 214.127200, 89.562785, 230.152470, 80.292780, 247.681259, 66.778504, 250.650901, 62.489283, 251.378081
Type04, L, 260, 59.029462, 261.347263, 53.603360, 260.983036, 40.091512, 257.433136, 29.568621, 240.747197, 26.100816, 223.028574, 23.261462, 205.617388, 20.702050, 187.551988, 17.211777, 169.970536, 13.301389, 152.393190, 9.073129, 135.029402, 5.213232, 117.106976, 1.453875, 99.732247, 0.000000, 81.934100, 1.998759, 64.372077, 7.017596, 46.755108, 13.181202, 29.729400, 22.227759, 12.198059, 38.940472, 1.860952, 56.465611, 0.000000, 73.919913, 9.972584, 82.505213, 27.302253, 88.103467, 44.427368, 90.261310, 61.798237, 89.250664, 79.934005, 86.333325, 97.204162, 83.757714, 114.807212, 82.314783, 132.572017, 82.946614, 150.557992, 84.492636, 169.175955, 86.622376, 186.898650, 88.798545, 204.560005, 90.276923, 223.564740, 88.776220, 241.078866, 77.500906, 258.217826, 64.330867, 261.503172, 59.673045, 260.967134
Type04, L, 265, 60.047154, 266.294703, 54.733826, 266.132181, 41.195326, 264.112711, 29.268872, 247.341622, 25.514013, 229.332486, 22.497148, 210.733111, 20.713067, 192.679416, 17.136423, 173.946744, 13.560339, 156.561832, 9.429430, 138.123167, 5.618103, 120.894803, 2.152263, 102.399520, 0.000000, 84.942076, 1.705494, 66.317228, 6.229261, 48.778743, 12.516872, 31.386310, 20.568718, 13.339844, 37.209792, 1.652567, 55.563005, 0.000000, 73.757947, 9.621561, 82.949287, 27.445726, 87.379016, 45.351851, 90.939146, 62.624206, 90.338339, 80.882143, 87.930587, 98.594785, 85.961251, 116.393624, 84.539347, 134.810988, 84.524497, 152.950448, 85.875874, 170.487373, 88.023190, 189.002216, 90.065655, 206.858403, 90.835927, 225.741667, 89.087335, 244.035309, 80.003300, 262.606196, 65.743382, 265.949111, 60.770528, 266.120807
Type04, L, 270, 63.066799, 271.707028, 56.881677, 271.858376, 43.438402, 269.370059, 30.461767, 252.725226, 27.086477, 234.900274, 23.826472, 216.199232, 20.914434, 197.747158, 17.633911, 179.553317, 13.768024, 161.007321, 9.863007, 142.908717, 5.873164, 124.241051, 1.631993, 105.417013, 0.000000, 87.329479, 3.302147, 69.132960, 6.209793, 50.577758, 12.158053, 32.419037, 22.514835, 15.078660, 39.043789, 2.559668, 57.718207, 0.000000, 76.332219, 9.624540, 84.682845, 27.437042, 90.564406, 45.254207, 92.463123, 63.875534, 91.060486, 82.366219, 87.981399, 100.884671, 86.006297, 119.174326, 84.816920, 136.640414, 84.861886, 155.585158, 86.542367, 174.025306, 89.084984, 192.057580, 91.351831, 210.497110, 92.374193, 229.523821, 90.583465, 246.719566, 82.853290, 266.083629, 68.723269, 271.471127, 63.528404, 271.254211
Type04, L, 280, 64.380187, 281.886764, 58.131315, 281.692635, 43.754991, 279.742932, 30.990814, 262.265442, 26.443589, 243.471856, 22.992258, 223.740196, 20.801475, 204.974641, 17.063449, 185.525611, 13.130677, 166.954999, 9.112915, 148.319698, 5.425574, 130.031374, 2.052073, 111.113201, 0.000000, 91.215554, 1.316168, 71.922858, 6.227837, 53.105787, 12.883181, 34.790386, 21.318756, 15.914056, 38.613454, 3.052996, 57.897757, 0.000000, 77.112265, 9.709399, 86.929679, 28.667974, 92.881166, 46.851018, 94.465077, 65.250697, 93.939461, 85.260118, 91.801322, 103.393905, 89.616883, 122.782177, 87.779219, 141.759565, 87.307589, 160.642509, 88.787548, 179.975604, 90.876711, 199.537931, 93.217997, 217.721073, 94.568997, 237.708907, 93.464166, 257.298023, 85.418772, 275.605693, 70.607426, 281.588850, 65.019343, 281.367910
Type05, L, 240, 55.212808, 241.765375, 50.123328, 241.873171, 37.741934, 238.742267, 27.466134, 223.939017, 23.818478, 207.553614, 20.851816, 191.049353, 19.604382, 173.879731, 17.824525, 156.575481, 14.332193, 140.756263, 8.515903, 124.869680, 2.711851, 109.680479, 0.000000, 92.766292, 0.576574, 75.905031, 3.848991, 59.756490, 9.085942, 43.366369, 15.756491, 27.872293, 25.737667, 12.348492, 39.991413, 2.794660, 58.172196, 0.000000, 72.369156, 11.679467, 76.309681, 28.741221, 82.493449, 43.875943, 84.115686, 59.713541, 82.258300, 76.205983, 77.749421, 92.453890, 72.833448, 108.636800, 70.166954, 125.085657, 71.434066, 141.301690, 74.127314, 157.404316, 77.918837, 173.293664, 82.011730, 189.632383, 84.255619, 205.608598, 82.030716, 222.249817, 72.595926, 238.089849, 60.014226, 241.277165, 55.880399, 241.891883
Type05, L, 260, 58.248479, 261.184866, 53.276499, 261.057288, 40.092181, 256.631574, 31.560750, 238.779611, 27.459595, 222.620420, 24.581315, 203.726944, 22.961809, 186.131817, 21.062655, 168.754679, 16.714743, 150.659418, 10.965018, 133.353624, 5.227717, 116.683000, 0.905918, 98.893468, 0.000000, 80.526308, 2.723452, 64.234467, 7.330334, 46.164002, 14.746605, 29.800685, 22.558944, 11.775449, 39.020505, 1.240006, 56.437998, 0.000000, 73.185057, 11.791274, 78.735517, 29.827712, 84.315596, 46.950633, 87.504756, 64.807920, 87.350752, 83.493779, 83.857808, 100.669651, 79.501511, 118.027933, 75.682414, 135.149639, 75.115449, 152.178571, 77.668935, 171.313546, 81.442938, 187.870153, 85.315653, 205.501237, 87.948698, 222.526942, 86.808361, 239.834804, 77.586180, 257.391477, 64.110834, 261.079518, 58.554176, 261.065879
Type05, L, 280, 64.364965, 282.067406, 70.465190, 281.864632, 84.168582, 275.924957, 93.664684, 256.782157, 92.702032, 238.161146, 89.840563, 219.156840, 86.008943, 200.379123, 82.037507, 181.991290, 79.176132, 163.048752, 79.880920, 143.559053, 83.632280, 124.816791, 89.274841, 106.188311, 93.304468, 87.709684, 92.719348, 67.950360, 88.197818, 48.660885, 83.787534, 31.244698, 77.627797, 11.213283, 58.951517, 0.000000, 38.914310, 3.178011, 22.685336, 17.217009, 14.043317, 35.897186, 6.860180, 54.221341, 2.271504, 73.042998, 0.000000, 92.341838, 1.339873, 111.711715, 5.934057, 130.285365, 11.945197, 147.950608, 17.935509, 167.157883, 21.751064, 185.931552, 24.752843, 205.613363, 26.342915, 223.593683, 28.836952, 241.483567, 32.970929, 260.236028, 44.348204, 278.262354, 58.725252, 282.487398, 63.989985, 281.835145
Type05, L, 290, 68.118896, 291.559687, 62.523240, 292.224657, 47.792429, 288.326491, 35.549643, 269.989092, 30.671429, 250.632143, 26.880278, 231.299644, 24.596968, 211.338866, 22.401704, 191.457657, 18.537649, 171.939926, 12.532904, 152.737211, 5.847328, 132.966048, 1.247011, 113.518221, 0.000000, 94.576548, 2.457434, 73.563178, 7.286446, 55.016787, 14.383806, 35.774229, 23.185949, 16.815544, 40.703540, 2.646217, 60.252707, 0.000000, 79.710262, 11.260631, 88.025043, 31.148679, 92.576296, 49.587304, 96.835673, 69.768679, 98.341520, 89.146268, 94.371004, 108.509513, 88.285341, 128.095919, 83.842513, 146.314651, 82.490015, 168.437735, 85.671805, 188.382252, 89.745862, 207.746216, 94.524811, 226.768488, 97.683917, 246.953124, 97.989376, 266.705197, 89.497054, 285.776420, 73.743550, 291.416831, 68.609069, 291.220782
Type06, L, 230, 52.032922, 230.490458, 47.209704, 230.052596, 35.699202, 226.292295, 25.821563, 211.830367, 21.907084, 196.748269, 20.060079, 180.752540, 18.063555, 165.041185, 14.930142, 150.145718, 10.854482, 133.695659, 7.137761, 119.022253, 3.446360, 102.949401, 0.788181, 87.751022, 0.000000, 71.301580, 1.790873, 55.778026, 5.814350, 39.922934, 11.393627, 24.596018, 20.404251, 9.671631, 34.947300, 0.000000, 51.564307, 0.212772, 65.984946, 10.363693, 72.803224, 25.654380, 77.189286, 40.547092, 80.112102, 55.653196, 80.374407, 72.354088, 79.410876, 86.987741, 77.433961, 103.040389, 75.603464, 118.671639, 74.677711, 134.372434, 75.391648, 150.582439, 77.582570, 166.296316, 79.581008, 181.819827, 80.479408, 197.147124, 79.519204, 213.520640, 68.777412, 227.928343, 56.935025, 230.220460, 52.268535, 230.431066
Type06, L, 240, 54.174894, 241.676071, 48.870190, 241.445041, 36.733534, 237.620473, 27.105726, 223.053520, 23.049274, 206.379365, 19.857451, 191.032475, 17.521358, 174.407737, 14.485518, 158.395176, 11.180256, 141.974925, 7.322532, 127.717703, 3.023926, 110.603901, 0.300447, 94.626038, 0.000000, 78.325592, 1.549111, 63.405336, 5.090476, 47.077060, 10.681795, 31.496911, 18.048912, 15.516838, 31.811491, 3.451875, 48.518187, 0.000000, 64.987362, 8.102023, 73.672862, 24.311274, 78.855956, 39.528303, 81.262854, 55.821475, 81.828866, 72.573508, 80.791966, 88.758221, 78.773325, 105.511087, 76.592014, 122.546201, 75.817350, 138.652927, 76.692961, 155.949715, 78.539778, 171.876554, 80.633452, 189.039780, 82.277205, 205.646111, 80.187463, 221.673785, 70.976206, 237.977405, 58.924112, 241.338485, 54.748487, 241.601007
Type06, L, 250, 55.332822, 251.149707, 50.023068, 251.218428, 37.908819, 247.122739, 27.200428, 231.577428, 21.702434, 215.289446, 19.569027, 198.187259, 17.521715, 180.992107, 14.277266, 163.892412, 10.547466, 146.441156, 6.783837, 130.980964, 3.074647, 113.754645, 0.687504, 96.415828, 0.000000, 80.304596, 1.464433, 62.795724, 5.293625, 46.028354, 11.794966, 29.765604, 20.706481, 13.577845, 35.492923, 1.377768, 53.389291, 0.000000, 69.054009, 10.940887, 76.380687, 27.704906, 81.626648, 43.869590, 83.885743, 61.859754, 85.312695, 78.314145, 84.308538, 95.171930, 81.252434, 112.578548, 79.941684, 128.894772, 79.714806, 146.397276, 80.610006, 163.757437, 81.921377, 180.452323, 83.805719, 197.750586, 85.363761, 215.453308, 83.874431, 231.546394, 73.559217, 248.103284, 60.459003, 250.732026, 55.738104, 251.221448
Type06, L, 270, 61.178838, 271.937624, 55.695746, 272.074516, 41.886975, 269.421958, 29.449999, 252.679655, 25.740867, 235.414501, 22.401014, 217.146199, 20.172364, 198.676085, 17.410440, 180.718275, 14.005302, 162.228126, 8.868145, 144.027611, 4.309509, 126.218039, 0.566966, 107.804936, 0.000000, 88.619773, 1.944602, 70.627577, 6.023776, 52.315458, 12.113853, 34.910573, 20.183429, 16.657805, 36.145847, 3.341881, 55.304579, 0.000000, 72.480182, 11.031420, 81.560552, 29.179228, 87.054015, 46.433416, 89.452675, 65.756761, 89.850513, 85.067857, 88.150724, 103.273457, 85.897942, 121.297158, 83.652218, 139.298425, 82.572167, 157.200300, 83.678295, 176.057177, 85.825843, 194.300318, 88.156399, 212.543143, 89.971013, 229.865654, 89.089988, 248.232404, 80.244522, 266.149116, 66.672639, 271.736898, 61.721757, 271.444276
Type06, L, 280, 64.476950, 282.489820, 58.622903, 282.271194, 45.089234, 280.279804, 30.341855, 263.320851, 26.476641, 244.853886, 23.348461, 225.998778, 21.593532, 206.626138, 18.663334, 187.930193, 15.136821, 168.929830, 10.452313, 150.976345, 5.266003, 130.870848, 1.204444, 112.906031, 0.000000, 93.267373, 2.773879, 74.562510, 6.459285, 55.385877, 11.356805, 37.971162, 20.307271, 19.353671, 35.554941, 5.047567, 55.505036, 0.000000, 74.060359, 11.607687, 84.284067, 29.865634, 89.689688, 47.809803, 92.203888, 66.382202, 93.453806, 85.461624, 92.566444, 104.402000, 90.073643, 123.221426, 87.324902, 142.801940, 86.416153, 161.723796, 87.298537, 179.867190, 89.173988, 199.628175, 91.296581, 218.444561, 93.263978, 237.843344, 93.043117, 256.920032, 84.511520, 275.840146, 71.070153, 282.477396, 64.618855, 281.922791
Type07, L, 250, 59.738033, 251.811800, 54.259734, 251.571359, 41.813862, 249.543447, 29.017338, 234.754615, 25.371769, 217.857183, 21.605285, 200.886901, 19.417138, 184.115875, 16.949365, 166.283426, 13.397348, 149.974726, 8.868062, 133.622392, 4.590032, 117.227227, 1.365377, 100.807346, 0.000000, 83.044840, 2.074817, 66.302875, 6.455136, 49.520557, 13.689841, 33.146040, 22.215800, 16.999873, 36.514141, 3.888420, 53.570296, 0.000000, 70.775160, 7.219073, 80.675781, 23.774833, 84.376812, 40.711394, 85.456228, 56.648682, 86.731493, 74.418616, 85.844779, 92.050805, 83.058405, 107.991632, 82.907869, 125.385463, 83.388653, 144.367193, 83.355150, 161.794761, 83.736585, 177.088836, 84.996182, 194.696893, 86.684853, 212.148686, 86.182485, 229.483852, 77.754715, 246.343133, 65.391569, 251.983075, 60.364882, 251.143452
Type07, L, 270, 62.191336, 271.523322, 56.678732, 271.733286, 43.438976, 268.858253, 30.823620, 251.716686, 26.129121, 233.772993, 24.338826, 214.664613, 22.042729, 198.043380, 18.442027, 178.392546, 14.754792, 160.954461, 10.325872, 142.507568, 6.139968, 124.934576, 1.672023, 106.575253, 0.000000, 87.195836, 2.962932, 69.533910, 8.636911, 51.543269, 15.685645, 34.061746, 24.963272, 16.555700, 40.749934, 2.939393, 59.424603, 0.000000, 78.655827, 7.480715, 85.419261, 27.167030, 89.450726, 44.247230, 92.023051, 63.835113, 91.202653, 81.133503, 90.177817, 99.662227, 89.280936, 118.170091, 88.986434, 136.310364, 89.181354, 155.574259, 89.850413, 173.833681, 90.682328, 193.027072, 91.496870, 210.096216, 91.613831, 229.877513, 91.234982, 248.114140, 81.526114, 266.052952, 68.004816, 271.511555, 63.019360, 270.791519
Type07, L, 280, 63.064551, 282.114166, 57.848059, 281.780826, 43.166910, 279.131602, 30.633275, 261.815361, 26.712586, 243.366238, 24.619166, 223.812110, 22.214829, 204.480016, 18.722797, 186.116105, 14.898578, 166.548787, 10.606286, 148.173545, 6.244632, 129.188311, 1.723485, 110.794769, 0.000000, 91.410385, 3.147729, 72.389235, 8.953047, 53.820872, 15.337390, 35.430511, 24.603208, 16.515282, 41.525355, 3.820881, 60.163410, 0.000000, 79.447837, 9.851850, 87.257688, 29.302533, 92.373190, 47.645604, 93.947656, 67.109670, 93.508386, 85.702444, 91.840569, 104.751841, 89.804930, 123.388094, 88.719520, 142.819277, 88.096702, 161.487325, 87.931439, 181.674722, 90.157353, 201.079631, 92.651320, 220.171849, 93.963994, 239.670227, 93.346524, 258.114665, 83.830025, 278.016495, 69.608225, 281.996807, 63.325093, 281.853951
