Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,7.32425,6.67208,1.87196,0.62848,2.61844,0.59068,0.62852,238.27700,0.96891,0.98412,0.00000
PCA_LINEAR,8.61830,7.93039,6.92341,2.11055,12.28248,1.48897,3.67847,634.97793,0.91785,0.95693,0.00000
PCA_SVR,7.37827,6.77070,2.39757,0.66137,4.90080,0.52268,1.33056,255.38856,0.96801,0.98363,0.00000
PURE_GPR,7.27231,6.60785,1.94114,0.67868,2.46831,0.62845,0.46696,243.03874,0.96726,0.98328,0.00000
PURE_KRR,7.27423,6.61602,1.81077,0.61748,2.46766,0.54833,0.47949,239.89407,0.96924,0.98428,0.00000
PURE_SVR,7.41664,6.76474,1.90543,0.59206,2.58321,0.56421,0.36318,261.05953,0.97049,0.98490,0.00000
RATIO_CTRL,3.21225,2.87530,4.74659,1.74251,4.17590,3.14375,0.30409,706.31844,0.94012,0.96893,0.00000
