type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46
Type05, L, 260, 58.117789, 260.855849, 54.154255, 260.419727, 44.725499, 258.461746, 34.566012, 246.739992, 30.352420, 233.490099, 27.010322, 220.847114, 24.876539, 206.428789, 23.464352, 192.619614, 22.074819, 179.337211, 20.331932, 165.785874, 16.900758, 152.005182, 12.685752, 138.535042, 8.251103, 125.634296, 4.083307, 112.502466, 1.023934, 99.101719, 0.000000, 84.451418, 0.998185, 72.178400, 3.857803, 58.476648, 7.559973, 45.377510, 13.245172, 32.152463, 18.904622, 19.184572, 27.699003, 6.902291, 41.161852, 1.051214, 53.944405, 0.000000, 67.678534, 6.592965, 75.633828, 19.069049, 79.519430, 32.543527, 83.866218, 45.757772, 86.412809, 59.545454, 87.600443, 73.342016, 86.216386, 87.735352, 83.619788, 100.561811, 80.198447, 114.024226, 77.166851, 127.245262, 75.094871, 140.241209, 75.350624, 153.555126, 77.069504, 168.389963, 79.896085, 181.126124, 82.782330, 194.622998, 85.615673, 207.749702, 87.498080, 221.003302, 87.039094, 234.197994, 83.124332, 247.716205, 72.589499, 258.996709, 62.762400, 260.281000, 58.206210, 261.073634
Type05, L, 280, 64.096708, 281.066064, 68.942111, 280.563560, 78.977634, 277.683320, 89.923493, 264.596212, 93.196616, 250.144539, 92.259977, 235.782014, 90.038766, 221.049735, 87.368061, 206.942906, 84.252203, 192.243360, 81.394395, 178.424624, 79.352321, 163.726169, 79.213508, 148.737256, 81.229151, 134.330846, 84.561267, 119.668114, 88.838102, 105.811038, 92.106567, 91.044505, 93.088939, 77.009255, 91.159270, 60.968206, 88.039967, 47.380094, 83.841702, 32.833880, 80.951186, 19.164490, 70.864519, 4.914769, 56.491393, 0.000000, 41.092825, 1.799008, 27.767249, 10.710052, 18.619653, 24.126057, 12.487552, 38.118775, 7.076572, 52.325300, 3.247724, 66.819085, 0.778939, 81.210983, 0.000000, 96.446245, 1.405566, 110.790042, 4.714633, 125.670425, 8.980648, 138.701562, 13.741763, 153.421579, 18.042403, 167.587791, 20.883385, 182.439664, 23.616975, 197.074669, 25.022829, 211.882996, 26.636351, 225.312318, 28.360150, 239.238879, 31.557843, 253.487493, 37.239572, 267.716543, 49.352638, 279.353383, 59.603056, 280.954868, 63.938070, 281.102484
Type05, L, 290, 67.932012, 290.896461, 63.425046, 291.033565, 53.026029, 289.730408, 40.123057, 277.871919, 33.967016, 263.547190, 30.089831, 248.373080, 27.308465, 233.925515, 25.203442, 218.295577, 23.590298, 203.356936, 21.610036, 187.959402, 18.647645, 172.926968, 14.259947, 158.483359, 9.384622, 143.011052, 4.519260, 128.433451, 1.340467, 112.956904, 0.000000, 99.063233, 0.802549, 82.773336, 3.539142, 67.799443, 7.498524, 53.319583, 12.748895, 38.544310, 19.167639, 24.125931, 28.493019, 10.561557, 43.048485, 1.795366, 57.599035, 0.000000, 72.899776, 5.669027, 83.612692, 19.052906, 88.402923, 33.673880, 92.217482, 48.098218, 95.400695, 63.484909, 97.583317, 78.397925, 97.234983, 93.398778, 93.831224, 108.446367, 89.369900, 122.774355, 85.434111, 138.205828, 82.991430, 151.919578, 82.682833, 170.117970, 84.972201, 184.571906, 87.950867, 199.918566, 91.440059, 214.513069, 94.737056, 229.364080, 97.326758, 244.631398, 97.450913, 260.304407, 95.023718, 274.612678, 83.313899, 288.130845, 72.666038, 289.882021, 67.900343, 291.307519
Type06, L, 230, 51.931753, 230.216544, 48.116208, 229.678125, 39.765181, 227.760068, 29.665790, 218.350578, 24.531585, 207.060254, 21.685890, 195.148113, 20.175865, 183.281981, 18.857889, 170.632917, 16.714490, 159.424311, 14.346194, 147.481418, 10.967722, 134.774651, 8.391888, 123.845328, 5.190613, 111.253982, 2.850559, 99.763000, 0.787284, 87.534860, 0.000000, 75.332373, 0.691787, 62.925110, 2.698812, 51.122471, 6.009402, 38.925408, 10.299301, 27.045267, 16.162931, 15.690100, 25.211216, 5.409494, 36.838339, 0.000000, 49.357753, 0.009557, 61.154941, 6.079002, 68.981340, 16.443904, 73.472371, 28.082227, 76.786947, 39.587738, 79.248254, 51.078334, 80.231370, 63.496163, 80.025653, 75.823541, 79.152125, 87.205460, 77.801471, 99.144342, 76.169960, 111.779649, 75.209318, 123.174572, 74.580789, 135.747064, 75.239138, 148.004356, 76.538561, 160.033143, 78.356302, 172.314255, 79.529236, 183.833187, 80.332436, 195.942282, 79.659624, 208.097485, 75.296693, 220.387728, 64.029583, 228.593767, 56.132751, 230.021155, 51.671295, 230.003714
Type06, L, 240, 54.069589, 240.990233, 49.686898, 240.445807, 41.137295, 238.846970, 30.596813, 229.086196, 25.906159, 217.430305, 22.540733, 204.533238, 20.243650, 192.675626, 18.288707, 180.472786, 16.205031, 167.383991, 13.932120, 155.659020, 11.164987, 142.469173, 8.622267, 131.946601, 5.030994, 119.229399, 2.411981, 106.648875, 0.173652, 94.125472, 0.000000, 81.786849, 0.370036, 69.901634, 2.422593, 58.116961, 5.183325, 45.706272, 9.531754, 33.475467, 14.560285, 21.639627, 22.382736, 10.033229, 33.746154, 2.474914, 46.274875, 0.000000, 59.316612, 3.718031, 68.815819, 14.291392, 74.402247, 26.155884, 78.383922, 38.362001, 80.426840, 50.227543, 81.527160, 63.515151, 81.386459, 75.736975, 80.512901, 88.648549, 79.087233, 100.980325, 77.291649, 114.574171, 76.143560, 126.813936, 75.743893, 139.622164, 76.412888, 152.840995, 77.644444, 165.038437, 79.209717, 178.035612, 80.730892, 190.863668, 81.898871, 203.851450, 80.732778, 215.915740, 76.356775, 228.800898, 66.494270, 238.819012, 57.785451, 240.464994, 54.521628, 241.029234
Type06, L, 250, 55.151370, 250.610063, 51.080065, 250.405754, 41.968206, 248.512585, 31.517715, 238.338403, 25.287647, 226.072418, 21.475608, 213.545868, 19.668587, 200.244872, 18.247866, 187.388254, 16.111151, 173.855575, 13.619479, 161.003623, 10.655123, 147.423201, 7.889023, 135.471385, 4.863958, 122.834848, 2.417086, 109.543024, 0.598699, 96.219452, 0.000000, 83.944144, 0.388329, 70.703399, 2.289854, 57.513100, 5.542635, 44.771817, 10.343036, 32.043402, 16.684216, 19.932652, 25.256545, 8.188952, 37.712415, 0.782532, 50.779410, 0.000000, 63.931440, 5.666766, 72.057171, 17.707151, 77.266177, 29.814094, 81.023846, 42.797836, 83.134412, 56.103636, 84.482013, 69.518843, 84.935307, 81.778409, 83.955065, 95.356942, 81.696599, 107.876259, 80.271120, 121.658192, 79.614886, 133.453769, 79.692827, 147.745001, 80.216408, 160.650123, 81.338710, 173.580824, 82.355629, 186.813665, 83.942689, 199.877744, 85.026859, 213.779179, 84.109000, 225.860768, 79.810702, 239.067000, 68.392183, 248.757116, 59.485869, 250.152935, 55.173367, 250.698193
Type06, L, 270, 61.158443, 271.269337, 56.748214, 271.229661, 46.982590, 270.125453, 34.310843, 260.075030, 28.332649, 246.774727, 25.385930, 233.299476, 22.891461, 219.696346, 21.003208, 204.947959, 19.093835, 191.603815, 16.875124, 177.264501, 14.251132, 163.324818, 10.459813, 149.280113, 6.791709, 135.434743, 3.398089, 121.656990, 0.785855, 107.684993, 0.000000, 92.517389, 0.796819, 79.074793, 2.984912, 64.479211, 6.282520, 51.156265, 11.013020, 37.188268, 16.402399, 23.849021, 25.405920, 10.682409, 38.439159, 2.538062, 52.902663, 0.000000, 66.685257, 5.733317, 76.612872, 18.109146, 82.444263, 31.433530, 86.663333, 45.364698, 88.752507, 59.228116, 89.742171, 74.955199, 89.358881, 88.755834, 88.026578, 103.133508, 86.291695, 116.851524, 84.592277, 130.558290, 83.122665, 144.541422, 82.706780, 158.258993, 83.428382, 172.620674, 84.965818, 187.072764, 86.669789, 200.536528, 88.420768, 215.037520, 89.691493, 227.561438, 89.392007, 242.489191, 85.607140, 255.437632, 75.470558, 268.693176, 65.340947, 270.073929, 61.743333, 271.738063
Type06, L, 280, 64.358215, 281.531363, 59.617092, 281.309846, 50.056906, 280.320062, 36.193172, 270.744192, 28.985993, 256.706578, 26.046383, 242.444709, 23.759513, 228.451993, 22.053443, 212.844759, 20.461681, 199.123573, 17.977288, 184.139632, 15.241884, 169.581265, 11.936352, 156.355425, 7.901947, 140.620126, 4.258921, 126.590236, 1.305399, 111.923551, 0.000000, 97.646568, 1.155171, 82.443156, 3.611325, 68.471839, 6.569449, 53.543776, 10.321012, 40.297585, 16.081159, 26.197247, 25.201168, 12.990718, 37.862973, 3.634456, 52.880187, 0.000000, 67.714954, 5.814555, 78.582805, 18.426369, 85.073386, 32.059297, 89.198994, 46.236200, 91.365015, 60.017139, 92.771989, 74.918468, 93.092065, 89.247271, 92.295071, 103.840273, 90.399730, 118.509646, 88.420701, 132.900779, 86.683422, 148.285550, 86.455832, 162.360417, 86.986985, 176.240595, 88.280110, 191.606799, 89.872140, 205.804395, 91.429831, 220.909877, 92.950471, 235.325013, 92.969053, 250.349635, 89.703217, 264.705724, 79.614277, 277.987178, 69.511069, 281.021315, 64.313831, 281.397187
Type07, L, 250, 59.540294, 250.917564, 54.885185, 250.652842, 46.443836, 249.630535, 33.732085, 241.170807, 27.776842, 228.629552, 24.702586, 215.880365, 21.965284, 202.611286, 19.991654, 190.020025, 18.202138, 176.438799, 16.236486, 163.251128, 13.332178, 150.415408, 10.186009, 138.254244, 6.552680, 125.256041, 3.676846, 113.099496, 1.231603, 100.039113, 0.000000, 86.867980, 0.617405, 73.365619, 2.919526, 60.845929, 6.683834, 47.839397, 11.964412, 35.218447, 18.325812, 22.953538, 26.510628, 11.121458, 38.411893, 2.609731, 51.273624, 0.000000, 64.509017, 2.898987, 75.258129, 13.321715, 80.920402, 25.963746, 83.851870, 38.831869, 84.974178, 51.663338, 85.692720, 63.844553, 86.449785, 78.546534, 85.256059, 91.082907, 83.483599, 103.999649, 82.458824, 116.502609, 82.899631, 130.851336, 83.032040, 144.829715, 83.091892, 158.755068, 83.309905, 170.149524, 83.866674, 183.336956, 85.035587, 196.521143, 86.205605, 209.975113, 86.136493, 223.533506, 82.650231, 236.258573, 73.140107, 248.307472, 63.901344, 250.389329, 60.095883, 250.796475
Type07, L, 270, 62.014380, 270.657671, 57.427534, 270.625960, 48.256612, 269.463769, 35.574084, 259.128788, 29.239116, 245.234292, 25.734161, 231.813357, 24.381373, 216.401459, 22.785324, 204.293069, 20.457135, 189.460236, 17.686314, 175.266939, 14.837668, 161.701785, 11.500100, 147.396568, 8.266853, 134.110938, 4.879087, 119.963673, 1.749524, 106.260963, 0.000000, 91.080567, 1.105974, 77.344848, 4.204547, 63.505738, 8.796172, 50.007951, 14.138025, 36.205982, 20.587879, 23.189869, 29.951638, 10.375604, 42.752314, 1.798847, 57.028096, 0.000000, 71.791578, 2.822256, 82.060934, 15.077185, 85.559398, 29.208931, 89.096032, 42.729390, 91.126844, 57.533442, 91.452120, 71.353896, 90.712264, 85.001590, 89.861074, 99.144673, 89.283812, 113.475022, 88.759674, 127.291982, 88.835211, 141.783261, 88.996845, 156.161954, 89.460407, 170.724604, 90.197686, 184.579967, 90.693733, 199.375613, 91.291854, 212.023667, 91.393763, 227.777917, 91.040723, 241.643548, 87.419839, 255.686927, 76.226742, 267.686480, 66.822474, 270.224858, 62.482381, 270.149057
Type07, L, 280, 62.809083, 281.072532, 58.521491, 280.617267, 48.408167, 279.432506, 35.184835, 269.177445, 29.215734, 255.051178, 26.223429, 241.036194, 24.610709, 225.756705, 22.963987, 211.213986, 20.554902, 196.387406, 17.901865, 182.418930, 14.941607, 167.311061, 11.629784, 152.998998, 8.453958, 138.844263, 4.878188, 124.156692, 1.715463, 110.151903, 0.000000, 95.307416, 1.038464, 80.570160, 4.455417, 66.090646, 8.911915, 52.006728, 13.908774, 37.608286, 20.069116, 23.507292, 29.885640, 10.408782, 43.593031, 2.405612, 57.398869, 0.000000, 72.918129, 4.107925, 82.699824, 17.318021, 87.926900, 31.403983, 91.627066, 45.649605, 93.308671, 61.024749, 93.473073, 74.601285, 92.813971, 89.960505, 91.409094, 103.773509, 89.962908, 118.601949, 88.775694, 133.053548, 88.227620, 147.884971, 87.779233, 162.292647, 87.577255, 177.776373, 89.059561, 192.837320, 90.729980, 207.528918, 92.638988, 222.265862, 93.474950, 237.277071, 93.255097, 251.319779, 89.449524, 266.551814, 78.421144, 278.972560, 67.967999, 280.587947, 62.811486, 281.095713
