Model,Cluster_ID,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,1,7.59076,6.84005,2.72249,0.83455,2.90960,0.61115,0.88325,288.66434,0.95928,0.97910,0.00000
PCA_KRR,2,7.09518,6.52423,1.33464,0.54069,2.35716,0.63578,0.41573,208.95637,0.97305,0.98631,0.00000
PCA_KRR,3,7.07180,6.49230,0.88091,0.29813,2.59779,0.45181,0.61879,165.75464,0.98368,0.99177,0.00000
PCA_KRR,4,7.25848,6.67904,0.74710,0.22183,2.27265,0.36886,0.22003,174.98168,0.98858,0.99426,0.00000
PCA_LINEAR,1,7.91457,7.14605,5.10615,1.82560,2.56074,0.79831,0.37650,453.96743,0.92747,0.96224,0.00000
PCA_LINEAR,2,8.03339,7.36339,7.27797,2.06845,17.47062,1.64924,5.28317,700.32507,0.91744,0.95687,0.00000
PCA_LINEAR,3,7.87265,7.22227,4.12483,1.54830,3.47743,1.70421,0.24411,291.44408,0.93161,0.96450,0.00000
PCA_LINEAR,4,17.81356,17.50542,20.64261,5.01246,57.70534,4.84470,20.64261,1907.67692,0.83778,0.91170,0.00000
PCA_SVR,1,7.71156,7.02806,3.08206,0.87076,5.36629,0.70999,1.64001,311.60173,0.95793,0.97835,0.00000
PCA_SVR,2,7.07637,6.52500,1.62414,0.47250,4.01730,0.36505,0.97471,211.49456,0.97706,0.98837,0.00000
PCA_SVR,3,6.98750,6.42519,3.10250,0.65341,7.12481,0.42121,1.23506,265.17395,0.96962,0.98448,0.00000
PCA_SVR,4,7.48868,6.98982,1.53505,0.40929,4.13319,0.35502,1.52987,130.95088,0.97882,0.98929,0.00000
PURE_GPR,1,7.47214,6.69751,2.68105,0.88487,2.48827,0.58930,0.61266,284.27396,0.95797,0.97844,0.00000
PURE_GPR,2,7.10232,6.53041,1.51487,0.60240,2.45671,0.70856,0.39928,219.54054,0.97068,0.98510,0.00000
PURE_GPR,3,7.05196,6.46214,1.06031,0.35936,2.57735,0.65808,0.39327,193.24566,0.98112,0.99046,0.00000
PURE_GPR,4,7.25388,6.66907,0.74045,0.18751,2.25937,0.36932,0.00001,175.51717,0.99019,0.99507,0.00000
PURE_KRR,1,7.48841,6.72407,2.66559,0.84270,2.61580,0.55419,0.66520,293.16553,0.95887,0.97887,0.00000
PURE_KRR,2,7.08420,6.51489,1.27351,0.51423,2.34811,0.59551,0.32078,208.32585,0.97408,0.98684,0.00000
PURE_KRR,3,7.07170,6.48616,0.75852,0.26479,2.43001,0.44088,0.49120,163.99264,0.98420,0.99204,0.00000
PURE_KRR,4,7.25659,6.67562,0.73848,0.20566,2.24763,0.36954,0.17810,175.36214,0.98938,0.99466,0.00000
PURE_SVR,1,7.71395,6.96536,2.78463,0.81911,3.03581,0.56551,0.55245,321.48468,0.95940,0.97909,0.00000
PURE_SVR,2,7.16633,6.59076,1.38366,0.48212,2.26007,0.61531,0.21000,231.46701,0.97651,0.98807,0.00000
PURE_SVR,3,7.18042,6.61644,0.76331,0.24261,2.09406,0.46993,0.29911,159.27779,0.98514,0.99251,0.00000
PURE_SVR,4,7.25136,6.66884,0.69763,0.20400,2.15693,0.37469,0.10587,171.48919,0.98881,0.99437,0.00000
RATIO_CTRL,1,3.61468,3.31115,4.63851,1.70277,3.41979,3.07745,0.42268,638.72326,0.94282,0.97048,0.00000
RATIO_CTRL,2,2.86008,2.53423,4.76802,1.70178,4.67880,3.03279,0.21329,716.33705,0.94132,0.96955,0.00000
RATIO_CTRL,3,4.55402,3.76360,7.43476,3.06678,7.85706,5.96671,0.25978,1333.51067,0.89081,0.94223,0.00000
RATIO_CTRL,4,1.58565,1.44998,2.54943,0.87427,1.92965,1.32526,0.19090,405.39351,0.96741,0.98326,0.00000
