Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,6.85443,6.36265,1.24825,0.41633,0.05783,0.29322,0.79932,17.30846,0.98312,0.99149,0.00000
Type00,2,240,PCA_LINEAR,5.88836,5.12458,10.21615,2.37701,34.32864,2.74897,10.03073,1149.64398,0.91104,0.95345,0.00000
Type00,2,240,PCA_SVR,6.88627,6.49458,1.35923,0.39742,2.09320,0.01973,1.35923,45.58429,0.97861,0.98919,0.00000
Type00,2,240,PURE_GPR,6.58807,6.11322,1.26995,0.41137,1.11059,0.48587,0.52283,49.78803,0.97884,0.98931,0.00000
Type00,2,240,PURE_KRR,6.78759,6.30044,1.20973,0.40221,0.30900,0.28097,0.71302,12.49350,0.98346,0.99166,0.00000
Type00,2,240,PURE_SVR,6.50341,6.03443,0.85451,0.24364,0.20499,0.24155,0.62906,82.94487,0.98633,0.99312,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,6.11521,5.59045,1.48324,0.68554,4.03227,0.65562,0.55988,395.02608,0.96986,0.98470,0.00000
Type00,2,245,PCA_LINEAR,6.25385,5.40908,10.31157,2.57831,34.68502,2.52490,10.25707,1323.97814,0.90511,0.95019,0.00000
Type00,2,245,PCA_SVR,6.00300,5.49812,1.24006,0.43082,5.80274,0.72807,1.07100,309.33665,0.97941,0.98960,0.00000
Type00,2,245,PURE_GPR,6.18573,5.69139,1.61569,0.67492,2.92280,0.51059,0.38890,378.14003,0.97140,0.98549,0.00000
Type00,2,245,PURE_KRR,6.12126,5.61083,1.42540,0.65692,3.87740,0.66489,0.50273,384.59260,0.97156,0.98558,0.00000
Type00,2,245,PURE_SVR,6.26742,5.76933,2.55117,0.92759,3.14099,0.76563,0.11482,510.98551,0.96405,0.98169,0.00000
Type00,2,245,RATIO_CTRL,2.40109,2.24911,2.64442,1.10397,0.42171,0.81429,0.15356,25.30981,0.95899,0.97906,0.00000
Type00,2,255,PCA_KRR,6.95265,6.23279,1.50408,0.64480,3.40564,0.01128,0.35320,60.60885,0.96858,0.98404,0.00000
Type00,2,255,PCA_LINEAR,6.22575,5.51707,10.58528,2.82305,35.09909,1.65677,10.39319,710.94533,0.90024,0.94750,0.00000
Type00,2,255,PCA_SVR,6.73867,6.10661,0.79951,0.27668,3.69115,0.40296,0.47212,164.88335,0.98426,0.99207,0.00000
Type00,2,255,PURE_GPR,7.09608,6.45231,2.18770,0.78510,2.42859,0.22424,0.00705,146.64215,0.96065,0.97993,0.00000
Type00,2,255,PURE_KRR,6.94331,6.24784,1.46376,0.61744,3.13290,0.01741,0.27666,61.56449,0.96945,0.98449,0.00000
Type00,2,255,PURE_SVR,6.99157,6.40232,1.01673,0.25585,1.98330,0.33561,0.07513,36.21092,0.98554,0.99272,0.00000
Type00,2,255,RATIO_CTRL,3.41368,2.75901,7.10643,2.13083,1.41529,2.80884,0.13682,898.53259,0.92509,0.96109,0.00000
Type00,2,265,PCA_KRR,7.76074,7.07084,2.06579,1.02910,3.69189,1.59259,0.36651,608.48347,0.95212,0.97547,0.00000
Type00,2,265,PCA_LINEAR,7.51575,6.35595,10.75544,2.84765,37.77922,3.61324,10.75544,1550.92900,0.90000,0.94737,0.00000
Type00,2,265,PCA_SVR,6.72399,6.03339,1.54143,0.46425,6.64034,0.80328,1.32419,357.66769,0.97640,0.98806,0.00000
