Model,Cluster_ID,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,1,7.47300,6.73473,2.68839,0.83250,2.68366,0.60438,0.50146,284.35365,0.95958,0.97926,0.00000
PCA_KRR,2,6.94848,6.38775,1.28266,0.51700,2.31354,0.61923,0.42436,207.27105,0.97403,0.98682,0.00000
PCA_KRR,3,6.91744,6.35157,0.87092,0.28832,2.48452,0.46497,0.51624,162.38953,0.98281,0.99133,0.00000
PCA_KRR,4,7.10793,6.54056,0.73098,0.21789,2.19287,0.36700,0.21234,171.29113,0.98895,0.99444,0.00000
PCA_LINEAR,1,7.77804,7.01924,4.98958,1.77811,2.47309,0.80000,0.25513,449.28661,0.92966,0.96343,0.00000
PCA_LINEAR,2,7.92984,7.26487,7.20248,2.05341,17.62126,1.64058,5.38129,694.45278,0.91852,0.95745,0.00000
PCA_LINEAR,3,7.72755,7.08870,4.11563,1.55623,3.71286,1.68099,0.13590,292.47142,0.93092,0.96413,0.00000
PCA_LINEAR,4,17.70468,17.38679,20.30958,5.11588,57.51609,4.84380,20.28067,1908.36298,0.83282,0.90875,0.00000
PCA_SVR,1,7.57895,6.90924,3.00428,0.84541,4.74796,0.64123,1.22920,309.81681,0.95898,0.97891,0.00000
PCA_SVR,2,6.88242,6.33792,1.69654,0.48773,4.42886,0.42172,1.07489,230.17627,0.97681,0.98825,0.00000
PCA_SVR,3,6.86881,6.32148,3.10938,0.64914,6.52728,0.40060,1.37294,253.64223,0.96985,0.98460,0.00000
PCA_SVR,4,7.33691,6.84992,1.52904,0.40942,4.15240,0.34822,1.52904,128.70723,0.98061,0.99021,0.00000
PURE_GPR,1,7.35218,6.58977,2.66660,0.87811,2.42688,0.58343,0.36190,282.60417,0.95834,0.97864,0.00000
PURE_GPR,2,6.94245,6.38332,1.51580,0.59685,2.39680,0.70240,0.33448,216.52627,0.97152,0.98553,0.00000
PURE_GPR,3,6.90259,6.32667,0.96841,0.32868,2.47584,0.62000,0.25077,177.00935,0.98187,0.99084,0.00000
PURE_GPR,4,7.10350,6.53113,0.72608,0.18259,2.17978,0.36780,0.00597,171.82113,0.99060,0.99528,0.00000
PURE_KRR,1,7.36228,6.61122,2.63026,0.83537,2.44181,0.54976,0.45234,293.41116,0.95913,0.97901,0.00000
PURE_KRR,2,6.93684,6.37789,1.22187,0.48968,2.28226,0.57684,0.33109,206.65450,0.97517,0.98740,0.00000
PURE_KRR,3,6.91847,6.34625,0.75124,0.25980,2.35263,0.45437,0.41174,160.61267,0.98493,0.99241,0.00000
PURE_KRR,4,7.10618,6.53733,0.73220,0.20151,2.16853,0.36785,0.17500,171.66365,0.98997,0.99496,0.00000
PURE_SVR,1,7.61320,6.85414,2.72883,0.81128,2.95772,0.55904,0.38157,323.35385,0.95949,0.97914,0.00000
PURE_SVR,2,6.94703,6.38536,1.33794,0.45890,2.32876,0.60758,0.17571,233.48603,0.97783,0.98875,0.00000
PURE_SVR,3,6.96344,6.40107,0.65515,0.21729,1.85980,0.46393,0.18417,157.21977,0.98640,0.99315,0.00000
PURE_SVR,4,7.10159,6.53037,0.68673,0.19850,2.02727,0.38532,0.11277,164.49062,0.98906,0.99450,0.00000
RATIO_CTRL,1,3.59941,3.29264,4.61747,1.68558,3.77380,3.08758,0.21824,637.05815,0.94378,0.97100,0.00000
RATIO_CTRL,2,2.86217,2.53093,4.77116,1.69264,4.81282,2.99862,0.20293,717.79803,0.94137,0.96958,0.00000
RATIO_CTRL,3,4.47497,3.70157,7.32313,3.01630,7.80009,6.04029,0.25783,1332.65376,0.89334,0.94366,0.00000
RATIO_CTRL,4,1.60079,1.46096,2.59607,0.88439,1.96635,1.32983,0.22010,404.02027,0.96735,0.98323,0.00000
