Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,IoU,Dice,,,,,,,,,
Type04,270,PCA_LINEAR,16.75515,15.54811,4.58235,1.20144,11.28811,1.02383,0.95507,0.97702,,,,,,,,,
Type04,270,PCA_SVR,18.37389,17.14822,5.30887,2.12093,6.12028,1.95371,0.92434,0.96068,,,,,,,,,
Type04,270,PURE_GPR,17.27219,16.05893,4.96842,0.96818,12.00936,1.27406,0.9336,0.96566,,,,,,,,,
Type04,270,PURE_KRR,17.29089,16.07253,4.84275,0.94899,11.58382,0.42018,0.93593,0.96691,,,,,,,,,
Type04,270,PURE_SVR,16.72219,15.55968,4.37328,0.94975,10.8426,0.26335,0.9335,0.96561,,,,,,,,,
Type04,270,RATIO_CTRL,2.08864,1.80445,3.70242,1.46252,4.24513,2.37003,0.9487,0.97367,,,,,,,,,
Type04,280,PCA_GPR,17.30219,15.94077,5.57828,2.18422,15.5472,3.8502,0.92314,0.96004,,,,,,,,,
Type04,280,PCA_KRR,16.89041,15.58775,5.40044,2.09754,17.41913,3.25992,0.92657,0.96189,,,,,,,,,
Type04,280,PCA_LINEAR,17.29883,16.00813,5.39852,1.71023,13.8687,2.06485,0.93884,0.96846,,,,,,,,,
Type04,280,PCA_SVR,16.68157,15.30661,5.72068,2.53847,20.36902,4.21206,0.91301,0.95452,,,,,,,,,
Type04,280,PURE_GPR,15.91894,14.69049,6.62161,2.47565,24.4244,3.53972,0.89206,0.94295,,,,,,,,,
Type04,280,PURE_KRR,17.26271,15.98141,6.47876,2.11219,18.38553,3.89435,0.89357,0.9438,,,,,,,,,
Type04,280,PURE_SVR,17.48634,16.1637,6.55785,2.13502,16.76012,4.20214,0.89357,0.94379,,,,,,,,,
Type04,280,RATIO_CTRL,2.76656,2.71997,4.09087,1.75973,3.38585,1.92713,0.93948,0.96879,,,,,,,,,
Type05,250,PCA_GPR,23.25346,22.82398,16.80388,4.96033,44.79398,5.44597,0.84117,0.91374,,,,,,,,,
Type05,250,PCA_KRR,19.32123,18.84836,9.76305,3.10766,21.48808,3.20482,0.89277,0.94335,,,,,,,,,
Type05,250,PCA_LINEAR,19.59401,19.10517,10.20489,3.15317,23.34421,3.15199,0.89094,0.94233,,,,,,,,,
Type05,250,PCA_SVR,19.21649,18.74762,9.72101,3.3285,20.90699,3.62687,0.88722,0.94024,,,,,,,,,
Type05,250,PURE_GPR,18.88245,18.41682,9.90714,3.06268,24.96342,3.13273,0.8837,0.93826,,,,,,,,,
Type05,250,PURE_KRR,19.369,18.88194,9.72316,3.13706,22.56863,3.31846,0.8878,0.94057,,,,,,,,,
Type05,250,PURE_SVR,20.30668,19.76812,10.03094,2.93465,22.90049,3.33299,0.89782,0.94616,,,,,,,,,
Type05,250,RATIO_CTRL,0,0,0,0,0,0,1,1,,,,,,,,,
Type05,270,PCA_GPR,14.29185,13.21913,4.41024,1.62429,20.72853,0.25122,0.93998,0.96906,,,,,,,,,
Type05,270,PCA_KRR,20.80459,20.21836,10.52973,3.66501,25.58536,4.58561,0.88459,0.93876,,,,,,,,,
Type05,270,PCA_LINEAR,20.5511,19.96415,10.09678,3.58971,23.92855,4.53824,0.88528,0.93915,,,,,,,,,
Type05,270,PCA_SVR,20.86628,20.21083,10.70223,3.87682,26.88317,5.00686,0.87903,0.93562,,,,,,,,,
Type05,270,PURE_GPR,19.69558,19.00147,9.49212,3.29212,27.1528,4.11452,0.85528,0.922,,,,,,,,,
Type05,270,PURE_KRR,20.96798,20.32654,10.49331,3.53802,29.41166,4.48793,0.86074,0.92516,,,,,,,,,
Type05,270,PURE_SVR,21.52689,20.87542,11.16301,3.68729,30.39464,4.38903,0.85519,0.92194,,,,,,,,,
Type05,270,RATIO_CTRL,1.17834,1.08521,1.71903,0.67495,0.62049,1.58054,0.97527,0.98748,,,,,,,,,
Type05,280,PCA_GPR,12.7921,11.79763,13.49501,3.66482,50.57946,3.15552,0.88181,0.93719,,,,,,,,,
Type05,280,PCA_KRR,20.03015,19.29375,7.61467,3.22932,16.54584,4.29283,0.89272,0.94332,,,,,,,,,
Type05,280,PCA_LINEAR,21.70349,21.12622,10.9349,3.84362,27.04842,5.16753,0.87992,0.93612,,,,,,,,,
Type05,280,PCA_SVR,17.50334,16.48492,4.82379,1.76755,1.34644,1.98254,0.94157,0.9699,,,,,,,,,
Type05,280,PURE_GPR,22.30078,21.58792,11.35737,3.92438,32.23217,5.16834,0.84331,0.915,,,,,,,,,
Type05,280,PURE_KRR,20.7702,20.0043,8.65602,3.22563,23.18229,4.21738,0.86447,0.92731,,,,,,,,,
Type05,280,PURE_SVR,22.42361,21.70832,11.32906,3.92866,31.69456,5.17105,0.84542,0.91624,,,,,,,,,
Type05,280,RATIO_CTRL,2.68285,2.5868,2.45286,1.19412,3.51683,2.31188,0.95086,0.97481,,,,,,,,,
