Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,7.61098,6.93154,1.86525,0.62602,2.71978,0.60453,0.62082,245.34445,0.96883,0.98408,0.00000
PCA_LINEAR,8.83912,8.13538,6.84336,2.08087,12.23470,1.47153,3.69846,644.87341,0.91844,0.95724,0.00000
PCA_SVR,7.65417,6.94070,2.42447,0.66727,10.39601,0.52737,1.33125,259.82852,0.96767,0.98345,0.00000
PURE_GPR,7.56173,6.87020,1.96548,0.68208,2.60520,0.63926,0.47079,245.13211,0.96733,0.98331,0.00000
PURE_KRR,7.56333,6.87851,1.81457,0.61554,2.59460,0.56201,0.47494,241.85285,0.96925,0.98428,0.00000
PURE_SVR,7.73260,7.05599,1.92890,0.59321,2.76946,0.58841,0.35344,270.42365,0.97038,0.98483,0.00000
RATIO_CTRL,3.21127,2.87036,4.74586,1.73495,4.17834,3.13866,0.33896,705.47545,0.93973,0.96872,0.00000
