type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44
Type03, L, 255, 56.039441, 255.960736, 51.160548, 255.787575, 42.280337, 254.990128, 28.652799, 246.180623, 22.320546, 232.952769, 19.597037, 218.473156, 17.217696, 204.801560, 15.208192, 190.040905, 13.442650, 177.534243, 11.056585, 162.118257, 9.236736, 149.575468, 6.957866, 134.816471, 4.492346, 121.067264, 2.527502, 108.019907, 0.435785, 92.726737, 0.000000, 78.999222, 0.666477, 65.313119, 3.337816, 51.099832, 7.472434, 37.478764, 13.663748, 24.256720, 21.461557, 11.537843, 33.506367, 2.161385, 48.276921, 0.000000, 61.758830, 3.965921, 73.036877, 15.451394, 77.878596, 28.760877, 81.535845, 43.250149, 83.371866, 57.353123, 83.963362, 72.049578, 83.510131, 86.075366, 82.495555, 100.168375, 80.976685, 114.787848, 79.858348, 128.803437, 79.297520, 143.469784, 79.348284, 156.794961, 80.224375, 171.464619, 81.362829, 186.065246, 82.534986, 199.363373, 83.972837, 213.116090, 83.672121, 227.146305, 80.245160, 241.519009, 70.223034, 253.167182, 60.134598, 255.319351, 55.760567, 256.179115
Type03, L, 260, 54.032353, 260.825283, 48.715186, 260.507387, 39.883741, 258.186733, 27.305660, 247.753907, 22.158374, 233.532907, 20.650030, 219.058717, 19.726634, 205.315501, 17.804019, 190.773817, 15.502840, 176.814308, 12.929096, 161.845912, 10.086855, 147.485330, 7.483822, 132.563540, 4.456484, 117.936110, 1.783060, 103.062690, 0.179768, 88.563783, 0.000000, 74.177313, 1.914712, 60.210824, 5.675503, 46.495114, 10.921432, 32.969842, 17.611086, 19.841559, 27.122054, 7.296124, 40.807550, 0.863290, 55.318370, 0.000000, 68.870048, 7.456210, 77.120510, 20.848391, 81.556923, 34.683822, 84.231050, 48.780357, 85.187626, 63.299617, 85.063087, 77.271428, 84.352785, 91.468293, 83.328560, 105.089533, 82.326319, 119.437195, 81.480794, 133.565481, 81.172865, 148.351942, 81.485897, 162.172069, 82.099838, 176.313225, 83.099612, 190.449184, 84.086142, 204.499858, 84.912455, 218.433027, 85.447804, 233.118741, 80.691181, 246.807375, 68.474879, 257.859518, 59.154588, 260.403781, 53.598813, 260.695027
Type03, L, 265, 51.973885, 265.335233, 47.085292, 265.048592, 37.627359, 262.981723, 24.911126, 252.496814, 20.084380, 238.589865, 18.323051, 223.381267, 16.752453, 209.156229, 15.549892, 194.621705, 13.436454, 179.420156, 11.564115, 165.646951, 8.958674, 151.103024, 6.650853, 135.826968, 4.249500, 121.925444, 2.054240, 106.985165, 0.584842, 93.039049, 0.000000, 78.649628, 1.631536, 63.651806, 4.653690, 49.801502, 9.972364, 35.513757, 16.097601, 22.812689, 24.309438, 8.689112, 37.507949, 0.157703, 52.966475, 0.000000, 67.477904, 4.710924, 76.702052, 18.467833, 80.174015, 32.532788, 84.131020, 46.902902, 86.064299, 62.022520, 87.230926, 77.380807, 87.106403, 91.795682, 86.607012, 106.431708, 85.133146, 121.059167, 83.607115, 136.070224, 82.421435, 150.481266, 82.069821, 165.156772, 82.568620, 179.405293, 83.196339, 194.167954, 83.963958, 209.248533, 84.038414, 222.957499, 83.739893, 238.108719, 79.592007, 251.627341, 66.719489, 262.915945, 57.152253, 264.837619, 51.776414, 265.100116
Type03, L, 270, 59.069227, 270.638606, 54.183197, 270.499254, 43.548511, 269.117976, 31.260969, 257.247067, 26.409524, 242.572947, 23.087169, 227.437762, 20.849010, 212.506851, 18.732612, 197.821224, 16.458410, 182.570423, 13.113864, 167.465665, 10.448858, 152.959123, 7.271175, 138.163382, 4.463191, 124.075660, 1.985802, 109.927514, 0.774053, 94.365554, 0.000000, 80.318972, 0.773646, 65.712465, 4.176507, 50.403018, 9.515230, 36.162950, 16.754400, 22.281954, 25.698152, 8.518134, 40.078494, 0.615271, 54.415465, 0.000000, 69.791821, 6.924666, 76.930678, 21.573831, 82.023834, 35.587551, 85.558361, 50.760774, 87.554576, 64.894695, 88.052145, 80.104854, 87.788681, 92.983342, 86.744159, 108.841449, 85.821126, 123.502012, 85.122278, 138.923775, 84.774357, 153.645092, 84.835917, 165.938009, 85.508612, 181.566848, 86.623877, 196.509974, 87.543679, 211.651140, 88.087286, 226.517527, 87.794815, 239.866616, 86.112569, 255.821013, 74.759823, 268.148041, 64.213471, 269.979982, 59.651322, 271.056702
Type03, L, 275, 58.233950, 275.665536, 53.171200, 275.318180, 42.476413, 273.721117, 30.485788, 261.388153, 25.837604, 247.111894, 22.344029, 231.016302, 20.001536, 215.346102, 18.440530, 201.244954, 15.819492, 185.090358, 13.052519, 170.725558, 9.529604, 154.248529, 6.747513, 140.623894, 3.741735, 126.199063, 1.617202, 110.817676, 0.204737, 97.117364, 0.000000, 81.202554, 1.210885, 66.276394, 4.081184, 51.866466, 8.658927, 36.950076, 14.629747, 23.189410, 23.322747, 8.956463, 37.793080, 0.495534, 52.215920, 0.000000, 67.359294, 7.241249, 76.332891, 21.238062, 80.987685, 35.533301, 85.148557, 51.406750, 87.286847, 64.787763, 89.107164, 79.563690, 89.178368, 95.202285, 88.530192, 110.466629, 86.544569, 124.978756, 84.482005, 139.865931, 83.428023, 155.969355, 84.186371, 170.008974, 85.853100, 186.116031, 87.022975, 201.073799, 87.663985, 216.320892, 89.164139, 231.607661, 89.189345, 246.442234, 85.379531, 261.009999, 73.681590, 273.386027, 62.735755, 275.208189, 59.006703, 275.690443
Type03, L, 280, 65.979005, 280.534443, 70.963923, 279.928784, 81.417500, 274.693765, 89.264031, 259.725181, 90.799538, 244.625791, 89.790849, 229.585864, 89.267393, 213.780071, 88.655101, 199.019190, 87.366304, 183.026049, 86.276992, 167.721993, 85.790145, 152.090489, 86.552740, 136.527384, 88.853531, 121.088417, 90.385360, 106.422723, 90.489276, 90.726913, 89.531589, 75.399637, 87.507983, 59.320987, 84.797040, 44.312226, 81.467475, 28.720055, 75.477516, 14.028109, 61.774616, 2.565085, 46.636599, 0.000000, 31.206876, 4.787912, 19.070842, 17.034317, 11.722410, 31.715321, 6.191707, 46.203826, 2.423387, 61.899707, 0.513243, 76.011724, 0.000000, 91.342980, 0.946521, 106.940055, 2.890748, 122.033533, 6.127889, 139.992356, 9.138680, 152.922835, 12.661586, 169.125616, 15.767329, 183.169196, 18.305794, 197.529286, 20.746142, 213.816342, 21.764021, 229.248857, 23.887153, 243.271017, 27.774569, 258.678950, 35.945094, 273.361269, 51.157712, 281.679638, 60.645283, 281.065884, 66.164000, 281.264183
Type04, L, 230, 54.835592, 230.519897, 50.613124, 230.320070, 42.252738, 230.207609, 29.366011, 221.752720, 24.107243, 209.386717, 21.842288, 195.953000, 20.069850, 183.676771, 17.832639, 170.475752, 15.504676, 157.891000, 12.904761, 144.982292, 10.106722, 132.415171, 7.453711, 119.852769, 4.640139, 107.175345, 1.958272, 94.912344, 0.241483, 81.253440, 0.000000, 69.276652, 1.739402, 55.579815, 4.998089, 43.295735, 9.715492, 30.560837, 16.116763, 18.632609, 24.923004, 7.724149, 37.380626, 0.713066, 49.921122, 0.000000, 62.966801, 3.542675, 73.865238, 12.943322, 79.279168, 25.557066, 81.708165, 38.275517, 82.170046, 51.364315, 81.051913, 64.233211, 79.649931, 77.489309, 78.330972, 89.768347, 77.458156, 102.694015, 76.779519, 115.162098, 76.407376, 128.380557, 78.182132, 140.713065, 79.534575, 153.879295, 80.692731, 165.772546, 81.457615, 179.374211, 82.072153, 191.773121, 81.540678, 204.420226, 78.402744, 217.674532, 68.022587, 228.016096, 59.214987, 229.523661, 55.073660, 230.721133
Type04, L, 235, 55.931561, 235.929853, 51.643141, 235.904334, 42.727618, 235.294742, 31.048021, 226.350470, 24.964385, 213.713555, 21.453738, 202.220263, 19.453017, 188.545422, 17.873566, 176.174181, 15.713338, 163.191317, 13.028166, 150.305383, 10.264420, 137.218328, 7.377101, 124.219957, 4.745834, 111.545377, 2.218977, 98.291659, 0.529073, 85.400011, 0.000000, 72.277806, 1.104361, 59.492484, 3.837454, 46.682366, 8.064110, 33.997220, 14.081428, 21.600418, 22.498324, 10.110053, 34.481016, 2.069937, 47.628502, 0.000000, 60.910233, 3.748828, 71.586807, 13.801472, 77.388395, 25.986032, 80.867680, 38.565276, 82.185169, 51.162699, 82.797353, 64.672229, 81.827883, 77.403666, 80.438470, 91.053873, 78.757953, 103.754921, 77.473153, 117.878603, 77.126753, 130.484928, 77.894361, 144.339526, 79.063612, 156.883840, 80.645466, 169.957020, 81.986127, 183.103888, 82.846480, 196.789983, 81.827956, 209.615837, 78.805279, 222.905189, 68.514096, 233.807341, 59.893280, 235.365064, 56.086716, 236.076208
Type04, L, 240, 58.744344, 241.196667, 54.003927, 241.065195, 45.290779, 238.643417, 32.967988, 230.554650, 26.836150, 217.299915, 23.631558, 204.051159, 21.177558, 190.139801, 19.537173, 177.439749, 16.658540, 164.101552, 14.306546, 151.219811, 11.674580, 138.685239, 8.837325, 124.556796, 6.245032, 112.172504, 3.749747, 98.428914, 1.293082, 85.828731, 0.000000, 72.311524, 0.932047, 59.581853, 4.564149, 46.325447, 9.525320, 33.514319, 15.319465, 20.942909, 23.872941, 9.038756, 36.826159, 2.609596, 50.015178, 0.000000, 63.175721, 4.150021, 73.754201, 15.446541, 79.457840, 27.773128, 82.765336, 41.268193, 84.145360, 54.786691, 84.417770, 67.741809, 83.937936, 80.772163, 82.278153, 94.213951, 80.549639, 107.344917, 79.144949, 120.814143, 78.889408, 133.812234, 79.895560, 146.886537, 81.211508, 160.493587, 82.775488, 173.120815, 82.910009, 186.079585, 83.735757, 199.835491, 85.080677, 212.513691, 80.582730, 224.973702, 72.373076, 237.322829, 63.231209, 240.761554, 58.844574, 241.156626
Type04, L, 245, 58.595614, 246.056335, 53.839957, 245.856878, 44.849450, 244.842881, 32.231846, 235.266610, 27.278107, 222.570998, 24.085537, 209.145651, 22.512951, 195.774141, 20.545267, 181.977469, 18.216873, 168.901549, 15.213885, 155.297848, 12.232935, 141.898432, 8.831932, 128.508748, 5.949069, 115.442198, 2.876588, 102.275628, 0.671970, 88.175262, 0.000000, 74.802600, 1.745190, 61.102216, 4.780975, 48.228488, 9.514359, 34.733175, 14.452250, 21.662814, 23.075940, 9.252763, 36.218297, 2.070943, 49.256141, 0.000000, 63.003671, 4.776155, 73.976313, 15.275091, 79.625857, 28.305213, 83.254672, 41.342931, 87.212894, 54.278705, 85.645234, 68.297734, 84.786201, 81.901708, 81.868330, 95.770088, 80.574511, 108.854530, 79.733658, 121.948154, 80.297411, 136.690748, 80.986912, 148.992689, 82.425055, 163.664621, 83.805367, 177.232001, 85.192860, 191.267331, 86.105522, 204.687562, 86.451630, 218.000498, 82.933033, 231.626902, 71.685588, 242.936073, 63.030584, 244.920976, 58.655050, 246.214768
Type04, L, 250, 61.650308, 250.895929, 57.296067, 250.972847, 47.696085, 249.174223, 35.306468, 239.318539, 28.431023, 225.945793, 25.334840, 212.051311, 24.041245, 197.336448, 21.809873, 182.810766, 19.049684, 169.459096, 15.650732, 155.517964, 12.199902, 142.459220, 8.614081, 128.842693, 5.280887, 115.304684, 2.425900, 101.704176, 0.452092, 87.514542, 0.000000, 73.103874, 2.227618, 59.543369, 5.959930, 45.748520, 11.117963, 32.442054, 17.060300, 19.076675, 27.224620, 7.280149, 40.716950, 1.533564, 53.934788, 0.000000, 68.067622, 5.583005, 78.243524, 16.944338, 84.494716, 29.760745, 88.659380, 44.057239, 89.841551, 56.992999, 89.938159, 71.680158, 88.452437, 84.767039, 86.615531, 98.630129, 84.590389, 112.383832, 83.575963, 126.292380, 83.082736, 140.628349, 84.390524, 154.268150, 86.359278, 168.881805, 87.613367, 182.647366, 88.430274, 194.566802, 90.093712, 209.633056, 89.713117, 223.065603, 86.619612, 236.743104, 75.638511, 248.748467, 65.821596, 250.035415, 61.870855, 251.260368
Type04, L, 260, 58.756953, 260.850804, 54.185293, 260.340881, 44.009111, 258.426864, 32.446024, 246.988345, 27.851099, 232.848548, 25.035436, 218.672454, 22.945259, 204.607512, 20.833981, 190.143235, 18.160431, 175.786931, 15.259143, 161.789000, 11.909744, 147.581442, 8.577702, 133.594966, 5.503836, 119.279293, 2.304844, 104.977016, 0.324953, 91.155113, 0.000000, 76.528295, 2.230359, 62.570892, 5.947030, 48.520794, 11.021067, 34.320391, 16.737748, 20.872196, 26.622235, 7.852889, 40.412353, 1.403732, 54.326684, 0.000000, 68.781402, 5.586393, 78.448054, 18.635034, 84.030919, 31.820599, 88.076258, 46.281276, 89.660658, 59.864598, 89.382271, 74.592867, 87.354524, 88.691733, 85.123190, 102.652523, 83.197200, 116.855156, 82.128392, 131.240232, 82.449373, 145.524275, 83.415571, 160.568739, 84.956461, 175.107966, 86.682235, 189.396400, 88.378671, 203.639856, 89.678905, 218.850705, 89.383446, 233.364151, 84.874439, 247.369594, 73.117453, 259.349727, 63.156327, 260.506412, 59.281250, 260.776035
Type04, L, 265, 59.831871, 265.790362, 55.122759, 265.406847, 45.426834, 264.704208, 32.503797, 253.656800, 27.547594, 239.360411, 24.323036, 224.729564, 22.286020, 209.660302, 20.746353, 195.463428, 18.102785, 179.918328, 15.369169, 166.042071, 12.178419, 151.344795, 9.004213, 136.868818, 5.827358, 122.854779, 3.047612, 108.162694, 0.647042, 93.748744, 0.000000, 79.491576, 1.830247, 64.384576, 5.343419, 50.561540, 10.202238, 36.143773, 15.810646, 22.216218, 24.718697, 8.690647, 38.928405, 1.142664, 53.275248, 0.000000, 68.442150, 5.337439, 78.690252, 18.429085, 84.125844, 32.282938, 87.523448, 47.114116, 90.241686, 60.800303, 90.390873, 75.329091, 88.713234, 90.070404, 86.945347, 103.899378, 85.453163, 118.699568, 84.295167, 133.289891, 84.281051, 148.016943, 84.771298, 162.261516, 86.454086, 176.645526, 88.023250, 191.569534, 89.641655, 205.877139, 90.485783, 221.092818, 89.584788, 235.861443, 86.155803, 250.952212, 75.331981, 263.730163, 64.600336, 265.052981, 60.254242, 265.945231
Type04, L, 270, 62.599753, 270.958081, 57.235110, 270.905493, 47.295053, 269.822043, 33.976229, 258.757768, 28.467271, 244.598583, 25.751976, 230.001227, 23.276223, 215.020033, 20.843047, 200.092724, 18.327171, 185.470345, 15.420088, 170.614190, 12.260770, 155.835947, 9.132098, 141.196957, 5.904514, 126.215881, 2.533704, 111.055604, 0.000000, 96.207063, 0.247035, 81.753245, 2.987838, 66.881344, 5.348478, 52.254108, 9.535443, 37.153261, 16.336529, 23.291247, 26.510447, 10.124179, 40.518803, 1.595993, 55.139324, 0.000000, 70.762386, 4.940207, 80.478752, 18.362627, 86.099427, 31.855411, 90.256308, 47.050656, 91.679594, 61.618104, 91.045989, 76.636150, 88.843717, 91.577275, 86.703967, 106.331090, 85.279563, 121.047962, 84.392755, 134.888609, 84.230587, 150.427857, 85.197347, 164.906579, 86.886841, 180.125755, 88.981888, 194.228017, 90.646168, 209.381134, 91.717549, 224.613738, 90.905457, 238.761400, 87.741028, 253.550028, 78.298487, 267.584098, 67.005906, 270.376110, 63.087082, 270.752753
Type04, L, 280, 64.241868, 281.228805, 58.944738, 280.830550, 48.118919, 280.156135, 34.817526, 268.749757, 28.915659, 253.820515, 25.328319, 238.393234, 22.889852, 222.740788, 20.931741, 207.306627, 18.335584, 192.198052, 15.099693, 176.355877, 11.988699, 161.948268, 8.738013, 146.665578, 5.758467, 131.923939, 3.012840, 117.130956, 0.728328, 101.000784, 0.000000, 85.524309, 1.617529, 69.609696, 5.347370, 55.077341, 10.647040, 39.441426, 16.380360, 25.319893, 25.814551, 10.589392, 40.534436, 2.355355, 55.565863, 0.000000, 71.742216, 5.124967, 82.314716, 19.010065, 88.837416, 33.428821, 92.835099, 48.612421, 94.100619, 63.172851, 93.992001, 79.147880, 92.640145, 94.521972, 90.834064, 109.030411, 89.181424, 125.100746, 87.659357, 139.955785, 87.268399, 155.506241, 87.732243, 170.600420, 89.447841, 186.625732, 91.056148, 201.811554, 92.852955, 216.824811, 94.294185, 232.387487, 93.667610, 248.785158, 91.182111, 263.662643, 80.670498, 277.508414, 69.517764, 280.396030, 64.559546, 281.150608
Type05, L, 240, 55.188443, 241.077457, 50.898204, 241.014688, 41.566362, 239.368342, 30.590860, 229.266210, 25.911384, 216.453342, 22.961598, 203.228989, 20.898596, 189.849797, 19.700141, 176.198338, 18.470657, 162.032877, 16.391941, 148.970598, 12.872253, 136.058533, 8.158529, 123.578314, 3.516580, 110.983597, 0.669919, 98.158009, 0.000000, 83.894757, 1.287415, 71.112731, 4.274617, 57.636211, 8.263138, 44.822303, 13.659148, 31.911616, 20.097775, 19.617309, 29.738471, 8.335319, 41.904895, 1.901555, 55.826036, 0.000000, 69.137402, 6.585131, 74.037550, 20.172704, 78.530242, 32.511264, 82.433133, 45.325991, 83.937527, 57.721833, 82.797407, 71.114766, 79.884606, 84.231127, 75.948065, 97.211835, 72.351687, 110.429471, 70.321621, 123.398427, 71.033661, 136.862115, 72.734757, 149.394795, 75.443223, 162.709757, 78.580995, 175.206547, 81.683661, 188.619778, 83.904907, 201.318725, 83.032118, 214.612767, 79.079356, 227.987824, 68.629847, 238.747552, 59.227611, 240.480264, 55.683514, 241.345310
Type05, L, 260, 58.040987, 260.914950, 53.922950, 260.505839, 43.879560, 258.257064, 33.822559, 245.479296, 29.786115, 231.728055, 26.364448, 218.253786, 24.460007, 202.978224, 22.958495, 188.789982, 21.556143, 174.834452, 19.146576, 160.493423, 15.008246, 146.012385, 10.483970, 132.385237, 5.828937, 118.534816, 2.012796, 105.065137, 0.000000, 89.602340, 0.360986, 76.127670, 2.902595, 62.319282, 6.507302, 48.233796, 12.127804, 34.496363, 18.093604, 20.835345, 26.653988, 7.609763, 40.795404, 1.091343, 54.164441, 0.000000, 68.615320, 7.350480, 76.097968, 20.769205, 80.229033, 34.886212, 84.527354, 48.785896, 86.863782, 63.279845, 87.408589, 78.014486, 85.272872, 92.630695, 82.217761, 106.103522, 78.604624, 120.260400, 75.800391, 134.076010, 74.854862, 147.444307, 76.184081, 162.830820, 78.768190, 176.969444, 81.909148, 190.592849, 84.863422, 204.750598, 87.268957, 218.379767, 87.245577, 232.394851, 83.789449, 246.419805, 73.301930, 258.903295, 62.868006, 260.320365, 58.184542, 261.144258
Type05, L, 280, 63.878235, 281.255408, 68.928707, 280.766509, 79.539730, 277.523880, 90.469601, 263.362936, 93.049796, 248.259972, 91.675756, 233.102544, 89.203495, 217.755795, 86.273930, 202.900847, 82.972801, 187.564307, 80.229869, 173.163650, 78.700502, 157.152991, 79.779842, 141.985687, 82.564901, 126.542667, 86.884152, 111.805083, 90.883913, 96.608747, 92.990470, 81.795487, 91.601757, 65.421533, 88.706816, 50.416093, 84.149086, 35.578243, 81.392712, 21.035325, 71.764599, 5.877396, 56.590964, 0.000000, 40.511838, 2.062947, 26.617724, 11.688594, 17.523880, 26.062071, 11.277022, 40.658887, 5.825202, 55.766658, 2.225999, 70.744074, 0.051268, 86.302523, 0.000000, 101.862485, 2.329261, 117.262822, 6.422832, 131.996860, 11.088429, 146.191685, 16.212648, 161.705038, 19.559060, 176.698901, 22.604491, 192.310466, 24.451371, 207.831733, 25.980949, 222.289717, 27.735935, 236.634382, 30.700942, 251.596632, 36.158742, 266.572741, 48.259669, 279.297828, 59.235943, 281.190373, 63.649418, 281.258445
Type05, L, 290, 67.680455, 290.982259, 62.996187, 291.217603, 51.919978, 289.516709, 38.920207, 276.705694, 33.067364, 261.374902, 29.197429, 245.694913, 26.497105, 230.260669, 24.442419, 213.952721, 22.774048, 198.298894, 20.377113, 182.000539, 16.639461, 166.814292, 11.672625, 151.005469, 6.412660, 135.290063, 2.128512, 119.442724, 0.000000, 104.216356, 0.011602, 88.291568, 2.414541, 71.596347, 6.241070, 56.715644, 11.523327, 41.122385, 18.006121, 25.965166, 27.279403, 11.477673, 42.426631, 1.905395, 57.693548, 0.000000, 73.805074, 6.423520, 84.221744, 20.948191, 88.853953, 36.251166, 92.724238, 51.403200, 95.912599, 67.823418, 97.637471, 82.994640, 96.060914, 99.299881, 91.761166, 114.218673, 87.128508, 130.321030, 83.716051, 144.939955, 82.162970, 162.136533, 83.623690, 179.447321, 86.651001, 194.574426, 90.139208, 210.463704, 93.732315, 225.791687, 96.768464, 241.638227, 97.346131, 258.248209, 95.426250, 273.288110, 84.052529, 287.877134, 72.512027, 290.048095, 67.787706, 291.299852
Type06, L, 230, 51.908930, 230.250785, 47.921319, 229.711400, 39.088917, 227.568055, 28.863488, 217.331758, 23.980405, 205.397714, 21.241035, 192.862202, 19.919650, 180.318284, 18.236728, 167.105817, 16.009312, 155.774093, 13.010804, 142.273873, 9.767407, 130.070323, 6.864895, 117.841648, 3.750586, 104.970336, 1.602019, 92.829741, 0.000000, 79.746385, 0.314526, 66.934426, 1.973378, 54.249995, 5.149832, 41.715267, 9.458839, 29.010717, 15.223421, 17.112410, 24.368315, 5.990851, 36.503856, 0.000000, 49.654772, 0.030406, 61.945090, 6.686957, 69.679470, 17.872808, 74.083339, 30.113366, 77.414426, 42.104797, 79.673018, 54.338593, 80.259125, 67.545126, 79.748526, 80.117144, 78.653636, 91.975281, 76.971654, 105.161449, 75.604290, 117.669644, 74.696999, 130.125000, 74.843249, 143.367692, 75.955612, 155.927879, 77.874814, 168.789072, 79.236258, 181.107211, 80.268994, 193.521580, 79.907377, 206.386299, 76.137828, 219.298516, 64.692196, 228.588690, 56.247055, 229.962814, 51.719856, 230.136241
Type06, L, 240, 54.182934, 241.121290, 49.650340, 240.579386, 40.533105, 238.765867, 29.978881, 228.121238, 25.492898, 215.787524, 22.104835, 202.138509, 19.909719, 190.098264, 17.784121, 176.596221, 15.654828, 163.616304, 12.924459, 150.548279, 10.288232, 137.820260, 6.993693, 126.230379, 3.648698, 112.471332, 1.041654, 99.446774, 0.000000, 86.453818, 0.254927, 73.648819, 1.849957, 61.564185, 4.580509, 48.534667, 8.819161, 35.665628, 13.968299, 23.230720, 21.701525, 10.864482, 33.571947, 2.654191, 46.685383, 0.000000, 60.404613, 4.378685, 69.790318, 15.787832, 75.376152, 28.474971, 79.099711, 40.937838, 80.964614, 53.967899, 81.745277, 67.520107, 81.261761, 80.607538, 80.129922, 93.869555, 78.356925, 107.276924, 76.718304, 121.316811, 75.902015, 133.716940, 76.159592, 148.158143, 77.299095, 160.830620, 78.854458, 174.428654, 80.498990, 187.789946, 81.924536, 201.568885, 81.281846, 214.229352, 77.171214, 227.726397, 67.346288, 238.764228, 58.023033, 240.595632, 54.691923, 241.144285
Type06, L, 250, 55.072830, 250.703640, 50.808822, 250.522371, 41.198314, 248.368979, 30.613940, 237.276828, 24.479078, 224.392187, 20.884875, 211.057749, 19.286727, 197.228752, 17.626245, 183.515872, 15.224428, 169.570841, 12.426936, 155.801334, 9.330247, 142.045431, 6.367144, 129.662791, 3.349443, 115.813268, 1.154916, 101.731869, 0.000000, 88.523974, 0.013988, 75.128604, 1.552680, 61.049391, 4.585631, 47.682149, 9.325020, 34.262799, 15.703635, 21.506952, 24.363058, 8.994319, 37.275446, 0.884750, 51.049124, 0.000000, 64.751656, 6.443545, 72.707980, 19.288316, 78.001668, 32.079444, 81.530868, 45.730923, 83.494694, 59.950982, 84.681357, 73.442261, 84.737564, 86.856075, 82.981940, 100.575832, 80.783037, 114.491000, 79.780977, 127.749619, 79.475734, 141.377221, 79.888113, 155.985604, 80.818267, 169.095817, 81.999909, 183.137999, 83.393917, 196.641808, 84.941316, 211.313990, 84.324594, 224.175440, 80.570789, 237.899651, 69.067783, 248.759817, 59.553900, 250.191354, 55.153956, 250.834993
Type06, L, 270, 61.112411, 271.388328, 56.499511, 271.363398, 46.165564, 270.074160, 33.259293, 258.998113, 27.766294, 244.881284, 24.805709, 230.882436, 22.328184, 216.190830, 20.451172, 201.089748, 18.291450, 186.941610, 15.955289, 171.856195, 12.634351, 157.323496, 8.555537, 142.595937, 4.900239, 128.133795, 1.607032, 113.808259, 0.000000, 98.047236, 0.322962, 83.452522, 2.216689, 68.523232, 5.371691, 54.129945, 10.091550, 39.732819, 15.558560, 25.563793, 24.426634, 11.612559, 38.057345, 2.669985, 53.191040, 0.000000, 67.644199, 6.537841, 77.464204, 19.777374, 83.285653, 34.010387, 87.252386, 48.310713, 89.098822, 63.620770, 89.743299, 79.552707, 88.922956, 94.124740, 87.268682, 108.976708, 85.463958, 123.369930, 83.694033, 137.696790, 82.678097, 152.550991, 82.949865, 166.791971, 84.354166, 182.624603, 86.112023, 196.441619, 87.969416, 211.905106, 89.494923, 225.038922, 89.603834, 240.499870, 86.267594, 254.292423, 76.203579, 268.392117, 65.478609, 270.326502, 61.698985, 271.685407
Type06, L, 280, 64.234222, 281.704637, 59.265163, 281.472886, 49.189821, 280.373369, 34.881633, 269.703116, 28.260014, 254.746231, 25.440702, 239.930747, 23.141697, 224.953818, 21.519068, 208.650903, 19.600251, 194.670586, 16.775801, 178.052402, 13.819735, 164.338587, 9.864071, 148.834652, 5.714585, 133.122724, 2.296402, 118.243478, 0.000000, 103.104348, 0.435166, 87.350387, 2.741367, 72.441174, 5.764887, 56.908739, 9.403728, 42.692561, 15.056495, 28.148239, 24.205987, 13.936926, 37.357086, 3.903724, 53.132919, 0.000000, 68.633105, 6.686944, 79.509121, 20.211403, 85.833434, 34.664917, 89.709168, 49.415253, 91.685682, 64.057866, 92.902171, 79.817821, 92.833730, 94.540788, 91.476121, 110.299430, 89.342030, 125.160528, 87.290548, 140.986704, 86.204168, 156.586869, 86.619583, 170.758297, 87.581755, 186.576202, 89.330305, 201.839013, 90.873972, 217.364668, 92.632021, 232.713723, 93.015690, 248.289292, 90.268057, 263.555245, 80.254359, 277.674247, 69.608891, 281.318223, 64.216748, 281.438920
Type07, L, 250, 59.351731, 251.032554, 54.517822, 250.724149, 45.554166, 249.676036, 32.520436, 240.145210, 27.084338, 226.933884, 23.922404, 213.354385, 21.248324, 199.664896, 19.257186, 186.238954, 17.450474, 171.969988, 14.991660, 158.245542, 11.841726, 145.247113, 8.204733, 131.996339, 4.723399, 118.840568, 1.983245, 105.647662, 0.033794, 91.859904, 0.000000, 77.650927, 1.960414, 64.314750, 5.508390, 50.817625, 10.774491, 37.429641, 17.286788, 24.554075, 25.539884, 11.985996, 37.887874, 2.761363, 51.410162, 0.000000, 65.296277, 3.411628, 76.122815, 14.957081, 81.383227, 28.188992, 84.120264, 41.909827, 84.883490, 54.877098, 85.913592, 68.472221, 86.041195, 83.590170, 84.347046, 96.373523, 82.587603, 109.936459, 82.415332, 123.701677, 82.887677, 138.906245, 82.831224, 153.624186, 83.050868, 166.488509, 83.435924, 179.282199, 84.527926, 193.593653, 85.859566, 207.279216, 86.154400, 221.827193, 83.151481, 235.050764, 73.651019, 248.119734, 63.912561, 250.532399, 59.907148, 250.865240
