Model,Cluster_ID,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,1,13.23415,12.24141,3.65706,1.14176,6.28400,0.91651,1.92504,418.67970,0.95106,0.97487,0.00000
PCA_KRR,2,13.00437,12.05890,3.12735,0.82395,7.58409,1.45773,0.39765,390.96398,0.96422,0.98177,0.00000
PCA_KRR,3,12.85016,11.87106,3.15796,0.77764,8.66891,1.50674,0.79345,376.77364,0.96568,0.98254,0.00000
PCA_KRR,4,13.46403,12.51631,3.39479,0.63285,7.83204,1.28634,0.20391,407.96874,0.97484,0.98726,0.00000
PCA_LINEAR,1,13.59259,12.60548,6.05990,1.86874,5.33701,0.81657,1.60119,641.99078,0.92491,0.96086,0.00000
PCA_LINEAR,2,13.12903,12.21946,7.45998,2.21668,18.83115,2.04817,5.66580,823.59467,0.91625,0.95616,0.00000
PCA_LINEAR,3,10.42164,9.40176,10.21305,2.96031,38.66344,2.85001,10.21305,1104.43847,0.89404,0.94404,0.00000
PCA_LINEAR,4,13.46436,12.51880,3.39862,0.78266,7.86261,1.28833,0.08928,408.57068,0.96960,0.98456,0.00000
PCA_SVR,1,13.45799,12.50815,3.94503,1.16060,6.36723,0.87052,2.93858,350.52419,0.95036,0.97450,0.00000
PCA_SVR,2,13.12221,12.22171,3.15109,0.77968,6.45579,1.28284,1.25806,361.88295,0.96668,0.98304,0.00000
PCA_SVR,3,12.48066,11.52322,4.45522,1.12928,11.32355,1.43485,1.53628,475.00869,0.95394,0.97634,0.00000
PCA_SVR,4,13.67131,12.77772,3.35920,0.71372,6.39913,1.18008,1.41842,358.43648,0.96979,0.98466,0.00000
PURE_GPR,1,13.20345,12.20281,3.62066,1.17813,6.33806,0.88881,1.85737,423.90073,0.94935,0.97397,0.00000
PURE_GPR,2,13.01038,12.06659,3.17054,0.89320,7.64008,1.44565,0.52333,396.21348,0.96222,0.98072,0.00000
PURE_GPR,3,12.75664,11.77198,3.11992,0.80293,8.70116,1.52350,0.59839,380.85506,0.96509,0.98223,0.00000
PURE_GPR,4,13.45856,12.50855,3.39017,0.60998,7.83463,1.28723,0.08569,408.40368,0.97570,0.98770,0.00000
PURE_KRR,1,13.16074,12.16225,3.62618,1.14135,6.46620,0.88576,1.72979,422.55258,0.95048,0.97456,0.00000
PURE_KRR,2,12.99686,12.05179,3.11597,0.80227,7.57901,1.45492,0.36746,390.24459,0.96489,0.98211,0.00000
PURE_KRR,3,12.86934,11.88724,3.17605,0.76544,8.66313,1.49714,0.67521,374.74480,0.96606,0.98274,0.00000
PURE_KRR,4,13.46137,12.51319,3.39244,0.62086,7.81851,1.28618,0.17622,408.29283,0.97541,0.98755,0.00000
PURE_SVR,1,13.30630,12.27304,3.74262,1.14857,7.47482,0.93250,1.57956,442.47624,0.95066,0.97463,0.00000
PURE_SVR,2,13.06184,12.11529,3.24618,0.80449,7.70680,1.44377,0.39002,442.82072,0.96526,0.98229,0.00000
PURE_SVR,3,12.83191,11.88805,3.08550,0.73406,7.87424,1.51547,0.44374,371.54894,0.96714,0.98330,0.00000
PURE_SVR,4,13.47125,12.52682,3.39410,0.62211,7.68972,1.30246,0.09129,400.84617,0.97513,0.98741,0.00000
RATIO_CTRL,1,3.64937,3.33945,4.65131,1.74854,3.16323,3.07387,1.73281,550.03377,0.93715,0.96746,0.00000
RATIO_CTRL,2,2.89079,2.56759,4.77235,1.77655,4.63451,3.07152,0.71170,671.01197,0.93898,0.96832,0.00000
RATIO_CTRL,3,4.48836,3.70220,7.37957,3.01876,8.75784,5.77476,0.87612,1316.23378,0.89936,0.94700,0.00000
RATIO_CTRL,4,1.47650,1.38446,2.12706,0.80768,2.23705,1.63336,0.53261,409.58664,0.96830,0.98375,0.00000
