Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,12.67537,11.78168,2.88614,0.65046,4.80166,1.30112,0.48196,145.32094,0.97423,0.98694,0.00000
Type00,2,240,PCA_LINEAR,9.87884,8.98465,9.92553,2.79392,37.56987,3.74880,9.92553,1297.72479,0.89849,0.94653,0.00000
Type00,2,240,PCA_SVR,12.83634,12.04760,2.88038,0.60027,1.78495,1.06710,1.39376,105.19843,0.97277,0.98619,0.00000
Type00,2,240,PURE_GPR,12.29414,11.41829,3.07928,0.65520,5.68777,1.44687,0.25663,171.68313,0.97322,0.98643,0.00000
Type00,2,240,PURE_KRR,12.60351,11.71462,2.88247,0.64552,4.89140,1.29352,0.46951,146.89059,0.97544,0.98757,0.00000
Type00,2,240,PURE_SVR,11.83794,10.99904,2.87214,0.51948,5.67258,1.36766,0.13278,253.98402,0.97678,0.98825,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,12.00069,11.08600,3.47762,0.89987,8.66030,1.61483,0.45327,635.36032,0.96282,0.98106,0.00000
Type00,2,245,PCA_LINEAR,9.92497,8.98121,9.77185,2.76745,37.34968,3.53595,9.42701,1532.19349,0.90221,0.94859,0.00000
Type00,2,245,PCA_SVR,12.17158,11.26597,3.30343,0.64857,8.13561,1.34571,0.21399,433.42965,0.97425,0.98696,0.00000
Type00,2,245,PURE_GPR,12.24063,11.33323,3.05704,0.89709,7.36068,1.52104,0.31587,634.75423,0.96213,0.98070,0.00000
Type00,2,245,PURE_KRR,12.03855,11.13016,3.48578,0.87944,8.69673,1.61780,0.48173,627.11227,0.96316,0.98124,0.00000
Type00,2,245,PURE_SVR,12.02105,11.14613,3.85936,1.08895,8.44659,1.50889,0.18170,719.39552,0.95797,0.97854,0.00000
Type00,2,245,RATIO_CTRL,2.42810,2.29182,2.87296,1.19052,1.34417,0.83684,0.68055,74.87581,0.95801,0.97855,0.00000
Type00,2,255,PCA_KRR,12.85295,11.80430,2.29930,0.90067,6.48635,0.92754,0.24621,58.95340,0.95587,0.97744,0.00000
Type00,2,255,PCA_LINEAR,10.45500,9.50450,10.10708,3.04060,37.18700,2.74035,9.29499,811.71122,0.89105,0.94239,0.00000
Type00,2,255,PCA_SVR,13.45402,12.58550,2.31781,0.56240,2.40221,0.99249,1.33164,160.82947,0.96881,0.98416,0.00000
Type00,2,255,PURE_GPR,13.21146,12.22806,2.16812,0.97141,6.13812,0.75163,0.46316,77.52854,0.95256,0.97570,0.00000
Type00,2,255,PURE_KRR,12.88236,11.85187,2.29102,0.86892,6.39045,0.93368,0.24938,63.86750,0.95535,0.97717,0.00000
Type00,2,255,PURE_SVR,13.28665,12.31496,2.61000,0.66800,5.77921,0.60973,0.43568,136.11467,0.96356,0.98144,0.00000
Type00,2,255,RATIO_CTRL,3.43670,2.79383,7.12044,2.15675,3.66374,2.88498,1.18960,979.05594,0.92215,0.95950,0.00000
Type00,2,265,PCA_KRR,13.79151,12.74868,3.54823,1.24683,9.96252,2.87777,0.88797,874.77305,0.95096,0.97486,0.00000
Type00,2,265,PCA_LINEAR,11.67302,10.36709,11.88394,3.28381,44.41930,5.24331,11.88394,1862.24944,0.89426,0.94418,0.00000
Type00,2,265,PCA_SVR,12.96637,11.86965,3.37978,0.88684,11.71694,2.05481,1.72964,578.30513,0.96774,0.98360,0.00000
Type00,2,265,PURE_GPR,13.75188,12.73201,4.19365,1.22000,10.30761,2.77121,0.55047,767.82763,0.95549,0.97724,0.00000
Type00,2,265,PURE_KRR,13.68433,12.65386,3.51639,1.26486,9.88740,2.87498,0.87318,881.90601,0.95094,0.97486,0.00000
Type00,2,265,PURE_SVR,13.95122,12.83728,3.24615,1.14749,9.28598,2.26379,1.35274,811.07083,0.95766,0.97837,0.00000
Type00,2,265,RATIO_CTRL,4.08632,3.91672,5.80930,2.46428,1.52243,1.63806,1.02555,280.98588,0.92037,0.95853,0.00000
Type00,2,270,PCA_KRR,13.39663,12.46958,3.04171,1.12876,4.51816,0.29960,0.01929,100.91805,0.95675,0.97790,0.00000
Type00,2,270,PCA_LINEAR,10.49750,9.59886,10.61609,3.03163,36.74139,2.81345,10.61609,1012.79938,0.89771,0.94610,0.00000
Type00,2,270,PCA_SVR,12.97123,12.00041,2.91432,0.74816,7.42628,1.17771,0.61538,364.26777,0.97203,0.98582,0.00000
Type00,2,270,PURE_GPR,13.11628,12.16565,3.02719,1.12362,4.40685,0.37893,0.15452,166.18916,0.96079,0.98000,0.00000
Type00,2,270,PURE_KRR,13.37170,12.42336,2.99972,1.11703,4.57915,0.29834,0.00555,100.53278,0.95781,0.97845,0.00000
Type00,2,270,PURE_SVR,13.36396,12.43538,3.83394,1.31352,3.77620,0.40948,0.39279,272.84521,0.95069,0.97472,0.00000
Type00,2,270,RATIO_CTRL,4.80163,4.27892,8.07378,3.22505,6.73929,4.64559,0.44800,1313.80243,0.89919,0.94692,0.00000
Type00,2,275,PCA_KRR,13.97563,12.94669,3.62411,1.07708,10.73492,2.09524,0.52396,707.66434,0.95891,0.97902,0.00000
Type00,2,275,PCA_LINEAR,11.30429,10.35657,9.72887,3.09031,37.98511,4.57564,9.34615,1889.01835,0.90348,0.94929,0.00000
Type00,2,275,PCA_SVR,12.76842,11.66948,4.26015,1.38484,18.39971,1.98051,1.44297,890.88139,0.95346,0.97618,0.00000
Type00,2,275,PURE_GPR,14.06107,13.02592,3.35370,1.28235,11.59133,2.24640,0.89240,845.50816,0.95556,0.97727,0.00000
Type00,2,275,PURE_KRR,14.06270,13.03252,3.63972,1.01042,10.47814,2.06495,0.50398,684.04884,0.96095,0.98009,0.00000
Type00,2,275,PURE_SVR,14.01243,12.90503,3.44341,0.71725,9.22785,1.49020,0.45199,465.09433,0.97337,0.98651,0.00000
Type00,2,275,RATIO_CTRL,4.17065,3.88715,4.45954,1.99032,6.85854,3.57755,1.86510,625.70434,0.93637,0.96714,0.00000
Type01,1,230,PCA_KRR,12.10598,11.31119,2.25344,0.50024,3.28696,0.64474,0.86070,246.97862,0.97593,0.98782,0.00000
Type01,1,230,PCA_LINEAR,11.69678,10.90830,2.62245,0.67317,6.90049,0.53511,0.73499,191.72105,0.97445,0.98706,0.00000
Type01,1,230,PCA_SVR,12.73084,12.08383,2.47381,0.70685,1.37797,0.14495,2.35442,67.84763,0.96699,0.98322,0.00000
Type01,1,230,PURE_GPR,12.01104,11.19039,2.24763,0.58100,3.56096,0.92949,0.49134,237.57130,0.97260,0.98611,0.00000
Type01,1,230,PURE_KRR,12.07218,11.27426,2.23918,0.50767,3.50116,0.57959,0.80708,246.57222,0.97577,0.98774,0.00000
Type01,1,230,PURE_SVR,11.84167,11.02201,2.37346,0.47414,5.69331,0.71637,0.07577,301.97852,0.97820,0.98898,0.00000
Type01,1,240,PCA_KRR,12.02946,10.99745,3.40641,0.80326,9.45973,1.23603,1.34036,349.09415,0.96627,0.98284,0.00000
Type01,1,240,PCA_LINEAR,12.32376,11.18620,4.27765,1.45317,11.62050,0.36054,1.98077,256.09847,0.94865,0.97365,0.00000
Type01,1,240,PCA_SVR,11.47385,10.43896,3.20155,0.96668,13.42333,1.52603,2.44930,547.22512,0.96316,0.98124,0.00000
Type01,1,240,PURE_GPR,12.20932,11.18448,3.14387,0.80010,8.90164,0.59835,0.78465,324.57899,0.96614,0.98278,0.00000
Type01,1,240,PURE_KRR,12.01956,10.99608,3.43524,0.81668,9.42752,1.32108,1.32834,362.94298,0.96561,0.98250,0.00000
Type01,1,240,PURE_SVR,12.65164,11.60279,3.15268,0.57631,9.72517,0.96569,0.78851,449.51208,0.97005,0.98480,0.00000
Type01,1,240,RATIO_CTRL,4.25243,4.15211,3.19024,1.31628,3.38974,1.19830,1.49451,219.25650,0.95577,0.97738,0.00000
Type01,1,250,PCA_KRR,12.59680,11.67428,3.71523,1.02107,5.23644,0.10235,0.98668,368.79978,0.95506,0.97701,0.00000
Type01,1,250,PCA_LINEAR,12.09005,11.24283,4.07071,1.34503,10.53778,0.08996,0.83031,442.32596,0.95119,0.97498,0.00000
Type01,1,250,PCA_SVR,12.61960,11.80910,2.93271,0.55295,4.23435,0.44193,0.79689,275.83292,0.97059,0.98508,0.00000
Type01,1,250,PURE_GPR,12.48228,11.55968,3.56069,1.00356,6.73866,0.09752,0.83554,469.80070,0.95612,0.97757,0.00000
Type01,1,250,PURE_KRR,12.62688,11.72803,3.65329,0.97050,4.81634,0.12916,1.05779,347.11174,0.95668,0.97786,0.00000
Type01,1,250,PURE_SVR,13.39225,12.37652,4.71718,1.63012,1.69592,0.87572,2.44901,286.19771,0.93799,0.96800,0.00000
Type01,1,250,RATIO_CTRL,2.17594,1.87603,3.09521,1.19323,1.04715,2.43926,0.56077,337.04330,0.95788,0.97849,0.00000
Type01,1,260,PCA_KRR,12.69905,11.70665,3.64815,0.86414,8.78126,1.85898,0.97041,433.22624,0.96346,0.98139,0.00000
Type01,1,260,PCA_LINEAR,12.63265,11.67950,6.60075,2.41651,13.16525,2.71651,3.31005,443.96505,0.92235,0.95961,0.00000
Type01,1,260,PCA_SVR,11.94939,10.94187,3.31457,1.00649,14.07124,1.79762,2.44129,628.28269,0.96127,0.98025,0.00000
Type01,1,260,PURE_GPR,12.81684,11.88097,4.23643,1.33722,7.96402,2.44935,1.00733,406.35428,0.94949,0.97409,0.00000
Type01,1,260,PURE_KRR,12.68567,11.69289,3.56071,0.79060,8.78893,1.71617,0.92156,425.57121,0.96646,0.98295,0.00000
Type01,1,260,PURE_SVR,12.68246,11.76102,3.15417,0.58360,7.13065,1.22459,0.22316,375.52964,0.97805,0.98891,0.00000
Type01,1,260,RATIO_CTRL,5.30641,5.05028,6.61678,2.25227,2.47765,0.81496,3.28004,659.79867,0.92822,0.96278,0.00000
Type01,1,280,PCA_KRR,14.12380,13.23011,3.41947,0.79968,6.54911,0.42923,0.61026,341.75742,0.96252,0.98090,0.00000
Type01,1,280,PCA_LINEAR,13.47926,12.67965,4.42314,1.72739,9.07628,0.29509,1.57804,225.08118,0.94259,0.97045,0.00000
Type01,1,280,PCA_SVR,14.69338,13.91415,3.48698,0.75081,2.50352,0.32824,1.91604,222.77627,0.96594,0.98268,0.00000
Type01,1,280,PURE_GPR,14.11209,13.21418,3.47031,1.02593,5.65076,0.20220,0.49272,179.91593,0.95810,0.97860,0.00000
Type01,1,280,PURE_KRR,14.05007,13.14099,3.49557,0.72634,7.18525,0.59282,0.39912,383.21848,0.96439,0.98187,0.00000
Type01,1,280,PURE_SVR,13.88189,12.96529,3.74075,0.64410,8.64779,0.94027,0.06441,465.70836,0.97557,0.98763,0.00000
Type01,1,280,RATIO_CTRL,4.15677,3.52841,8.78958,2.51408,3.84185,5.09285,1.97660,1588.61266,0.92289,0.95990,0.00000
Type02,3,230,PCA_KRR,11.88854,10.93530,2.87923,0.65011,6.51697,1.33183,0.23578,307.24481,0.96998,0.98476,0.00000
