Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,8.14022,7.54850,1.43883,0.44733,0.87604,0.47295,0.83159,11.93072,0.98101,0.99041,0.00000
Type00,2,240,PCA_LINEAR,6.63182,5.84019,10.22534,2.43742,35.21620,2.93222,10.09452,1174.57774,0.90605,0.95071,0.00000
Type00,2,240,PCA_SVR,8.20592,7.70309,1.37496,0.41812,1.23727,0.22878,1.37496,15.01819,0.97669,0.98821,0.00000
Type00,2,240,PURE_GPR,7.95009,7.36738,1.47210,0.44704,1.99409,0.66768,0.59170,83.41015,0.97657,0.98815,0.00000
Type00,2,240,PURE_KRR,8.07740,7.48707,1.37545,0.43096,1.13623,0.46119,0.73031,16.87631,0.98221,0.99103,0.00000
Type00,2,240,PURE_SVR,7.74299,7.17724,0.97286,0.27173,0.65089,0.53335,0.65861,114.32806,0.98424,0.99206,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,7.40157,6.76338,1.59573,0.70447,4.79722,0.84571,0.54457,431.34171,0.96891,0.98421,0.00000
Type00,2,245,PCA_LINEAR,6.89943,6.02942,10.46315,2.60284,35.63363,2.73897,10.46315,1370.57604,0.90316,0.94912,0.00000
Type00,2,245,PCA_SVR,7.20785,6.58194,1.44498,0.52370,7.43733,0.94403,1.33532,370.35033,0.97506,0.98737,0.00000
Type00,2,245,PURE_GPR,7.40407,6.79464,1.67079,0.69779,3.60511,0.70116,0.45511,413.32888,0.97098,0.98527,0.00000
Type00,2,245,PURE_KRR,7.41444,6.78842,1.54165,0.67719,4.64231,0.85402,0.47704,421.32476,0.97079,0.98518,0.00000
Type00,2,245,PURE_SVR,7.51476,6.89522,2.72574,0.92298,3.24320,1.05496,0.11549,533.56550,0.96360,0.98146,0.00000
Type00,2,245,RATIO_CTRL,2.43036,2.27945,2.74014,1.16364,0.27049,0.79771,0.33723,45.09275,0.95230,0.97557,0.00000
Type00,2,255,PCA_KRR,8.22458,7.42391,1.68375,0.65927,4.38105,0.18482,0.47327,36.87947,0.96627,0.98285,0.00000
Type00,2,255,PCA_LINEAR,7.03226,6.25988,10.78681,2.85448,36.35707,1.87742,10.78681,771.11235,0.89393,0.94399,0.00000
Type00,2,255,PCA_SVR,7.89606,7.14101,1.32339,0.42299,6.18703,0.73927,0.99375,250.30749,0.97765,0.98870,0.00000
Type00,2,255,PURE_GPR,8.28662,7.54631,2.06664,0.75967,3.37130,0.05120,0.15865,129.53670,0.96252,0.98090,0.00000
Type00,2,255,PURE_KRR,8.22479,7.44461,1.61559,0.63026,4.09320,0.19239,0.37571,38.28802,0.96663,0.98303,0.00000
Type00,2,255,PURE_SVR,8.28106,7.57567,1.01189,0.30338,2.97997,0.37870,0.02792,83.58673,0.98145,0.99064,0.00000
Type00,2,255,RATIO_CTRL,3.36675,2.71225,7.02685,2.09231,0.78795,2.80337,0.59125,869.34998,0.92316,0.96004,0.00000
Type00,2,265,PCA_KRR,9.14024,8.35350,2.11821,1.06040,4.44864,1.77435,0.56441,660.45376,0.95103,0.97490,0.00000
Type00,2,265,PCA_LINEAR,8.24679,7.05751,10.67207,2.85727,38.65603,3.85991,10.67207,1648.57209,0.89660,0.94548,0.00000
Type00,2,265,PCA_SVR,8.12745,7.34025,1.76049,0.49887,7.31389,0.95428,1.12273,380.33265,0.97550,0.98760,0.00000
Type00,2,265,PURE_GPR,9.39417,8.68229,2.47559,1.01502,4.99183,1.77456,0.83206,624.00015,0.95465,0.97680,0.00000
Type00,2,265,PURE_KRR,9.03400,8.26939,2.09134,1.06847,4.67038,1.76852,0.44570,673.19351,0.95069,0.97472,0.00000
Type00,2,265,PURE_SVR,9.20053,8.28603,2.20172,1.02223,4.13266,1.51496,0.31675,633.76663,0.95466,0.97681,0.00000
Type00,2,265,RATIO_CTRL,3.74253,3.61506,5.02428,2.01461,0.43362,1.91828,0.41505,324.42700,0.92905,0.96322,0.00000
Type00,2,270,PCA_KRR,8.47798,7.78870,2.62361,0.96929,0.37813,0.31913,0.35170,316.21553,0.95610,0.97756,0.00000
Type00,2,270,PCA_LINEAR,6.67649,5.78434,10.63290,2.77102,32.83988,1.80320,10.63118,773.08873,0.90165,0.94828,0.00000
Type00,2,270,PCA_SVR,7.89269,7.14569,1.75490,0.53641,4.28617,0.28552,1.38129,224.28437,0.97217,0.98589,0.00000
Type00,2,270,PURE_GPR,8.42233,7.70269,2.61125,0.94137,0.92548,0.19800,0.21591,301.43989,0.95772,0.97840,0.00000
Type00,2,270,PURE_KRR,8.47417,7.76175,2.58930,0.96443,0.54400,0.32296,0.28679,311.09653,0.95593,0.97747,0.00000
Type00,2,270,PURE_SVR,8.43092,7.78842,3.49389,1.20900,0.29261,0.77795,0.12084,475.43388,0.95187,0.97534,0.00000
Type00,2,270,RATIO_CTRL,4.51071,4.00751,7.59635,2.97123,5.85142,4.49407,0.31421,1372.76274,0.90199,0.94847,0.00000
Type00,2,275,PCA_KRR,8.94172,8.21807,1.36987,0.69894,6.27117,1.07654,0.79393,508.88624,0.96548,0.98244,0.00000
Type00,2,275,PCA_LINEAR,7.31990,6.51713,10.53821,2.88225,34.47305,3.01220,10.53821,1651.20525,0.90252,0.94876,0.00000
Type00,2,275,PCA_SVR,7.43504,6.57594,6.55153,1.28482,17.31723,1.00943,1.32958,817.05283,0.95506,0.97701,0.00000
Type00,2,275,PURE_GPR,8.64765,7.92327,1.81821,0.87892,6.71561,1.14748,1.26042,593.57526,0.96828,0.98389,0.00000
Type00,2,275,PURE_KRR,8.99663,8.27643,1.23486,0.64096,5.77827,1.05577,0.65109,481.61243,0.97109,0.98533,0.00000
Type00,2,275,PURE_SVR,9.12676,8.35256,1.01345,0.32006,4.16381,0.58795,0.67561,241.98115,0.98536,0.99262,0.00000
Type00,2,275,RATIO_CTRL,4.17912,3.90598,4.66526,2.01210,4.68078,3.84649,0.25119,671.88797,0.92843,0.96288,0.00000
Type01,1,230,PCA_KRR,7.74838,7.20781,0.94631,0.30980,0.16460,0.18031,0.65347,105.02570,0.98440,0.99214,0.00000
Type01,1,230,PCA_LINEAR,7.33681,6.77247,1.49715,0.38697,2.43747,0.03282,0.01251,120.23478,0.98136,0.99059,0.00000
Type01,1,230,PCA_SVR,8.38420,8.01213,2.36377,0.61477,4.94413,0.35501,2.36377,76.03971,0.97301,0.98632,0.00000
Type01,1,230,PURE_GPR,7.68835,7.13436,1.00129,0.40859,0.50356,0.50939,0.28183,106.40664,0.97979,0.98979,0.00000
Type01,1,230,PURE_KRR,7.71162,7.16572,0.96696,0.30826,0.43198,0.11388,0.57052,105.65580,0.98505,0.99247,0.00000
Type01,1,230,PURE_SVR,7.47318,6.91007,0.70061,0.20698,1.96335,0.26128,0.11523,144.51183,0.98895,0.99444,0.00000
Type01,1,240,PCA_KRR,7.68510,6.87949,1.48084,0.63733,4.52768,0.71629,0.45744,185.10322,0.96899,0.98425,0.00000
Type01,1,240,PCA_LINEAR,8.06994,7.06716,2.95392,1.40025,5.33750,0.25815,0.04376,155.91174,0.94343,0.97089,0.00000
Type01,1,240,PCA_SVR,7.22600,6.47365,2.10716,0.62186,8.64489,0.89196,1.94692,356.84074,0.97219,0.98590,0.00000
Type01,1,240,PURE_GPR,7.82181,7.02397,1.48204,0.59220,4.31102,0.09124,0.27508,153.65255,0.97077,0.98517,0.00000
Type01,1,240,PURE_KRR,7.66683,6.87514,1.39366,0.64311,4.50495,0.79942,0.45184,198.46144,0.96801,0.98374,0.00000
Type01,1,240,PURE_SVR,8.74905,7.94983,2.03284,0.28906,5.87220,0.47489,0.15277,324.30965,0.97869,0.98923,0.00000
Type01,1,240,RATIO_CTRL,4.25556,4.16217,3.39191,1.32763,1.39480,1.23048,0.03809,255.27826,0.95336,0.97613,0.00000
Type01,1,250,PCA_KRR,8.04312,7.31438,2.12120,0.79928,2.56838,0.41158,0.22523,201.70778,0.95770,0.97839,0.00000
Type01,1,250,PCA_LINEAR,7.54588,6.90451,3.11600,1.12983,5.95558,0.50300,0.13276,341.70311,0.95353,0.97621,0.00000
Type01,1,250,PCA_SVR,7.39610,6.74737,1.09468,0.36141,4.97705,0.42449,0.86981,275.16776,0.98378,0.99182,0.00000
Type01,1,250,PURE_GPR,7.89587,7.16931,2.10729,0.73389,4.11051,0.42125,0.40643,293.99753,0.96237,0.98082,0.00000
Type01,1,250,PURE_KRR,8.05926,7.36002,1.95484,0.74782,1.94698,0.37930,0.03080,178.01336,0.95950,0.97933,0.00000
Type01,1,250,PURE_SVR,9.81361,8.92131,4.07394,1.48509,1.92097,1.32000,0.79923,239.43893,0.93531,0.96657,0.00000
Type01,1,250,RATIO_CTRL,2.14304,1.86759,2.97786,1.17833,0.58759,2.41433,0.12780,381.44989,0.95573,0.97736,0.00000
Type01,1,260,PCA_KRR,7.86217,7.13647,1.42422,0.66807,3.14646,1.11819,0.04838,229.45432,0.96553,0.98246,0.00000
Type01,1,260,PCA_LINEAR,8.26270,7.44727,5.73139,2.35435,4.92468,1.88955,0.45576,324.42006,0.91460,0.95540,0.00000
Type01,1,260,PCA_SVR,7.92207,7.25740,0.88128,0.22050,2.54946,0.43081,0.07320,182.03430,0.98790,0.99391,0.00000
Type01,1,260,PURE_GPR,8.01781,7.35866,2.26030,1.09288,1.81929,1.68244,0.60348,212.66200,0.95167,0.97524,0.00000
Type01,1,260,PURE_KRR,7.84016,7.11273,1.32597,0.57175,3.37761,0.96909,0.03826,225.60487,0.96899,0.98425,0.00000
Type01,1,260,PURE_SVR,7.98260,7.31324,1.03358,0.24131,3.07705,0.42062,0.07998,208.74561,0.98588,0.99289,0.00000
Type01,1,260,RATIO_CTRL,5.23412,4.99609,6.42133,2.18635,1.79726,0.99380,0.46199,731.70367,0.92880,0.96309,0.00000
Type01,1,280,PCA_KRR,9.05563,8.37824,1.30260,0.46687,1.96116,0.08260,0.37525,137.70653,0.96939,0.98446,0.00000
Type01,1,280,PCA_LINEAR,8.74348,8.19551,3.93593,1.57194,3.34047,0.15436,0.17354,120.45944,0.94468,0.97155,0.00000
Type01,1,280,PCA_SVR,9.62598,9.10352,1.97139,0.58109,2.98524,0.16240,1.97139,16.49794,0.96720,0.98333,0.00000
Type01,1,280,PURE_GPR,9.07061,8.40448,1.82074,0.74164,1.49807,0.32399,0.16060,5.95778,0.95948,0.97932,0.00000
Type01,1,280,PURE_KRR,8.99224,8.29986,1.19086,0.38876,2.46302,0.08695,0.23554,174.89292,0.97303,0.98633,0.00000
Type01,1,280,PURE_SVR,8.87465,8.19522,0.95213,0.26958,3.17370,0.44904,0.11583,235.72401,0.98546,0.99268,0.00000
Type01,1,280,RATIO_CTRL,4.06060,3.50320,8.30484,2.49526,5.90418,4.79547,0.13770,1664.62901,0.92013,0.95840,0.00000
Type02,3,230,PCA_KRR,7.75197,7.09685,0.72199,0.24334,1.66522,0.63001,0.37099,159.49382,0.98507,0.99248,0.00000
Type02,3,230,PCA_LINEAR,7.96324,7.20771,2.49890,0.75043,5.04557,0.03763,0.13648,264.55015,0.95625,0.97764,0.00000
Type02,3,230,PCA_SVR,8.25123,7.74577,1.78208,0.40857,2.44300,0.35800,1.73257,41.61236,0.97495,0.98732,0.00000
Type02,3,230,PURE_GPR,7.68132,6.98549,0.75208,0.26864,2.58109,0.78980,0.08918,207.43949,0.98600,0.99295,0.00000
Type02,3,230,PURE_KRR,7.73704,7.07660,0.72244,0.23635,1.80545,0.59187,0.31387,154.04072,0.98470,0.99229,0.00000
Type02,3,230,PURE_SVR,7.65163,6.96265,0.73573,0.25197,2.53839,0.72113,0.09524,168.29137,0.98471,0.99229,0.00000
Type02,3,250,PCA_KRR,8.14805,7.48353,1.18184,0.39763,5.21239,0.30309,0.61574,131.82507,0.97882,0.98930,0.00000
Type02,3,250,PCA_LINEAR,9.52314,8.76740,6.82618,2.25805,3.11833,3.75077,0.53084,661.63087,0.90544,0.95037,0.00000
Type02,3,250,PCA_SVR,8.38391,7.77070,0.95201,0.26738,2.55622,0.38687,0.20623,123.12352,0.98088,0.99035,0.00000
Type02,3,250,PURE_GPR,8.25417,7.62100,1.66443,0.44229,3.87951,0.10543,0.22752,5.00012,0.97600,0.98785,0.00000
Type02,3,250,PURE_KRR,8.16448,7.50418,1.05346,0.36152,4.87614,0.39584,0.50834,151.61224,0.98069,0.99025,0.00000
Type02,3,250,PURE_SVR,8.25091,7.61126,0.96843,0.28416,3.77814,0.50711,0.17609,174.99070,0.98410,0.99198,0.00000
Type02,3,250,RATIO_CTRL,4.67516,3.78408,8.14127,3.10025,6.53603,6.50801,0.27683,1487.02981,0.88312,0.93793,0.00000
Type02,3,260,PCA_KRR,8.41519,7.77688,1.00643,0.38681,0.77147,0.94344,0.81495,242.53544,0.97755,0.98865,0.00000
Type02,3,260,PCA_LINEAR,8.85457,8.09765,4.15462,1.69721,4.61196,1.36690,0.75520,80.30836,0.92901,0.96320,0.00000
Type02,3,260,PCA_SVR,8.56652,7.92308,1.62487,0.31820,0.36444,0.40731,1.62487,121.70369,0.98191,0.99087,0.00000
Type02,3,260,PURE_GPR,8.44575,7.75497,0.97736,0.48443,1.86123,1.28669,0.47989,361.39211,0.97260,0.98611,0.00000
Type02,3,260,PURE_KRR,8.38700,7.72621,0.87252,0.33668,1.26035,0.84384,0.67132,226.29192,0.98057,0.99019,0.00000
Type02,3,260,PURE_SVR,8.35902,7.73065,0.82342,0.29451,0.67413,0.74445,0.68700,192.25301,0.98361,0.99174,0.00000
Type02,3,260,RATIO_CTRL,4.31175,3.56932,7.34585,2.90752,7.87748,5.48666,0.44733,1217.48389,0.89740,0.94593,0.00000
Type02,3,270,PCA_KRR,8.92369,8.16894,0.99666,0.38723,5.66324,0.60552,0.61457,253.43401,0.98336,0.99161,0.00000
Type02,3,270,PCA_LINEAR,9.93342,9.27372,3.99154,1.80991,6.84379,0.54801,0.65828,151.91105,0.92258,0.95973,0.00000
Type02,3,270,PCA_SVR,7.31162,6.42754,8.64634,1.83355,22.05285,1.17929,1.71961,919.83109,0.93370,0.96571,0.00000
Type02,3,270,PURE_GPR,8.77688,8.04285,1.01654,0.38168,5.33981,0.56772,0.52495,222.26674,0.98544,0.99267,0.00000
Type02,3,270,PURE_KRR,8.94992,8.19936,0.98169,0.36655,5.29517,0.60983,0.51604,248.33657,0.98393,0.99190,0.00000
Type02,3,270,PURE_SVR,9.08774,8.36416,0.90458,0.30426,3.95920,0.64738,0.11882,235.82422,0.98581,0.99286,0.00000
Type02,3,270,RATIO_CTRL,4.81124,4.06700,7.03357,3.29795,8.05631,6.02540,0.31476,1317.94269,0.88411,0.93849,0.00000
Type03,1,230,PCA_KRR,7.50350,6.95949,0.88307,0.25733,0.82976,0.09991,0.54821,134.81288,0.98327,0.99157,0.00000
Type03,1,230,PCA_LINEAR,7.76594,7.06477,4.63883,1.33470,0.31192,0.16000,0.05019,369.90138,0.94040,0.96928,0.00000
Type03,1,230,PCA_SVR,8.05653,7.67529,2.17097,0.50182,4.38424,0.30235,2.17097,64.74734,0.97246,0.98604,0.00000
Type03,1,230,PURE_GPR,7.31574,6.71580,1.04097,0.27345,2.66000,0.28903,0.06138,176.47200,0.98530,0.99259,0.00000
Type03,1,230,PURE_KRR,7.43237,6.87676,0.83936,0.23085,1.07956,0.10473,0.45353,133.18574,0.98378,0.99182,0.00000
Type03,1,230,PURE_SVR,7.26744,6.66756,0.81934,0.22601,2.17894,0.13130,0.11898,158.18753,0.98664,0.99327,0.00000
Type03,1,235,PCA_KRR,8.31992,7.55537,2.56999,0.77879,4.41569,0.53224,0.72049,379.44451,0.95959,0.97938,0.00000
Type03,1,235,PCA_LINEAR,8.80183,8.06219,5.35108,1.79946,0.53619,0.20358,0.01053,487.65786,0.92227,0.95956,0.00000
Type03,1,235,PCA_SVR,8.45541,7.75082,2.95631,0.90071,4.43912,0.45325,0.67099,451.08090,0.95460,0.97677,0.00000
