type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39
Type03, L, 255, 56.112052, 255.962495, 50.734737, 255.840987, 40.175056, 254.569078, 25.795364, 243.002415, 21.158139, 226.811808, 18.304393, 211.015150, 15.854551, 194.368263, 13.888729, 179.697844, 11.198116, 162.638550, 9.161976, 148.071337, 6.349218, 131.066234, 3.866707, 116.262460, 1.354654, 100.095730, 0.000000, 83.231348, 0.443840, 68.210678, 3.122887, 51.810057, 7.939188, 36.343018, 15.232191, 21.418225, 24.990624, 7.110449, 41.087122, 0.000000, 57.118789, 1.271706, 71.457169, 12.318718, 77.849047, 27.697518, 81.778384, 43.975511, 83.774536, 60.191441, 84.016940, 76.903429, 83.234732, 92.538413, 81.673110, 109.235612, 80.127265, 125.228116, 79.413210, 141.928422, 79.400088, 157.160355, 80.523774, 173.989432, 81.748547, 190.283630, 83.349751, 205.333191, 84.317121, 221.281298, 82.037669, 237.584322, 72.576974, 252.391059, 60.758542, 255.339128, 55.932617, 256.102529
Type03, L, 260, 54.261005, 261.385814, 48.465346, 261.085544, 37.934747, 257.985093, 25.054629, 244.761960, 21.521887, 227.833489, 20.501491, 212.105274, 18.791866, 195.763858, 16.159860, 179.726658, 13.287269, 162.902906, 10.047809, 146.358128, 7.065363, 129.507010, 3.522512, 112.693285, 1.017034, 95.944785, 0.000000, 79.489569, 1.568369, 63.464386, 5.580633, 47.772727, 11.690159, 32.506384, 19.378055, 17.288035, 31.887409, 4.396926, 48.287844, 0.000000, 64.845999, 3.745551, 76.319274, 18.369939, 81.552216, 34.024002, 84.708753, 50.207638, 85.521388, 66.557077, 85.174056, 82.663101, 84.160821, 98.406813, 82.955755, 114.412493, 81.917776, 130.540374, 81.384914, 147.313931, 81.776026, 163.146188, 82.446044, 179.233000, 83.769557, 195.352187, 84.609516, 211.188768, 85.897117, 227.523908, 83.550414, 243.885167, 70.856570, 257.440298, 60.027504, 261.095449, 53.977587, 261.140534
Type03, L, 265, 52.076686, 266.026467, 46.694705, 265.811160, 35.440786, 262.884622, 22.549686, 249.734849, 19.453552, 232.946533, 17.450099, 216.005164, 16.161289, 200.033188, 13.941470, 182.447960, 11.749557, 166.841374, 8.808025, 150.010689, 6.224278, 133.063257, 3.396170, 116.855217, 1.340418, 100.188428, 0.000000, 84.361196, 1.233914, 67.169314, 4.462146, 51.231021, 10.565004, 35.102475, 17.600567, 20.583039, 28.360940, 4.604514, 45.363147, 0.000000, 62.801589, 2.306571, 75.878730, 15.498045, 80.006792, 32.329372, 84.464962, 48.218002, 86.571483, 65.865544, 87.438295, 82.920412, 87.126074, 99.427467, 85.934191, 115.972890, 84.083043, 133.116909, 82.594593, 149.546227, 82.190059, 166.341227, 82.752934, 182.355455, 83.622272, 199.743847, 84.210899, 215.940631, 84.146865, 232.477067, 82.138028, 248.914793, 69.275019, 262.583651, 57.720116, 265.798950, 52.135558, 265.590136
Type03, L, 270, 58.895579, 271.327582, 53.570457, 271.340315, 40.783290, 269.045845, 29.047430, 254.019404, 24.789875, 237.009614, 21.576899, 219.769093, 19.266598, 203.070238, 16.803599, 185.869813, 13.104997, 168.541251, 9.946665, 152.063981, 6.436948, 135.187521, 3.190241, 119.516734, 1.077862, 102.448696, 0.000000, 85.448120, 0.201993, 69.576041, 3.570442, 51.792580, 10.081381, 35.771812, 17.874081, 19.784773, 30.426769, 4.973825, 46.797336, 0.000000, 64.892418, 3.474557, 76.136018, 18.822923, 81.299136, 35.242465, 85.830164, 52.133292, 87.583547, 68.655078, 88.005063, 85.276617, 87.220242, 100.584740, 85.989474, 119.054408, 85.134579, 135.321629, 84.642588, 153.236201, 84.669895, 166.808190, 85.557905, 184.957980, 86.773899, 201.691239, 87.848956, 219.293579, 87.738483, 234.879296, 87.403172, 251.858383, 77.425266, 268.427785, 64.356497, 270.492718, 59.821781, 271.834699
Type03, L, 275, 58.409183, 276.595929, 52.873177, 276.417154, 40.076490, 273.758922, 28.708040, 258.460592, 24.577339, 241.750583, 20.963015, 222.731342, 19.236309, 206.813883, 16.568686, 188.648670, 13.313028, 172.110298, 9.430637, 153.361046, 6.193398, 138.468108, 2.950916, 120.767759, 0.979382, 104.794237, 0.000000, 87.548487, 1.061225, 69.962551, 3.903955, 53.652478, 9.414343, 36.727829, 15.997723, 20.943918, 28.249347, 5.419173, 45.199364, 0.000000, 62.463063, 4.112096, 75.634064, 18.844146, 80.744476, 35.297781, 85.647063, 53.162212, 87.911708, 68.420358, 89.623555, 85.656929, 89.199077, 103.546832, 87.746039, 120.337778, 85.056439, 136.890039, 83.623831, 155.234471, 84.348414, 171.416301, 86.423279, 189.663034, 87.358169, 206.611362, 88.503225, 224.118094, 89.853548, 241.309769, 87.609205, 257.952666, 76.449724, 273.436006, 63.426512, 276.322559, 59.271695, 276.492460
Type03, L, 280, 65.792531, 280.323647, 71.541628, 279.739671, 83.254089, 272.882141, 90.268383, 255.154045, 90.309697, 238.369755, 89.174737, 220.491835, 88.824816, 203.376317, 87.389360, 185.579247, 86.110870, 167.856922, 85.522834, 150.259087, 86.809299, 132.313014, 89.552372, 115.265990, 90.457091, 97.990556, 89.834893, 80.369836, 87.876320, 62.229282, 84.703629, 44.865752, 81.258472, 27.370361, 73.146813, 10.431216, 56.066124, 0.000000, 38.715477, 0.916933, 22.267407, 11.468994, 12.881176, 28.428200, 6.310921, 44.620661, 2.037306, 62.701480, 0.004422, 78.376028, 0.000000, 96.809279, 1.408588, 113.196136, 4.651923, 133.289462, 8.187214, 149.658814, 12.096839, 166.862409, 15.658720, 183.570153, 18.648939, 199.742807, 20.992999, 218.716156, 22.198524, 235.273784, 25.630740, 251.794790, 32.345510, 269.714210, 48.561170, 281.434962, 60.008695, 280.935167, 65.763458, 281.029752
Type04, L, 230, 55.028252, 231.019023, 50.454714, 230.904437, 40.257578, 230.389577, 27.014625, 219.198093, 23.288467, 204.215316, 21.056113, 189.594107, 18.839980, 175.110568, 16.096086, 160.427403, 13.247462, 145.855395, 10.001721, 131.602095, 7.029324, 117.024179, 3.726457, 103.179634, 1.065181, 88.056869, 0.000000, 73.819821, 1.408045, 58.819391, 4.925587, 44.368390, 10.364236, 30.058260, 17.822408, 16.556607, 29.227438, 4.676430, 44.013323, 0.000000, 58.357970, 1.946524, 72.495491, 10.653721, 79.338350, 25.018520, 82.116422, 39.522838, 82.324020, 54.318596, 80.810763, 69.256270, 79.208069, 83.814348, 77.937637, 98.150719, 77.205858, 112.558592, 76.482329, 127.354292, 78.432882, 141.732366, 80.012191, 156.297459, 81.169275, 170.327653, 82.053985, 185.635031, 82.225895, 199.435894, 80.331652, 214.619263, 70.508681, 227.909384, 59.729533, 230.028835, 55.545683, 231.130926
Type04, L, 235, 55.957849, 235.914869, 51.205744, 235.798857, 40.661752, 235.123480, 28.663412, 222.697797, 23.294506, 209.053468, 20.177141, 194.722877, 18.473502, 179.723995, 16.199812, 165.482538, 13.162591, 150.560872, 9.983614, 135.739787, 6.747746, 121.029510, 3.754357, 106.392562, 1.182767, 91.429557, 0.000000, 76.619745, 0.712054, 61.908474, 3.613760, 47.383374, 8.486055, 32.870410, 15.551286, 18.883896, 26.397781, 6.288184, 41.045736, 0.000000, 56.287309, 1.274010, 69.954533, 10.957824, 77.244702, 25.024390, 81.061534, 39.082301, 82.506514, 53.834247, 82.724540, 68.814618, 81.239783, 83.858640, 79.492441, 98.728693, 77.691010, 114.285269, 77.130452, 129.161510, 77.905218, 144.560471, 79.395758, 159.064017, 81.079706, 173.824741, 82.697209, 189.214489, 82.504205, 204.300678, 80.460066, 219.137100, 70.843719, 233.112993, 60.176360, 235.371918, 56.380727, 235.953867
Type04, L, 240, 58.593444, 240.530018, 53.352751, 240.106032, 43.085367, 237.665286, 30.177419, 226.468276, 25.267557, 211.119872, 21.896319, 195.521682, 20.039150, 180.558662, 17.051327, 165.640098, 14.198165, 150.878304, 11.275885, 136.398256, 7.990037, 120.678252, 5.183248, 106.191456, 2.235968, 90.986958, 0.000000, 76.169653, 0.275649, 61.281018, 4.069096, 46.369193, 9.890906, 31.775468, 16.448952, 17.268633, 27.970407, 5.026392, 43.404907, 0.000000, 58.353998, 0.338778, 72.017697, 11.919729, 79.094947, 26.015527, 82.853277, 41.221203, 84.159094, 56.782826, 84.307600, 71.161938, 83.157448, 86.527908, 81.048813, 101.439118, 79.258950, 116.786923, 78.633817, 131.662369, 79.798220, 146.537367, 81.316361, 162.004847, 83.024749, 176.204111, 82.600456, 191.460729, 85.081648, 206.796009, 82.531865, 220.584386, 73.689117, 235.405652, 64.009866, 240.118808, 58.485764, 240.355414
Type04, L, 245, 58.715188, 245.956168, 53.622734, 245.838108, 42.588200, 244.199320, 30.153034, 231.884865, 25.996362, 216.899517, 23.176004, 201.695009, 21.492922, 186.049318, 18.774130, 170.978280, 15.541844, 155.632048, 11.983555, 140.285064, 8.272233, 125.110340, 4.890065, 110.354616, 1.689933, 94.791071, 0.000000, 79.064728, 1.375109, 63.726965, 4.648636, 48.746023, 10.126655, 33.668360, 15.711441, 18.466867, 27.683396, 5.620359, 42.911439, 0.000000, 58.201203, 1.732332, 72.596624, 12.415600, 79.397774, 27.084916, 83.939416, 41.992666, 87.414946, 56.759658, 85.584062, 72.905504, 83.716803, 88.217977, 80.925349, 104.003980, 80.068460, 118.206083, 80.260889, 135.129754, 81.230262, 149.304076, 82.797536, 165.893674, 84.432508, 181.397051, 85.853545, 197.277394, 86.674879, 212.286012, 85.249886, 227.807257, 73.959415, 242.035791, 63.638110, 244.873058, 58.942854, 245.974130
Type04, L, 250, 61.941447, 250.932864, 57.019419, 251.091333, 45.825818, 248.539245, 32.882401, 235.967883, 26.927133, 220.185642, 24.895034, 204.158580, 22.970125, 186.991485, 19.826167, 171.798518, 16.095767, 155.956110, 12.057237, 140.977094, 8.074908, 125.578606, 4.301208, 109.976976, 1.557185, 94.550985, 0.000000, 77.695548, 1.852998, 62.322630, 5.940392, 46.458499, 11.856215, 31.499619, 18.792262, 15.950352, 32.334196, 4.330570, 47.443720, 0.000000, 63.504460, 2.235802, 77.009941, 14.196606, 84.431746, 28.677284, 89.205904, 44.779747, 90.312113, 59.817606, 89.928139, 76.332007, 87.915848, 91.090047, 85.595323, 107.283075, 83.990444, 122.638390, 83.340688, 139.252927, 84.619015, 154.555363, 87.089558, 171.581588, 87.981189, 186.222754, 89.578716, 200.914290, 90.534630, 218.046412, 88.598898, 232.587217, 78.438626, 248.266940, 66.421360, 250.000971, 62.374630, 251.287830
Type04, L, 260, 59.003061, 260.863987, 53.946333, 260.415639, 41.861621, 257.662834, 30.668329, 243.213851, 26.886636, 226.914974, 24.020892, 210.941115, 21.868825, 194.623936, 18.896640, 178.159200, 15.653845, 162.208494, 11.770398, 146.044515, 8.104423, 130.123487, 4.462501, 113.644414, 1.275030, 97.764129, 0.000000, 81.480714, 1.813337, 65.223451, 5.930350, 49.346048, 11.704962, 33.267567, 18.421940, 17.667263, 31.615120, 4.342327, 47.560108, 0.000000, 64.110115, 1.982633, 77.476510, 15.505157, 83.872915, 30.785849, 88.658466, 47.020278, 90.107994, 62.659440, 89.188298, 79.491447, 86.510252, 95.241370, 84.151683, 111.335572, 82.457727, 127.681324, 82.595412, 143.931909, 83.713346, 160.983756, 85.492552, 177.608482, 87.496539, 193.657981, 89.353898, 210.355172, 90.220366, 227.569083, 87.418573, 243.480245, 75.699141, 258.585829, 63.917603, 260.734308, 59.597050, 260.649646
Type04, L, 265, 60.008554, 266.082650, 54.930155, 265.706486, 43.111441, 264.568209, 30.416622, 249.960936, 26.432286, 233.803221, 23.095808, 216.419574, 21.621817, 200.266758, 18.816840, 182.737056, 15.659411, 166.658906, 12.077916, 150.041569, 8.385301, 133.600104, 4.927184, 117.598856, 1.860750, 100.645297, 0.000000, 84.739619, 1.476069, 67.517099, 5.216218, 51.562531, 10.935834, 35.339869, 17.178148, 19.250885, 29.658144, 4.959288, 46.239889, 0.000000, 63.443752, 2.209922, 77.606758, 15.398896, 83.997166, 31.470620, 88.010499, 48.177566, 90.853083, 63.762619, 90.212768, 80.672331, 88.037625, 96.893827, 86.228334, 113.098431, 84.683174, 130.004932, 84.403634, 146.677266, 85.014517, 162.924538, 86.944322, 179.451020, 88.743700, 196.223460, 90.490211, 212.829094, 90.473424, 230.107685, 88.081771, 246.956652, 78.102382, 263.247087, 65.248791, 265.465628, 60.653351, 266.078097
Type04, L, 270, 62.991467, 271.117709, 57.139393, 271.106489, 45.250431, 269.438458, 31.831251, 255.027432, 27.684239, 238.846920, 24.785283, 221.784275, 22.023633, 204.826088, 19.212223, 188.033556, 15.957000, 171.210728, 12.334902, 154.361526, 8.786692, 137.660764, 5.023070, 120.498825, 1.322378, 103.251930, 0.000000, 86.779338, 2.916813, 69.937900, 5.547917, 53.222408, 10.328678, 36.076590, 18.414454, 20.400646, 31.663710, 6.005302, 48.057705, 0.000000, 65.907525, 1.752024, 79.783942, 15.138038, 86.022821, 30.953287, 91.054406, 47.966327, 92.198436, 64.631414, 90.933962, 81.898036, 88.122978, 98.578504, 86.169941, 115.736777, 84.964848, 131.403768, 84.577175, 148.831860, 85.608107, 165.565471, 87.675755, 182.684179, 89.974766, 198.805101, 91.760554, 216.480839, 92.031657, 233.124027, 89.626768, 249.358643, 81.121328, 266.560979, 68.040399, 270.691490, 63.509889, 270.767271
Type04, L, 280, 64.346644, 280.820021, 58.482784, 280.472505, 45.683385, 279.262756, 32.388389, 264.290811, 27.463257, 247.132234, 23.849182, 229.230928, 21.765630, 211.584181, 18.970749, 194.363118, 15.334398, 176.359617, 11.763676, 159.952432, 8.065412, 142.362638, 4.805728, 126.076830, 1.778090, 108.159847, 0.000000, 90.330450, 1.170460, 72.206328, 5.091479, 55.414664, 11.321534, 37.922834, 17.709793, 21.472576, 30.885813, 5.848130, 47.984970, 0.000000, 66.383099, 1.049663, 81.035420, 15.148729, 88.507230, 31.901244, 93.297628, 48.963997, 94.327702, 65.705162, 93.870418, 84.192135, 91.894633, 100.763801, 89.961537, 118.441741, 88.056890, 135.951704, 87.328988, 153.260248, 87.854667, 170.728807, 89.892303, 188.760736, 91.636870, 206.099916, 93.918209, 223.009842, 94.301020, 241.762386, 92.716136, 259.211805, 83.471883, 275.742057, 70.106440, 280.251125, 64.900050, 280.481330
Type05, L, 240, 55.158476, 240.995663, 50.408667, 240.994665, 39.345094, 238.627171, 28.553906, 225.769509, 24.616244, 210.929578, 21.590626, 195.706646, 20.014515, 180.434568, 18.737421, 164.233474, 16.548321, 149.194424, 12.428663, 134.622798, 6.916366, 120.288087, 1.975619, 106.191413, 0.000000, 90.501293, 0.507099, 75.179993, 3.566701, 60.282150, 7.933550, 45.336030, 14.086153, 30.871159, 21.691298, 16.693342, 33.928618, 5.059580, 48.350478, 0.000000, 65.505483, 2.298830, 73.579725, 17.124383, 77.900627, 31.464810, 82.859795, 45.892648, 83.938228, 60.167403, 82.114904, 75.506507, 78.049101, 90.237031, 73.617775, 105.240818, 70.402761, 120.054680, 70.806313, 135.286168, 72.751312, 149.777594, 75.943999, 164.664115, 79.502395, 179.223032, 83.059127, 194.236913, 83.893383, 208.877718, 80.885387, 224.313211, 70.886077, 237.958495, 59.596462, 240.431520, 55.783917, 241.187867
Type05, L, 260, 58.204414, 261.341590, 53.630919, 261.037977, 41.715313, 257.743133, 32.419836, 241.849434, 28.477847, 226.856920, 25.227403, 210.279213, 23.638659, 193.353482, 22.002434, 177.728438, 19.538338, 161.284817, 14.702104, 144.958671, 9.508743, 129.279746, 4.297105, 113.949730, 0.765623, 97.439151, 0.000000, 80.693573, 2.479824, 65.755393, 6.280905, 49.258839, 12.951830, 34.004986, 19.333743, 17.911272, 31.606972, 4.544283, 47.616374, 0.000000, 63.994762, 3.541252, 75.725775, 18.122665, 79.844213, 34.110276, 85.071266, 50.082789, 87.410062, 66.458812, 87.248599, 83.574097, 84.101643, 99.432564, 80.206048, 115.123521, 76.443831, 131.242272, 74.926221, 146.214030, 76.336632, 163.769485, 79.488494, 179.630171, 82.980651, 195.419549, 86.395872, 211.230045, 87.905579, 227.015182, 85.754179, 242.907854, 75.840291, 258.451695, 63.595210, 260.952615, 58.479148, 261.397404
Type05, L, 280, 64.245014, 281.244648, 69.895207, 280.864975, 82.273942, 276.271041, 92.644029, 259.060581, 93.138207, 242.081034, 90.751550, 224.481303, 87.585885, 207.508448, 83.860761, 190.083559, 80.549678, 173.568143, 78.936049, 155.482093, 80.577060, 138.105062, 84.431726, 120.773982, 89.544293, 103.839828, 93.151070, 86.798764, 92.562510, 68.751600, 89.231015, 50.991528, 84.239643, 34.621528, 80.831835, 17.347847, 67.082574, 1.882159, 48.855808, 0.000000, 31.226039, 6.886211, 19.345811, 22.870955, 12.081268, 39.379803, 5.843503, 56.650094, 1.956058, 73.655222, 0.000000, 91.607386, 1.039440, 109.100227, 5.026283, 126.566547, 10.180941, 142.430707, 16.092414, 160.018924, 20.071796, 177.128211, 23.374384, 194.944172, 25.277248, 212.457191, 26.999124, 228.556449, 29.548944, 245.320439, 34.264177, 262.496946, 46.057684, 278.331785, 59.082570, 281.417876, 63.887321, 281.111829
Type05, L, 290, 68.055491, 291.274885, 62.861661, 291.791886, 49.679513, 288.819131, 36.902997, 272.992002, 31.733587, 255.033361, 27.890814, 237.636819, 25.418460, 219.200189, 23.460833, 201.268980, 20.967707, 182.767304, 16.563700, 165.444132, 10.782074, 147.355671, 4.825238, 129.519438, 1.049040, 111.530454, 0.000000, 94.351797, 2.145558, 74.858385, 6.283936, 57.926673, 12.462563, 40.145767, 19.735870, 22.929530, 32.533371, 7.134015, 50.529246, 0.000000, 68.546843, 2.796280, 83.576254, 17.649932, 88.837475, 35.374538, 93.408962, 52.628981, 96.868317, 71.126530, 98.146407, 88.752783, 94.688205, 106.741891, 89.199321, 124.349987, 84.737695, 141.659630, 82.458746, 160.223788, 83.987235, 180.446946, 87.638641, 197.371403, 91.573870, 215.687424, 95.815920, 232.801388, 97.823979, 251.928711, 97.248487, 269.419686, 87.364484, 286.819016, 73.267748, 290.734001, 68.458180, 291.242111
Type06, L, 230, 51.971403, 231.316524, 47.513900, 230.858179, 37.130238, 227.774652, 26.967895, 215.241329, 22.651875, 201.241523, 20.470988, 187.165992, 18.965467, 171.981714, 16.528710, 158.852526, 13.172987, 143.751231, 9.551634, 129.855650, 6.081058, 115.659302, 2.906584, 101.365348, 0.595360, 87.107009, 0.000000, 72.215312, 1.564977, 57.808920, 4.940776, 43.468183, 9.889099, 29.113515, 16.768048, 15.438160, 28.520925, 3.895094, 43.044629, 0.000000, 58.136695, 4.345033, 68.694376, 16.212713, 73.852863, 30.219748, 77.727113, 43.833801, 80.073829, 57.869023, 80.279513, 73.090709, 79.422162, 86.666093, 77.737866, 101.010160, 75.920774, 115.818804, 74.831172, 129.672415, 74.828007, 144.875080, 76.353432, 159.092545, 78.418362, 173.788350, 79.918835, 187.569623, 80.412599, 202.089112, 78.301969, 216.941521, 66.983205, 229.288528, 56.639088, 230.951379, 52.040423, 231.314742
Type06, L, 240, 54.133476, 240.692172, 49.182001, 240.327790, 38.287226, 237.402370, 28.141446, 224.565222, 23.975533, 209.616733, 20.704637, 194.988965, 18.468579, 180.522953, 16.021072, 165.269842, 13.010793, 150.491908, 9.977503, 136.171405, 6.087777, 122.602546, 2.456683, 106.819415, 0.156391, 92.296531, 0.000000, 77.327623, 1.345482, 63.624490, 4.303684, 48.863675, 9.205971, 34.229413, 15.082384, 19.988300, 25.537519, 6.531649, 39.887976, 0.000000, 55.760583, 0.949610, 68.456929, 12.448494, 75.000264, 27.124014, 79.343317, 41.134980, 81.235418, 56.279399, 81.746748, 71.457276, 80.806645, 86.530896, 79.113108, 101.471225, 76.992766, 117.607987, 75.889659, 131.907732, 76.107561, 148.049594, 77.525960, 162.713118, 79.318361, 178.039780, 81.264192, 193.628030, 82.053705, 208.607930, 78.983974, 223.494536, 69.434000, 237.717032, 58.447252, 240.199519, 54.722892, 240.706604
Type06, L, 250, 55.280820, 251.387483, 50.435714, 251.316373, 39.347030, 248.185398, 28.609391, 234.436494, 22.782104, 219.683159, 20.028086, 204.059770, 18.492777, 188.441882, 15.892588, 172.609021, 12.717734, 156.828939, 9.231619, 141.337665, 5.778031, 127.127198, 2.545961, 110.955558, 0.562296, 95.310851, 0.000000, 80.508113, 1.277805, 64.408102, 4.474581, 49.115499, 9.994460, 33.857734, 17.321723, 19.372988, 28.741071, 5.596320, 44.277686, 0.000000, 60.545846, 3.403527, 71.929975, 16.959554, 77.744310, 31.742291, 82.063800, 47.130932, 83.959109, 63.462375, 85.190588, 78.480940, 84.404412, 94.081183, 81.690107, 109.731795, 80.093071, 125.285779, 79.688369, 140.391398, 80.043394, 157.102321, 81.281708, 172.114078, 82.474688, 187.903800, 84.526640, 203.879097, 85.153198, 219.747741, 82.750399, 234.603777, 71.690828, 249.031621, 60.120671, 250.788951, 55.574787, 251.583156
Type06, L, 270, 61.150281, 271.322719, 56.007070, 271.383038, 43.771394, 269.376159, 30.794361, 255.123948, 26.551015, 238.951281, 23.319342, 222.922370, 21.096929, 205.433238, 18.723722, 189.335377, 16.138294, 172.206881, 12.269396, 155.659541, 7.638418, 138.816008, 3.547864, 122.667253, 0.429816, 105.520302, 0.000000, 88.039699, 1.741776, 71.511270, 5.123340, 54.716942, 10.567454, 38.612138, 16.888251, 22.160076, 28.826139, 7.315900, 45.596617, 0.000000, 62.963802, 2.497254, 76.089477, 16.509299, 82.984362, 32.825177, 87.570796, 48.918697, 89.421421, 66.802216, 89.759240, 84.411662, 88.256137, 101.095717, 86.228315, 117.768507, 84.139860, 134.035160, 82.706459, 150.760104, 82.982057, 167.327036, 84.676300, 184.796901, 86.728102, 201.201114, 88.823214, 217.742807, 89.992695, 233.795171, 88.070112, 250.623983, 78.542942, 266.674727, 66.127990, 270.858886, 61.721150, 271.039455
Type06, L, 280, 64.379101, 281.204837, 58.852110, 281.014572, 46.929700, 279.361482, 31.992993, 265.352858, 27.086362, 247.857494, 24.211281, 231.509059, 22.125498, 212.841613, 20.213939, 196.612578, 17.022271, 178.048970, 13.656086, 162.259095, 8.925503, 144.318399, 4.438545, 126.775677, 0.886298, 109.889009, 0.000000, 92.068254, 2.370568, 74.820338, 5.696705, 57.264619, 9.863905, 41.024963, 16.671311, 24.292290, 28.541923, 8.993459, 45.075014, 0.000000, 63.740173, 1.991123, 77.992214, 16.516666, 85.705767, 32.971443, 90.090255, 49.652193, 92.182946, 66.636502, 93.271420, 84.264824, 92.554060, 101.411222, 90.383998, 118.988529, 87.866607, 136.330647, 86.346853, 154.593127, 86.729000, 170.590423, 88.017108, 188.736144, 89.938672, 206.000258, 91.879814, 223.756874, 93.355038, 241.249046, 92.042937, 258.919934, 82.729728, 275.685591, 70.415493, 281.101536, 64.468644, 280.702594
Type07, L, 250, 59.678069, 250.573261, 54.433216, 250.240978, 43.590224, 248.811202, 30.336139, 236.176076, 26.149584, 220.903185, 22.624938, 205.178233, 20.178475, 189.997026, 18.159607, 173.900272, 15.475190, 158.075313, 11.853569, 143.389184, 7.606249, 128.164363, 3.925949, 113.340280, 1.088128, 98.023018, 0.000000, 81.868486, 1.760491, 66.357831, 5.510867, 51.179356, 11.639087, 35.777554, 19.070051, 21.336329, 29.773904, 7.148733, 45.003610, 0.000000, 60.710025, 0.274600, 74.943756, 11.374937, 81.575700, 26.636016, 84.638333, 42.279211, 85.362718, 56.725270, 86.632492, 73.217074, 85.827088, 89.351187, 83.424435, 104.056209, 82.617850, 119.686554, 83.262128, 136.650505, 83.190155, 153.770609, 83.443949, 167.893264, 84.005353, 183.248407, 85.537685, 199.085214, 86.711355, 215.432416, 85.190595, 230.932995, 76.098809, 246.296414, 64.855057, 250.427796, 60.263383, 250.100343
Type07, L, 270, 62.095090, 270.635903, 56.930614, 270.539485, 45.134936, 268.864151, 32.261674, 253.515750, 26.946499, 237.787743, 24.640930, 219.490839, 23.116250, 204.582230, 20.110411, 186.952522, 16.850764, 170.376195, 13.178129, 153.700102, 9.154350, 137.295094, 5.255419, 120.898129, 1.337429, 104.076855, 0.000000, 86.287689, 2.563087, 70.022330, 7.445121, 53.722176, 13.800349, 37.260398, 21.263161, 21.749396, 33.573458, 6.433985, 49.728045, 0.000000, 67.783337, 0.460054, 81.979823, 13.022461, 85.950890, 30.488370, 90.133057, 46.557685, 91.705380, 64.360623, 91.159499, 80.231160, 90.085429, 97.161691, 89.346965, 114.182356, 88.834228, 130.815806, 89.031035, 148.133184, 89.329251, 165.469528, 90.232475, 182.295644, 90.836289, 199.547109, 91.546843, 215.262385, 91.467793, 233.933107, 90.245542, 249.977577, 79.508700, 266.391879, 67.591086, 270.238002, 62.773910, 270.096568
Type07, L, 280, 62.970577, 280.714523, 58.110455, 280.250495, 45.050640, 278.390913, 31.970641, 263.450883, 27.400332, 246.622206, 25.071245, 228.925413, 23.307332, 211.055495, 20.324077, 193.837047, 17.133089, 176.651955, 13.307204, 158.825313, 9.471409, 142.146744, 5.306938, 124.586048, 1.418440, 107.838203, 0.000000, 89.961003, 2.741239, 72.535695, 7.752288, 55.528952, 13.712544, 38.513816, 20.652779, 21.494450, 34.092674, 6.435401, 50.347190, 0.000000, 68.769724, 0.650268, 82.724656, 15.230162, 88.446561, 32.110151, 92.732891, 49.721382, 93.764918, 67.062923, 93.387614, 84.380705, 91.854944, 101.719895, 90.058466, 118.812405, 88.728294, 136.606470, 88.311226, 153.747139, 87.589684, 171.785385, 88.871509, 190.101594, 91.051141, 207.497201, 93.178563, 225.364506, 93.861569, 242.781261, 92.313208, 260.100415, 81.861868, 277.538237, 69.037749, 280.364169, 63.135119, 280.588980
