type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30
Type04, L, 250, 62.245733, 251.446837, 55.744261, 251.958686, 40.189059, 246.384551, 27.791852, 226.251833, 25.307828, 204.558697, 22.507345, 182.324404, 17.714717, 161.852373, 12.420396, 141.452924, 6.983426, 120.978607, 2.527126, 100.344599, 0.000000, 78.488355, 2.954871, 57.316768, 10.004757, 37.281328, 18.594359, 15.955195, 37.292452, 1.816248, 58.695277, 0.000000, 78.000551, 13.873311, 87.060571, 34.873058, 90.941786, 55.273330, 90.328606, 76.725272, 87.433478, 96.982998, 84.667311, 118.212864, 83.306559, 139.405168, 85.864467, 161.010163, 88.226636, 182.212886, 89.668470, 201.464254, 91.455213, 223.600584, 84.679463, 244.116818, 68.450052, 252.094318, 62.541729, 250.675275
Type04, L, 260, 59.354459, 261.745935, 52.634496, 261.729911, 36.004969, 255.374256, 27.795238, 233.057043, 24.567160, 212.056789, 21.316398, 190.019616, 17.257295, 168.426939, 12.135968, 147.138871, 7.286793, 125.569876, 2.384156, 103.969068, 0.000000, 82.559081, 2.992085, 60.706822, 10.029118, 39.919481, 18.198805, 17.840001, 36.707212, 2.173831, 59.428264, 0.000000, 78.561938, 15.543001, 86.229633, 37.559846, 90.907620, 58.157834, 89.594120, 80.498697, 86.058297, 101.459839, 83.016676, 123.250506, 82.785752, 144.801583, 84.569170, 167.765345, 87.233064, 189.138671, 89.727715, 211.414663, 91.082491, 233.894396, 82.470487, 255.567534, 65.733745, 262.849919, 60.015630, 260.943259
Type04, L, 265, 60.227047, 266.690818, 53.897207, 267.211913, 36.549251, 262.204794, 27.199249, 239.735780, 23.620780, 217.580137, 21.157877, 195.031701, 17.117761, 172.678813, 12.404818, 150.821733, 7.489561, 129.104224, 3.008834, 107.086042, 0.000000, 85.398891, 2.361648, 62.710213, 9.302633, 41.871978, 16.826167, 19.341708, 34.725101, 2.091826, 58.408974, 0.000000, 78.897489, 15.182882, 85.751487, 38.342778, 90.938555, 59.091672, 90.800998, 81.461561, 87.567255, 102.961818, 85.412353, 125.056176, 84.423196, 147.537590, 85.844397, 169.086738, 88.517495, 191.363183, 90.875713, 213.734228, 90.873082, 236.236635, 84.424220, 259.853381, 67.549698, 267.327307, 60.765082, 266.064720
Type04, L, 270, 63.278481, 272.395812, 56.133227, 273.204643, 38.610724, 267.625515, 28.371306, 245.557123, 25.486818, 223.373340, 21.379605, 200.493854, 17.701157, 178.318823, 12.633794, 155.710799, 8.155415, 133.523178, 2.566358, 110.241709, 0.000000, 88.152038, 4.294090, 65.814639, 8.233373, 43.241720, 18.397072, 21.172165, 36.650066, 3.597556, 60.894504, 0.000000, 80.996925, 15.713920, 88.447214, 38.195651, 93.294657, 60.437380, 91.305517, 83.147054, 87.690868, 105.931105, 85.613711, 127.633312, 84.805249, 149.849778, 86.525734, 173.067159, 89.665331, 194.545862, 92.387808, 218.029856, 92.358136, 239.668919, 86.803556, 262.802789, 70.910894, 273.103210, 63.407871, 271.528562
Type04, L, 280, 64.572329, 282.546894, 57.066983, 283.118845, 38.978168, 277.977953, 28.485345, 254.682568, 24.234498, 231.171631, 21.296539, 207.753456, 16.977710, 184.252778, 11.953259, 161.533290, 7.259539, 138.898063, 2.893540, 116.372251, 0.000000, 91.982857, 1.947994, 68.367684, 9.506308, 45.944105, 17.443908, 22.540310, 35.909588, 3.970974, 61.078457, 0.000000, 82.116660, 15.971949, 91.078079, 40.057834, 95.030379, 61.519322, 94.137782, 86.163165, 91.596884, 108.277448, 88.863105, 132.237712, 87.300666, 154.982027, 88.718213, 178.674902, 91.355647, 202.374053, 94.224849, 224.872093, 94.864735, 249.634268, 89.700236, 272.926991, 72.659498, 282.778186, 64.950634, 281.911121
Type05, L, 240, 55.217826, 242.284177, 49.018265, 242.710798, 33.563710, 237.122112, 25.393528, 217.105752, 21.690497, 197.309371, 19.630660, 176.318240, 17.823062, 155.336561, 12.783226, 135.886683, 4.899268, 117.151978, 0.000000, 97.281072, 0.365932, 76.426922, 4.826165, 56.578102, 11.577781, 37.125360, 21.790980, 17.506642, 37.451082, 3.374883, 61.201448, 0.000000, 74.521651, 17.908259, 79.478596, 37.990635, 85.027985, 56.458091, 82.164928, 76.874091, 76.845335, 96.566724, 70.746125, 116.493959, 70.578504, 136.549174, 73.767090, 156.160031, 78.322977, 175.670060, 83.412890, 195.601865, 84.150133, 215.097493, 76.448581, 236.237050, 61.365213, 242.217189, 55.693014, 242.153605
Type05, L, 260, 58.445508, 261.305893, 51.925241, 262.003454, 36.521421, 253.234682, 29.666303, 231.892916, 25.343611, 210.653897, 23.270431, 187.986890, 21.078693, 167.294444, 15.039283, 144.769497, 7.856696, 124.578938, 1.403554, 103.192806, 0.000000, 80.944500, 3.285837, 60.352315, 10.728218, 39.342176, 19.173460, 17.630752, 36.146842, 1.124147, 59.667549, 0.000000, 76.546750, 17.647183, 81.598484, 39.906511, 87.848271, 60.734338, 87.543975, 83.976734, 83.226394, 104.625703, 77.514380, 126.202074, 74.675417, 146.329422, 77.340704, 169.597684, 82.004772, 190.086705, 86.721528, 211.618026, 88.592321, 232.057166, 81.754176, 254.636331, 65.794052, 262.013032, 58.533287, 260.920375
Type05, L, 280, 64.622390, 282.999753, 72.006876, 283.209347, 89.041993, 273.309034, 94.635520, 249.296833, 91.003818, 226.680330, 86.875318, 203.298764, 81.623192, 181.124690, 78.952134, 157.458990, 81.612526, 134.134916, 88.311083, 111.212102, 93.898294, 89.011798, 92.626218, 64.123173, 85.784438, 42.331553, 81.988165, 18.572060, 62.292134, 0.000000, 36.122550, 4.537515, 19.162607, 24.147474, 10.072919, 47.199014, 2.998235, 69.746316, 0.000000, 93.301215, 2.098688, 117.190000, 8.670858, 138.960624, 16.464785, 161.673342, 21.828519, 184.891846, 25.177015, 208.759564, 27.254437, 230.537031, 30.644619, 252.620533, 40.017240, 276.309225, 57.510348, 284.031169, 64.343241, 282.605262
Type05, L, 290, 68.294070, 292.450199, 61.337625, 293.667180, 43.090017, 286.390640, 32.963281, 262.104433, 28.154327, 238.893661, 24.861980, 214.537687, 22.469238, 190.138906, 17.062474, 166.586939, 8.866500, 142.737833, 1.800103, 118.720064, 0.000000, 95.534990, 3.141974, 70.084235, 10.533687, 47.762687, 19.249136, 23.563291, 37.879977, 3.976341, 63.403560, 0.000000, 84.677230, 18.460901, 90.595879, 42.460322, 96.386792, 66.064560, 98.997866, 90.163893, 93.269084, 114.023001, 85.996686, 136.895496, 82.232997, 161.574313, 85.170095, 187.772600, 90.502536, 210.489027, 96.134274, 234.474582, 98.906180, 258.898053, 94.238501, 283.192730, 75.630643, 292.892569, 68.501348, 291.848402
Type06, L, 230, 52.270513, 230.655181, 46.256362, 230.555839, 32.236288, 223.998863, 23.551124, 205.411654, 20.782269, 186.407611, 18.718211, 167.005863, 14.729417, 148.472785, 9.817027, 129.022331, 5.230220, 110.429537, 1.325859, 91.327471, 0.000000, 71.685312, 2.594518, 52.401838, 8.165393, 33.368175, 16.585493, 14.441746, 32.962479, 0.000000, 54.104833, 0.274535, 69.765217, 15.292249, 75.496867, 34.437678, 80.207351, 52.194828, 80.703795, 72.666209, 79.337313, 90.564563, 76.698843, 110.456613, 74.988140, 129.174302, 75.232009, 149.086042, 78.220407, 168.322731, 80.123723, 187.113006, 81.305970, 206.249713, 73.568301, 226.298475, 57.917287, 230.772823, 52.726725, 230.472621
Type06, L, 240, 54.267210, 242.503137, 47.719506, 242.383972, 32.962553, 236.365826, 24.993963, 216.337680, 20.860816, 196.915959, 17.909132, 177.439736, 14.252996, 156.996243, 10.165039, 138.246290, 4.935775, 119.402897, 0.534565, 98.698084, 0.000000, 79.419455, 1.981238, 60.599510, 7.479561, 41.039728, 14.826211, 21.476905, 29.480030, 4.621564, 51.050034, 0.000000, 69.335502, 13.718695, 77.054131, 33.970381, 81.303898, 52.617895, 81.966594, 73.691519, 80.642264, 92.995897, 77.752927, 114.261923, 75.799177, 133.946142, 76.568927, 154.968292, 78.801716, 174.497065, 81.550585, 195.755924, 82.363477, 215.130562, 74.722150, 236.017727, 60.343691, 242.784633, 54.628893, 242.055432
Type06, L, 250, 55.494790, 251.656916, 48.728726, 252.132380, 34.426778, 244.969037, 23.991108, 224.947987, 20.085207, 204.574274, 18.116185, 183.521712, 13.969312, 162.388771, 9.467087, 141.706088, 4.704103, 122.482218, 1.017299, 100.483392, 0.000000, 81.008605, 1.938814, 59.437127, 7.890363, 39.420342, 17.069013, 19.305851, 33.037230, 2.059835, 56.204566, 0.000000, 72.735118, 16.969739, 79.760488, 37.085523, 83.862767, 58.420582, 85.571967, 78.999309, 83.924105, 99.557143, 80.305808, 120.597198, 79.800812, 140.750642, 80.486317, 162.770532, 82.220735, 182.588582, 84.582406, 204.610758, 85.839314, 224.827122, 78.037847, 245.777034, 61.774225, 252.112376, 55.819098, 251.236253
Type06, L, 270, 61.347428, 272.584053, 54.803094, 273.362513, 37.088486, 267.563327, 27.276133, 245.561366, 23.813383, 224.323406, 20.417736, 201.292246, 17.587508, 179.540877, 12.578736, 156.753253, 6.446725, 134.927705, 1.181911, 112.781699, 0.000000, 89.423040, 2.614050, 67.146646, 8.805979, 45.449871, 16.597533, 23.239496, 33.576630, 4.258983, 58.273306, 0.000000, 77.032655, 17.479638, 85.305425, 39.569934, 89.636365, 61.806580, 90.141590, 86.085782, 87.945294, 107.927320, 85.035831, 130.135119, 82.725817, 151.871901, 83.565971, 174.627516, 86.313589, 197.245579, 89.124326, 219.078436, 90.698500, 240.526369, 84.501111, 263.682737, 68.406046, 272.831138, 61.706977, 271.977707
Type06, L, 280, 64.691300, 283.196014, 58.087616, 283.546453, 39.847812, 278.796799, 27.829311, 255.703359, 24.823164, 233.300984, 21.955885, 209.625041, 18.838188, 186.341912, 14.070761, 164.086348, 7.869126, 140.533473, 2.015196, 117.539070, 0.000000, 94.394969, 3.898771, 70.783840, 8.468158, 48.480572, 16.545102, 26.301948, 33.283260, 6.131051, 58.491302, 0.000000, 79.383081, 18.135368, 88.209824, 40.764463, 92.310747, 62.834247, 93.864675, 86.343036, 92.634018, 109.338853, 88.974872, 132.596100, 86.599003, 156.547659, 87.394421, 178.507452, 89.715474, 202.529490, 92.321903, 225.705185, 94.445185, 249.200064, 88.889709, 272.952648, 72.977505, 283.624747, 64.885145, 282.557849
Type07, L, 250, 59.795316, 252.669515, 53.605439, 252.855493, 36.962768, 248.513023, 26.829790, 228.146112, 23.118163, 207.464095, 19.568391, 186.988215, 17.029293, 165.249051, 12.089831, 145.567905, 6.535952, 125.343835, 1.938006, 105.608294, 0.000000, 83.978004, 2.650615, 63.475354, 9.569362, 43.131230, 18.837883, 23.138482, 34.278603, 5.290574, 56.042930, 0.000000, 75.838857, 12.580305, 83.795770, 34.649382, 85.333682, 53.752989, 87.121688, 75.362499, 85.449509, 96.776309, 82.512101, 116.040452, 83.643252, 139.104176, 83.430810, 161.096275, 83.947343, 179.732877, 85.685510, 201.577365, 87.579614, 222.639262, 81.750456, 244.086245, 66.897730, 253.281806, 60.420056, 251.931901
Type07, L, 270, 62.626846, 272.755415, 55.882988, 273.784083, 39.391062, 267.294813, 28.014325, 245.300014, 25.358580, 222.169641, 22.901063, 201.209824, 18.568580, 177.921685, 13.747349, 156.139144, 8.510705, 134.055644, 2.902930, 112.271977, 0.000000, 88.531062, 4.331879, 66.857728, 12.030854, 45.194461, 21.406763, 23.406973, 38.459259, 4.888108, 62.777719, 0.000000, 83.545594, 14.583503, 87.745055, 38.388987, 92.729764, 60.556037, 91.601183, 82.786435, 90.422179, 105.077337, 89.421560, 127.568726, 89.534563, 150.402783, 90.100774, 173.411741, 91.381471, 196.144793, 91.879464, 217.816388, 92.612100, 241.731976, 86.695448, 263.738205, 69.536141, 273.563681, 63.547145, 271.795102
Type07, L, 280, 63.541446, 283.017384, 57.042688, 283.317472, 38.678210, 277.510959, 28.384600, 254.592102, 25.851749, 231.557158, 23.039459, 207.503166, 18.881783, 185.011170, 13.936127, 161.307943, 8.774047, 138.749970, 2.959806, 115.826236, 0.000000, 92.628450, 4.654910, 68.970506, 12.179799, 47.064210, 20.756662, 23.169306, 39.187705, 5.157997, 63.637087, 0.000000, 84.297788, 16.687316, 90.748776, 40.766701, 94.801852, 63.590521, 93.919735, 86.981137, 91.935484, 109.696710, 89.492690, 133.200169, 88.870215, 156.102966, 88.067658, 180.484739, 90.980992, 204.139565, 93.726676, 227.932133, 94.995708, 250.652820, 88.821222, 275.271501, 71.570990, 284.008438, 63.790838, 282.266839
