,Type00,Type01,Type02,Type03,Type04,Type05,Type06,Type07
Type00,0.0000,4.3360,6.0129,4.5597,3.2986,4.5099,4.1475,3.8873
Type01,4.3360,0.0000,6.7955,2.9859,3.8097,5.5238,3.1483,7.6325
Type02,6.0129,6.7955,0.0000,4.2300,4.3235,4.7874,4.3654,7.9934
Type03,4.5597,2.9859,4.2300,0.0000,3.0842,3.8094,1.3811,7.6255
Type04,3.2986,3.8097,4.3235,3.0842,0.0000,4.2610,3.1884,6.0938
Type05,4.5099,5.5238,4.7874,3.8094,4.2610,0.0000,4.2777,5.6458
Type06,4.1475,3.1483,4.3654,1.3811,3.1884,4.2777,0.0000,7.4619
Type07,3.8873,7.6325,7.9934,7.6255,6.0938,5.6458,7.4619,0.0000
