Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,7.77153,7.07878,1.89106,0.63600,2.69513,0.61174,0.44040,249.19917,0.96802,0.98366,0.00000
PCA_LINEAR,8.97945,8.26839,6.88691,2.10565,12.20092,1.47425,3.58509,650.88800,0.91710,0.95652,0.00000
PCA_SVR,7.78091,7.05505,2.45613,0.67772,10.38213,0.54967,1.18116,276.31308,0.96743,0.98333,0.00000
PURE_GPR,7.70018,6.99971,1.96732,0.68257,2.72057,0.64123,0.36504,247.93950,0.96685,0.98306,0.00000
PURE_KRR,7.72293,7.02510,1.84167,0.62362,2.65263,0.56800,0.40127,244.53204,0.96865,0.98397,0.00000
PURE_SVR,7.85135,7.14638,1.93521,0.60279,2.86320,0.59153,0.32811,272.97615,0.96991,0.98458,0.00000
RATIO_CTRL,3.20718,2.87131,4.74487,1.73748,4.40958,3.14041,0.23977,704.34869,0.93968,0.96869,0.00000
