Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,7.43375,6.89929,1.35538,0.42973,0.39888,0.45545,0.82215,2.99897,0.98155,0.99069,0.00000
Type00,2,240,PCA_LINEAR,6.19377,5.41942,10.21732,2.40399,34.67490,2.91692,10.04388,1159.05345,0.91036,0.95308,0.00000
Type00,2,240,PCA_SVR,7.48004,7.03873,1.37210,0.40527,1.68697,0.20332,1.37210,29.13148,0.97894,0.98936,0.00000
Type00,2,240,PURE_GPR,7.16956,6.64142,1.44465,0.37672,1.48263,0.66066,0.53370,69.40553,0.97981,0.98980,0.00000
Type00,2,240,PURE_KRR,7.36875,6.83637,1.29662,0.41369,0.65797,0.44280,0.72916,1.65599,0.98171,0.99077,0.00000
Type00,2,240,PURE_SVR,7.07736,6.56077,0.80544,0.23920,0.08084,0.48922,0.65272,93.12021,0.98649,0.99320,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,6.69414,6.11823,1.45892,0.70353,4.39116,0.72939,0.57003,408.63014,0.97100,0.98529,0.00000
Type00,2,245,PCA_LINEAR,6.54705,5.68447,10.38178,2.63358,35.13028,2.60412,10.38178,1336.17345,0.90080,0.94781,0.00000
Type00,2,245,PCA_SVR,6.51232,5.95088,1.43570,0.48581,6.86359,0.83437,1.31748,345.02685,0.97646,0.98809,0.00000
Type00,2,245,PURE_GPR,6.75511,6.20580,1.52252,0.69097,3.18341,0.57310,0.41631,391.32146,0.97118,0.98538,0.00000
Type00,2,245,PURE_KRR,6.70394,6.14118,1.40796,0.67405,4.23267,0.73853,0.50928,398.55692,0.97253,0.98607,0.00000
Type00,2,245,PURE_SVR,6.85023,6.29510,2.47913,0.94032,2.99158,0.73829,0.11487,518.97087,0.96295,0.98113,0.00000
Type00,2,245,RATIO_CTRL,2.32947,2.18002,2.86314,0.94123,0.29366,0.90838,0.28691,26.81009,0.96611,0.98276,0.00000
