Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,11.03120,10.15827,2.50614,0.77553,5.18518,0.89223,0.46693,312.42049,0.96246,0.98082,0.00000
PCA_LINEAR,11.88766,11.02456,7.69553,2.23448,15.83847,1.54747,4.64082,761.18606,0.91113,0.95325,0.00000
PCA_SVR,11.01057,10.15681,2.77058,0.79098,5.65804,0.82822,1.13518,306.29944,0.96350,0.98135,0.00000
PURE_GPR,10.99186,10.11509,2.52801,0.82636,5.27198,0.88253,0.37272,309.00252,0.96045,0.97977,0.00000
PURE_KRR,10.97421,10.09843,2.46281,0.76666,5.20188,0.87311,0.39623,304.43868,0.96309,0.98115,0.00000
PURE_SVR,11.05698,10.16688,2.54992,0.76286,5.30517,0.87303,0.37663,332.79506,0.96461,0.98191,0.00000
RATIO_CTRL,3.23234,2.88893,4.79901,1.76383,3.95016,3.12810,0.35464,658.51115,0.93486,0.96610,0.00000
