Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,10.65728,9.87760,1.84809,0.55491,2.54335,0.92478,0.89437,62.01188,0.97533,0.98751,0.00000
Type00,2,240,PCA_LINEAR,8.36041,7.52884,10.21442,2.54470,36.44064,3.39830,10.21442,1227.98432,0.90184,0.94838,0.00000
Type00,2,240,PCA_SVR,10.81864,10.12920,1.80207,0.50203,0.34630,0.71142,1.41071,45.99827,0.97355,0.98660,0.00000
Type00,2,240,PURE_GPR,10.83865,10.06927,2.14712,0.64703,4.05271,1.11148,0.82206,172.78780,0.96734,0.98340,0.00000
Type00,2,240,PURE_KRR,10.58971,9.81330,1.80023,0.53454,2.78551,0.91634,0.75029,66.43760,0.97619,0.98795,0.00000
Type00,2,240,PURE_SVR,9.72105,8.95270,1.45950,0.36952,3.42567,1.06792,0.44590,179.82495,0.97870,0.98924,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,10.01451,9.19007,2.46828,0.77811,6.98533,1.31526,0.50875,559.72397,0.96468,0.98202,0.00000
Type00,2,245,PCA_LINEAR,8.49621,7.59390,10.79367,2.65500,37.53986,3.24604,10.79367,1508.11873,0.90233,0.94866,0.00000
Type00,2,245,PCA_SVR,9.64700,8.82555,2.39960,0.70512,10.06169,1.37790,1.46245,473.97971,0.97279,0.98621,0.00000
Type00,2,245,PURE_GPR,9.72733,8.93516,1.89504,0.76925,5.21849,1.17744,0.63209,492.55991,0.96780,0.98364,0.00000
Type00,2,245,PURE_KRR,10.03712,9.22320,2.48709,0.75520,6.85538,1.31994,0.39640,549.37855,0.96570,0.98255,0.00000
Type00,2,245,PURE_SVR,9.88409,9.09102,2.87962,0.99922,6.43005,1.53905,0.17329,686.32746,0.95790,0.97850,0.00000
Type00,2,245,RATIO_CTRL,2.59585,2.44566,3.17396,1.44302,0.24478,0.75610,0.57227,123.02288,0.94241,0.97035,0.00000
Type00,2,255,PCA_KRR,10.76724,9.80100,1.63036,0.79561,6.13737,0.57453,0.93272,0.59603,0.95743,0.97825,0.00000
Type00,2,255,PCA_LINEAR,8.89062,7.99663,11.45931,2.93436,38.45830,2.33317,11.45931,848.27299,0.88949,0.94151,0.00000
Type00,2,255,PCA_SVR,10.65996,9.72224,1.64389,0.54014,7.51832,1.10766,0.89793,310.58545,0.97386,0.98676,0.00000
Type00,2,255,PURE_GPR,10.36418,9.47563,2.33476,0.92180,5.00985,0.33660,0.83393,99.44407,0.95644,0.97773,0.00000
Type00,2,255,PURE_KRR,10.79544,9.84753,1.58308,0.76251,5.86695,0.58077,0.77561,1.97650,0.95865,0.97889,0.00000
Type00,2,255,PURE_SVR,10.99027,10.09534,2.29695,0.54589,5.60427,0.81394,0.00872,179.93765,0.97328,0.98646,0.00000
Type00,2,255,RATIO_CTRL,3.71200,3.07326,7.58274,2.41311,0.43632,2.84369,1.21484,865.06180,0.90898,0.95232,0.00000
Type00,2,265,PCA_KRR,11.66852,10.71909,2.89637,1.19064,6.03536,2.26340,0.95112,764.59893,0.95092,0.97484,0.00000
Type00,2,265,PCA_LINEAR,10.09923,8.82094,10.36432,2.94722,41.29483,4.46304,10.21048,1845.38166,0.89428,0.94419,0.00000
Type00,2,265,PCA_SVR,11.28476,10.37944,2.35063,0.44860,4.73205,1.14347,0.14173,312.33546,0.98104,0.99043,0.00000
Type00,2,265,PURE_GPR,12.72584,11.82963,3.69124,1.17800,7.25482,2.25216,1.61555,787.11284,0.94941,0.97405,0.00000
Type00,2,265,PURE_KRR,11.56089,10.62853,2.85333,1.19398,6.21210,2.26076,0.75805,775.46972,0.95195,0.97538,0.00000
Type00,2,265,PURE_SVR,11.57923,10.53573,3.16671,1.18649,6.23881,1.97193,1.09547,766.68138,0.95090,0.97483,0.00000
Type00,2,265,RATIO_CTRL,3.69979,3.57265,5.06821,1.97489,0.93358,1.87505,0.05065,214.87981,0.92944,0.96343,0.00000
Type00,2,270,PCA_KRR,11.09171,10.26889,2.91784,1.09317,2.35733,0.03818,0.17547,218.92580,0.95723,0.97815,0.00000
Type00,2,270,PCA_LINEAR,8.75761,7.85050,11.19309,2.83628,35.66334,2.32406,11.19309,986.75962,0.90187,0.94841,0.00000
Type00,2,270,PCA_SVR,11.11326,10.31853,1.87121,0.43998,2.46988,0.67976,0.96188,154.05300,0.98013,0.98996,0.00000
Type00,2,270,PURE_GPR,11.19210,10.35492,2.81703,1.05167,2.65345,0.15716,0.14457,217.28926,0.96024,0.97972,0.00000
Type00,2,270,PURE_KRR,11.06868,10.22385,2.90583,1.09337,2.55135,0.03614,0.29055,215.92813,0.95775,0.97842,0.00000
Type00,2,270,PURE_SVR,10.88966,10.09176,3.59985,1.33336,2.43683,0.49577,0.32472,386.82224,0.95341,0.97615,0.00000
Type00,2,270,RATIO_CTRL,4.68215,4.15693,7.84150,3.11313,5.06402,4.55135,0.89685,1253.97296,0.89812,0.94632,0.00000
Type00,2,275,PCA_KRR,11.54650,10.63789,2.30181,0.87183,8.84567,1.53212,1.11285,602.40287,0.96045,0.97983,0.00000
Type00,2,275,PCA_LINEAR,9.56462,8.68259,11.24468,2.97398,38.35099,3.69190,11.24468,1880.37531,0.90204,0.94850,0.00000
Type00,2,275,PCA_SVR,10.55997,9.54911,3.90837,1.13039,15.55632,1.47407,1.40079,756.92987,0.96117,0.98020,0.00000
Type00,2,275,PURE_GPR,11.11583,10.19314,2.16728,1.02511,8.67961,1.60675,1.35930,634.18846,0.96671,0.98307,0.00000
Type00,2,275,PURE_KRR,11.62586,10.71688,2.32561,0.81558,8.36426,1.50617,0.89499,576.38027,0.96676,0.98310,0.00000
Type00,2,275,PURE_SVR,11.91507,10.98049,2.40660,0.56835,7.27282,1.00044,0.98501,295.83130,0.97599,0.98785,0.00000
Type00,2,275,RATIO_CTRL,4.14545,3.86330,4.56855,1.94738,3.35776,3.81629,0.99527,545.50007,0.92801,0.96266,0.00000
