Type,Base_Size,Matched_Type,Time_sec,Points
Type00,240,Self (Ratio),0.000116,60
Type01,230,Self (Ratio),0.000127,60
Type02,230,Self (Ratio),0.000103,60
Type03,230,Self (Ratio),0.000122,60
Type04,230,Self (Ratio),0.000108,60
Type05,240,Self (Ratio),0.000118,60
Type06,230,Self (Ratio),0.00011,60
Type07,250,Self (Ratio),0.00013,60
