Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,15.00518,13.95323,4.26325,1.10486,8.80039,1.58663,0.56213,476.79819,0.95730,0.97816,0.00000
PCA_LINEAR,14.79644,13.78025,7.58913,2.13531,15.60851,1.81931,3.65984,783.50483,0.92259,0.95957,0.00000
PCA_SVR,15.03552,13.99574,4.35135,1.10087,8.40235,1.49109,1.15081,465.04858,0.95728,0.97814,0.00000
PURE_GPR,15.00532,13.94833,4.42127,1.14792,8.98821,1.59298,0.50953,486.91236,0.95423,0.97654,0.00000
PURE_KRR,14.97770,13.92273,4.34205,1.10046,8.88828,1.58759,0.55790,483.42144,0.95586,0.97739,0.00000
PURE_SVR,15.01983,13.95147,4.42791,1.11118,8.94150,1.58070,0.54103,502.00706,0.95553,0.97721,0.00000
RATIO_CTRL,3.18091,2.85924,4.52489,1.75665,3.58577,3.12671,0.63837,660.23683,0.94080,0.96929,0.00000
