Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Area_Error,IoU,Dice,EMD
Type04,265,PCA_LINEAR,15.43007,14.18675,5.28815,1.22868,9.61076,1.62797,99.96527,0.95002,0.97437,13.76223
Type04,265,PCA_SVR,15.42008,14.41701,5.66450,1.27317,12.44390,1.38197,102.47808,0.95240,0.97562,14.02377
Type04,265,PURE_GPR,14.66093,13.63907,4.39612,1.46445,5.34776,2.03328,540.71715,0.90800,0.95178,13.31090
Type04,265,PURE_KRR,14.79184,13.81922,5.10074,1.54728,8.13447,1.97330,438.52661,0.91792,0.95720,13.52715
Type04,265,PURE_SVR,14.09691,13.16910,4.61216,1.54136,8.03249,2.01191,463.20715,0.91210,0.95403,12.89610
Type04,265,RATIO_CTRL,3.37876,2.93141,7.42251,2.24064,9.08550,5.72705,1146.35445,0.92214,0.95949,2.92174
Type04,270,PCA_GPR,11.82755,10.93970,14.04230,3.40806,50.84949,4.94874,1549.29792,0.88826,0.94082,10.74652
Type04,270,PCA_KRR,15.79940,14.77105,6.39303,1.93181,10.96773,2.23501,17.51166,0.93176,0.96467,14.42725
Type04,270,PCA_LINEAR,15.59922,14.41206,6.24703,1.85419,10.95178,2.36603,48.06662,0.93054,0.96402,14.05431
Type04,270,PCA_SVR,15.52321,14.50738,5.74389,1.97118,15.09918,2.37524,130.41225,0.92618,0.96167,14.21583
Type04,270,PURE_GPR,14.64113,13.58498,7.08401,2.15108,7.36009,3.03304,612.93662,0.88073,0.93658,13.32739
Type04,270,PURE_KRR,14.80566,13.82070,7.21532,2.17879,8.82235,2.88686,562.10332,0.88661,0.93990,13.58582
Type04,270,PURE_SVR,14.90393,13.94917,7.35826,2.18325,8.43084,2.95058,696.27389,0.87485,0.93325,13.70191
Type04,270,RATIO_CTRL,4.71214,4.03182,8.03302,3.37479,8.79156,5.73217,1352.49397,0.88939,0.94146,4.01360
Type04,280,PCA_GPR,12.78293,11.29117,24.50097,5.80131,84.20981,7.63073,3009.65392,0.82466,0.90390,11.19034
Type04,280,PCA_KRR,16.27365,14.31897,4.36968,1.44878,11.13325,3.25738,385.65261,0.94587,0.97218,13.62216
Type04,280,PCA_LINEAR,15.99985,14.79127,5.69762,1.47534,12.71447,2.97534,277.60715,0.94439,0.97140,14.35649
Type04,280,PCA_SVR,16.91066,14.32715,4.54755,1.44919,10.09052,3.46368,432.36203,0.94676,0.97265,13.38180
Type04,280,PURE_GPR,13.64482,12.20287,5.57881,2.28121,19.29085,4.63932,9.20734,0.87394,0.93273,11.77633
Type04,280,PURE_KRR,16.37249,14.32834,6.06472,1.79517,7.38104,4.21823,377.20763,0.88673,0.93996,13.58327
Type04,280,PURE_SVR,17.45566,16.18626,7.36992,2.26423,16.41528,4.74850,449.59798,0.86262,0.92624,15.69507
Type04,280,RATIO_CTRL,4.09171,3.46184,7.41939,2.65301,9.08292,6.65770,1444.61596,0.91367,0.95489,3.44612
Type05,240,PCA_GPR,25.94429,25.57806,23.03453,4.94104,56.38189,1.44161,1356.92510,0.83468,0.90989,25.23724
Type05,240,PCA_KRR,18.43055,17.85933,8.12267,2.27904,12.64163,2.52862,311.40273,0.91235,0.95417,17.48152
Type05,240,PCA_LINEAR,19.76449,19.29512,10.18589,2.46215,19.24156,1.65146,201.07309,0.90900,0.95233,18.89739
Type05,240,PCA_SVR,17.99575,17.41040,7.58247,2.11274,11.32733,2.25475,267.37329,0.91697,0.95669,17.01367
Type05,240,PURE_GPR,19.86072,19.34267,9.78425,2.33041,17.65412,2.06444,41.42647,0.90997,0.95286,18.93604
Type05,240,PURE_KRR,18.43617,17.86533,8.44219,2.25252,13.46090,2.52940,228.75774,0.90935,0.95252,17.49034
Type05,240,PURE_SVR,18.72680,18.15046,8.91773,2.40087,12.76868,2.31968,326.89693,0.90608,0.95073,17.78877
Type05,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type05,260,PCA_GPR,18.07640,17.39249,8.18800,2.07762,5.78032,0.13293,212.48566,0.91884,0.95771,16.82775
Type05,260,PCA_KRR,21.60263,21.18079,12.70737,2.85339,23.42248,0.33201,268.31300,0.89608,0.94519,20.57913
Type05,260,PCA_LINEAR,21.05377,20.63489,12.23594,2.88954,21.47140,0.56748,312.55137,0.89580,0.94504,20.02104
Type05,260,PCA_SVR,22.05261,21.62663,12.99253,2.77142,25.07542,0.94975,398.81971,0.89774,0.94612,21.00479
Type05,260,PURE_GPR,21.13274,20.68242,12.08635,2.69459,21.11318,0.32988,488.32896,0.89935,0.94701,20.08677
Type05,260,PURE_KRR,21.58091,21.11873,12.23606,2.64688,21.92091,0.51593,498.64025,0.90471,0.94997,20.51177
Type05,260,PURE_SVR,21.52524,21.07315,12.54210,2.61820,24.86448,0.69960,632.18602,0.90023,0.94750,20.46983
Type05,260,RATIO_CTRL,4.10704,3.61803,6.15455,2.61993,6.61962,4.59214,700.91893,0.90217,0.94857,3.60574
Type05,280,PCA_GPR,13.58714,12.47229,19.30275,4.86152,68.06891,6.72934,2876.18855,0.83666,0.91106,12.19212
Type05,280,PCA_KRR,18.66186,17.96899,7.25147,2.81567,3.03050,0.36879,291.51538,0.90128,0.94808,17.24716
Type05,280,PCA_LINEAR,22.64440,22.01862,11.28058,2.65891,16.11659,0.47712,90.02319,0.90746,0.95148,21.24228
Type05,280,PCA_SVR,14.34327,13.25376,12.41838,2.96699,41.60661,4.19309,1832.80361,0.89566,0.94496,12.96281
Type05,280,PURE_GPR,23.35007,22.52954,11.66604,3.27534,18.39068,3.12265,1204.66078,0.89034,0.94199,21.62536
Type05,280,PURE_KRR,21.70233,20.83844,8.98490,2.88336,8.86185,1.80050,707.66734,0.89863,0.94661,19.98557
Type05,280,PURE_SVR,23.36045,22.54018,11.65440,3.27428,18.31830,3.12282,1197.59222,0.89055,0.94210,21.63601
Type05,280,RATIO_CTRL,5.30772,4.64772,7.02573,3.12390,5.08165,5.98623,972.80892,0.89147,0.94262,4.15744
Type06,230,PCA_GPR,28.74134,28.17486,27.40992,6.67262,75.49175,4.49755,2665.22965,0.79201,0.88393,27.96653
Type06,230,PCA_KRR,14.46962,13.57523,4.23490,0.80541,6.67274,1.27343,314.55014,0.96428,0.98181,13.13873
Type06,230,PCA_LINEAR,14.23720,13.27214,4.55274,0.89613,9.88360,1.25323,274.38901,0.96217,0.98072,12.86054
Type06,230,PCA_SVR,14.74989,13.88750,4.13477,0.80122,4.71206,1.20533,272.59678,0.96469,0.98203,13.43909
Type06,230,PURE_GPR,15.96738,15.27726,4.17563,1.18806,2.71231,0.50704,17.82414,0.95098,0.97488,14.85380
Type06,230,PURE_KRR,14.41682,13.52160,4.26588,0.80482,6.65828,1.36117,329.97074,0.96410,0.98172,13.08838
Type06,230,PURE_SVR,14.77951,13.81410,4.20689,0.81826,6.91305,1.43209,321.19074,0.95856,0.97884,13.37815
Type06,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type06,240,PCA_GPR,23.38682,22.96905,17.66961,5.05009,42.34372,2.39135,1765.87688,0.83752,0.91157,22.70285
Type06,240,PCA_KRR,14.23965,13.24991,4.15059,1.33003,13.65852,1.24856,179.26482,0.94817,0.97339,12.89625
Type06,240,PCA_LINEAR,14.71988,13.62678,3.88133,1.24462,11.89354,1.29218,132.88140,0.95119,0.97499,13.16994
Type06,240,PCA_SVR,13.31725,12.32807,6.99682,1.55990,21.99467,1.46050,397.85925,0.93979,0.96896,12.02642
Type06,240,PURE_GPR,14.74378,13.68991,4.15335,1.26234,13.11643,1.30717,210.11711,0.94998,0.97435,13.28105
Type06,240,PURE_KRR,14.42907,13.41303,4.23203,1.38593,13.36327,1.15571,144.57939,0.94567,0.97207,13.05917
Type06,240,PURE_SVR,15.02018,13.91539,4.62811,1.35160,14.09906,1.10873,141.77950,0.94442,0.97142,13.48207
Type06,240,RATIO_CTRL,3.37568,3.05414,2.87918,1.24624,0.07792,1.36940,374.99937,0.95355,0.97622,2.15725
Type06,250,PCA_GPR,18.80115,18.26087,8.20323,2.41602,11.21285,0.24911,384.41100,0.91672,0.95655,17.92440
Type06,250,PCA_KRR,15.28439,14.36179,4.82526,1.23366,12.55203,1.79978,373.38803,0.95522,0.97710,13.98931
Type06,250,PCA_LINEAR,15.38897,14.44295,4.66662,1.27184,11.78867,1.82010,434.14570,0.95205,0.97544,14.06613
Type06,250,PCA_SVR,15.63235,14.72396,4.75966,1.27285,10.45157,1.56405,177.08335,0.95275,0.97581,14.34106
Type06,250,PURE_GPR,15.38841,14.39219,5.39287,1.27901,14.14422,1.83419,444.17231,0.95007,0.97440,14.03684
Type06,250,PURE_KRR,15.41684,14.51097,5.30941,1.26403,11.74137,1.71492,325.77349,0.94821,0.97342,14.13168
Type06,250,PURE_SVR,15.40223,14.42198,5.10097,1.32356,13.95621,1.75581,390.30786,0.95063,0.97469,14.08008
Type06,250,RATIO_CTRL,1.84268,1.77609,2.24274,1.22140,2.18181,2.21899,322.60251,0.95372,0.97631,1.77265
Type06,270,PCA_GPR,13.04143,12.02380,15.58076,3.47953,54.98808,5.57902,1783.50400,0.88299,0.93786,11.95927
Type06,270,PCA_KRR,17.30843,16.12329,5.20119,1.86855,14.66667,2.75462,272.56384,0.92733,0.96229,15.75520
Type06,270,PCA_LINEAR,16.79027,15.73195,5.00217,1.85213,15.29573,2.83080,324.89795,0.93032,0.96390,15.40728
Type06,270,PCA_SVR,17.28214,15.92434,5.05149,2.03028,18.25919,2.61675,392.48144,0.92032,0.95851,15.60132
Type06,270,PURE_GPR,17.05119,15.98784,5.78650,1.90239,13.25767,2.55991,144.29005,0.91543,0.95585,15.62272
Type06,270,PURE_KRR,17.53963,16.32382,5.97772,1.93726,14.51334,2.45024,181.25274,0.91673,0.95656,15.91329
Type06,270,PURE_SVR,17.97702,16.75906,6.23956,1.97260,14.05781,2.55560,68.90829,0.90814,0.95186,16.36937
Type06,270,RATIO_CTRL,4.51757,4.33818,5.41299,2.44716,2.44117,3.85287,975.71222,0.92105,0.95890,3.00485
Type06,280,PCA_GPR,13.35520,11.78411,26.88617,5.61342,89.23129,8.26156,3145.38664,0.82944,0.90677,11.57536
Type06,280,PCA_KRR,16.00604,14.95003,4.61242,1.98507,17.82179,3.23819,654.98048,0.92964,0.96354,14.63983
Type06,280,PCA_LINEAR,16.72280,15.67521,5.42552,1.94220,18.09128,3.30754,489.64985,0.92957,0.96350,15.35587
Type06,280,PCA_SVR,15.79546,14.46810,4.46890,1.99713,17.62800,3.47073,714.76816,0.93108,0.96431,14.11383
Type06,280,PURE_GPR,15.26862,14.25588,7.10165,2.31046,26.50459,3.64715,807.52529,0.90594,0.95065,14.08157
Type06,280,PURE_KRR,16.41247,15.33089,5.88945,2.01241,14.92260,2.90655,502.99738,0.92535,0.96123,14.99717
Type06,280,PURE_SVR,20.69062,19.52320,9.16693,2.36205,23.12696,3.32626,462.57851,0.90484,0.95004,19.10146
Type06,280,RATIO_CTRL,5.77272,5.49230,5.62614,2.70540,1.42790,4.66077,1105.95483,0.91368,0.95489,3.56162
Type07,250,PCA_GPR,23.58296,23.20618,18.08189,4.09536,45.02567,2.71545,1311.64069,0.86826,0.92948,22.88542
Type07,250,PCA_KRR,19.85532,19.31116,9.61377,2.14320,19.86058,0.19653,324.62810,0.92390,0.96044,18.91791
Type07,250,PCA_LINEAR,20.19447,19.69682,10.37001,2.25520,22.25301,0.61359,527.23683,0.92232,0.95959,19.29948
Type07,250,PCA_SVR,21.58959,20.81630,11.92446,3.00720,24.04551,0.17581,224.22983,0.89818,0.94636,20.47052
Type07,250,PURE_GPR,23.10932,22.29014,11.79099,2.51979,24.27286,0.72744,433.43662,0.90529,0.95029,21.79791
Type07,250,PURE_KRR,20.08614,19.50308,9.77551,2.22478,20.15751,0.15170,363.22630,0.92240,0.95963,19.11076
Type07,250,PURE_SVR,20.36765,19.78093,10.29606,2.36129,21.41370,0.12983,297.63176,0.91971,0.95817,19.41560
Type07,250,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type07,270,PCA_GPR,16.30507,15.05089,6.35105,1.53694,6.03392,1.30302,910.99856,0.94460,0.97151,14.68457
Type07,270,PCA_KRR,21.44291,20.92222,10.38423,2.28447,23.03772,0.56216,370.00571,0.92213,0.95949,20.50708
Type07,270,PCA_LINEAR,21.29821,20.76123,10.03244,2.23119,21.41901,0.47420,324.18891,0.92234,0.95960,20.34237
Type07,270,PCA_SVR,20.74183,20.10787,10.99575,2.34307,18.70231,0.31460,149.99126,0.92248,0.95967,19.71864
Type07,270,PURE_GPR,19.62628,19.05239,8.35172,2.11958,18.27287,0.03932,556.21133,0.91387,0.95499,18.67775
Type07,270,PURE_KRR,21.76044,21.20582,10.49762,2.49870,24.00105,0.69948,511.41606,0.91918,0.95789,20.80936
Type07,270,PURE_SVR,22.12162,21.54302,10.65034,2.50595,25.15096,0.99983,716.45919,0.92041,0.95856,21.14817
Type07,270,RATIO_CTRL,1.66940,1.58072,1.95765,0.76677,3.38808,2.02380,377.53646,0.97095,0.98526,1.57615
Type07,280,PCA_GPR,13.99950,12.78576,11.19121,3.35197,45.72476,4.46380,1956.10866,0.88882,0.94114,12.69804
Type07,280,PCA_KRR,22.49186,21.19004,8.19224,3.10786,8.60741,0.69704,558.97283,0.89437,0.94424,20.59080
Type07,280,PCA_LINEAR,22.31628,21.73047,10.19020,3.05728,20.63608,0.55476,458.51611,0.89542,0.94482,21.33388
Type07,280,PCA_SVR,19.22646,18.07267,12.08424,4.91482,10.03546,3.80307,1222.22695,0.83522,0.91021,17.37309
Type07,280,PURE_GPR,24.41141,22.92789,10.80469,3.71306,18.07896,0.46041,810.52025,0.88095,0.93671,22.34593
Type07,280,PURE_KRR,22.34878,21.14589,7.90264,3.04107,10.42584,0.21678,566.26528,0.90270,0.94886,20.61371
Type07,280,PURE_SVR,24.38521,22.96762,10.79623,3.72270,17.54167,0.44229,771.57263,0.87885,0.93552,22.40528
Type07,280,RATIO_CTRL,3.34468,2.91126,5.65475,2.03011,4.68778,3.18885,834.95009,0.93113,0.96434,2.90370
