Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,12.62870,11.67971,3.14986,0.89216,6.82564,1.14898,0.49631,378.92879,0.96031,0.97971,0.00000
PCA_LINEAR,13.35058,12.44869,7.84741,2.24538,16.83936,1.62458,4.79375,813.12436,0.91387,0.95478,0.00000
PCA_SVR,12.65275,11.72116,3.33229,0.90763,6.72365,1.08525,1.13527,372.33748,0.96057,0.97983,0.00000
PURE_GPR,12.60722,11.65322,3.17352,0.92364,6.94662,1.13560,0.41564,382.69605,0.95883,0.97894,0.00000
PURE_KRR,12.58833,11.63655,3.14028,0.88109,6.86996,1.13204,0.45546,377.63683,0.96060,0.97986,0.00000
PURE_SVR,12.63611,11.66511,3.19658,0.87871,6.86479,1.13545,0.45183,403.65225,0.96134,0.98023,0.00000
RATIO_CTRL,3.26219,2.92708,4.74485,1.79507,3.67470,3.12481,0.52098,648.53726,0.93648,0.96697,0.00000
