size,A_to_B_mean,A_to_B_median,A_to_B_p90,A_to_B_p95,A_to_B_max,B_to_A_mean,B_to_A_median,B_to_A_p90,B_to_A_p95,B_to_A_max,Chamfer_mean,Hausdorff_max
230,0.2071737624351014,0.1738256721226552,0.3759968733266321,0.4669572508088262,0.6406322463422716,0.1994716783226464,0.17315416478881168,0.3307889388807876,0.4195944820599383,0.6406322463422716,0.2033227203788739,0.6406322463422716
235,1.0127827407637948,0.8092009964121183,1.9381918404633862,2.69696101542957,3.177937549207485,1.0169989291578714,0.814630614472848,1.989491711936166,2.7588450327661467,3.177937549207485,1.0148908349608332,3.177937549207485
245,1.1110946032549713,1.1085792900285325,1.9893521999008723,2.1984193863446304,2.8316233236168102,1.1231585948988656,1.1184276583917767,2.007135902172842,2.201662331288241,2.8316233236168102,1.1171265990769186,2.8316233236168102
250,0.9480515148817217,0.820433832611288,2.029272597131366,2.3109223305734585,2.5627242879025536,0.9665189541054192,0.8535778249226731,2.068717420879153,2.323354032214624,2.5627242879025536,0.9572852344935705,2.5627242879025536
255,0.7598096154650945,0.5848503577961509,1.6145924776496035,1.8009099409093012,2.4557162903401233,0.7402019307482025,0.5640822294751687,1.6036438683243177,1.7992109988683174,2.4546612194594446,0.7500057731066485,2.4557162903401233
260,1.004951980853399,0.7797307979717683,2.2449119905848596,2.5307396193385467,2.7768669265371715,1.022800515293555,0.7988129506601935,2.2875014525555994,2.548560924385688,2.7768669265371715,1.013876248073477,2.7768669265371715
265,1.5208488807501963,1.113632877789025,3.5229851248224717,3.9611614670855566,4.7721560833739565,1.5063706130088097,1.0621069306041173,3.5352576760792815,3.9573800431597674,4.77110509140975,1.513609746879503,4.7721560833739565
270,1.4497213834262845,1.3785686366270666,2.5268147131931,3.8164199927089766,4.62177693186189,1.4805293309099992,1.4091470273740843,2.577044756740337,3.890246953903658,4.62177693186189,1.4651253571681417,4.62177693186189
275,1.4036027584058501,0.9239495332913709,3.034935001498243,4.156825300814871,5.293182059044759,1.4074780763966346,0.9101125863210546,3.044737804784937,4.1269051267344175,5.293182059044759,1.4055404174012422,5.293182059044759
280,1.1605562028372984,0.8425108124778387,2.2949561578574365,3.138652689276659,4.127358052871518,1.1910979677201268,0.8773539101903074,2.3269438505385267,3.179369918139391,4.127358052871518,1.1758270852787125,4.127358052871518
