type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38
Type03, L, 255, 56.167614, 256.446490, 50.699001, 256.323133, 39.681024, 254.964048, 25.275924, 242.638997, 20.993273, 225.924745, 18.034746, 209.610958, 15.644332, 192.664272, 13.536468, 177.422949, 10.786611, 159.971771, 8.707098, 144.993489, 5.665545, 127.294395, 3.266491, 112.671917, 0.745700, 94.888711, 0.000000, 78.690709, 1.229063, 62.613338, 4.767694, 45.973912, 10.944184, 30.438448, 19.044041, 14.976702, 32.326081, 2.852911, 49.591041, 0.000000, 65.625514, 6.561515, 76.127916, 21.479362, 80.245641, 37.894440, 83.504292, 54.600790, 84.075293, 71.741022, 83.683535, 88.085501, 82.229852, 104.927028, 80.509258, 121.587409, 79.582015, 138.662749, 79.362823, 154.596013, 80.355560, 171.461295, 81.637431, 188.626097, 83.209768, 204.027407, 84.425985, 220.389294, 82.437412, 237.123299, 73.154899, 252.650068, 60.962905, 255.840898, 56.002640, 256.557523
Type03, L, 260, 54.070538, 261.050605, 48.174748, 260.739292, 37.214989, 257.478123, 24.374124, 243.509758, 21.217486, 226.089824, 20.207737, 209.951514, 18.262952, 193.117440, 15.530263, 176.564670, 12.448875, 159.235253, 9.204988, 142.189171, 5.996561, 124.860375, 2.458242, 107.527900, 0.312620, 90.429380, 0.000000, 73.557406, 2.606232, 57.332687, 7.611942, 41.171052, 14.515283, 25.819561, 24.058093, 10.074948, 39.501741, 0.983279, 56.808483, 0.000000, 72.006508, 10.560148, 79.524432, 27.116636, 83.553380, 43.238696, 85.272896, 60.236847, 85.197996, 76.789996, 84.358336, 93.184636, 83.103804, 109.433733, 81.984109, 126.029488, 81.228557, 143.146809, 81.478056, 159.726800, 82.109251, 176.060276, 83.400632, 192.772837, 84.341926, 209.018021, 85.631908, 225.757237, 83.890555, 242.681327, 71.192764, 256.866072, 59.978882, 260.778759, 53.829981, 260.787866
Type03, L, 265, 51.981556, 265.576486, 46.508105, 265.384674, 34.770292, 262.225838, 22.008022, 248.441152, 19.210681, 230.981212, 17.181313, 213.746260, 15.838535, 197.165168, 13.470413, 179.087592, 11.142493, 163.355294, 8.081878, 145.417925, 5.436898, 128.634652, 2.618183, 111.462877, 0.687742, 94.905706, 0.000000, 77.997671, 2.082161, 60.777119, 6.473712, 44.116738, 13.469843, 28.647295, 21.441554, 12.298940, 36.144119, 0.218467, 54.302722, 0.000000, 71.206497, 7.366824, 78.541876, 25.179703, 82.623678, 41.056983, 86.017075, 58.885768, 87.171386, 76.718367, 87.249864, 93.827945, 86.301854, 110.717197, 84.474751, 128.315882, 82.767045, 145.330405, 82.068934, 162.588748, 82.546428, 179.123487, 83.395204, 196.774277, 84.127160, 213.751930, 84.061991, 230.514981, 82.499917, 247.646717, 69.793889, 261.861030, 57.720662, 265.421439, 52.112080, 265.094683
Type03, L, 270, 59.144626, 271.011894, 53.700767, 271.068813, 40.438846, 268.519432, 28.883119, 252.752317, 24.754002, 235.234945, 21.502704, 217.495964, 19.254167, 200.411394, 16.466569, 182.485825, 12.693172, 164.960518, 9.431514, 147.866072, 5.815305, 130.733446, 2.646614, 114.657578, 0.969451, 96.442731, 0.000000, 79.943810, 1.322094, 62.642702, 6.043734, 44.835332, 13.591499, 28.833928, 22.843460, 11.850371, 38.555383, 0.979861, 56.247373, 0.000000, 72.902880, 10.462978, 79.248696, 28.141705, 84.695883, 44.965948, 87.381973, 62.158260, 88.283307, 79.610954, 87.831863, 94.962977, 86.567671, 113.810479, 85.578125, 130.448239, 84.963591, 149.398708, 84.858185, 163.482994, 85.604580, 181.476803, 86.854835, 199.031882, 88.050334, 216.986123, 87.998523, 233.317829, 87.875510, 250.416775, 78.341481, 267.973292, 64.686268, 270.158977, 60.134075, 271.524517
Type03, L, 275, 58.267153, 275.948606, 52.618055, 275.859607, 39.329583, 272.813869, 28.200667, 256.972846, 24.098608, 239.479595, 20.547467, 220.171654, 18.823428, 203.713577, 15.927760, 185.099745, 12.400558, 167.842474, 8.533280, 148.931295, 5.168507, 133.782390, 2.128981, 115.078635, 0.364855, 99.270949, 0.000000, 80.512776, 1.699167, 63.437601, 5.685634, 46.038426, 11.940747, 29.515618, 20.258614, 12.489724, 36.395550, 0.703982, 53.718561, 0.000000, 70.969381, 10.653865, 78.616513, 27.497083, 83.823812, 45.532796, 87.069474, 62.221173, 89.116387, 78.779727, 89.349513, 97.418920, 88.211027, 115.048632, 85.583036, 131.780733, 83.618676, 150.519953, 83.870946, 167.545909, 85.984068, 185.815032, 87.154650, 203.664742, 88.157859, 221.401790, 89.722385, 239.290892, 87.868605, 256.334593, 76.906454, 272.570173, 63.419305, 275.724092, 59.140053, 275.832368
Type03, L, 280, 66.043119, 281.154211, 71.979086, 280.586550, 83.961168, 273.292195, 90.727724, 254.989595, 90.434809, 237.746207, 89.378840, 219.283507, 88.962716, 201.787000, 87.352439, 183.290116, 86.200823, 165.235219, 85.789288, 146.971823, 87.795850, 128.662417, 90.299517, 111.265662, 90.686174, 93.316940, 89.537984, 74.985696, 87.145139, 56.560511, 83.494440, 38.700208, 79.441250, 20.765258, 66.095986, 4.951847, 47.906667, 0.000000, 29.882642, 5.766328, 16.584784, 21.479518, 9.257179, 38.330033, 3.591692, 56.431387, 0.813945, 73.380811, 0.000000, 91.176715, 1.071742, 108.966198, 3.796311, 128.032171, 7.600079, 147.000810, 11.352474, 163.133901, 15.361533, 181.677074, 18.325954, 197.255577, 21.099693, 217.076140, 22.187930, 234.261810, 25.499124, 251.118481, 31.900395, 269.631390, 48.202778, 282.260689, 60.179137, 281.779340, 65.953383, 281.864218
Type04, L, 230, 54.868514, 230.629414, 50.233707, 230.549362, 39.547373, 229.897564, 26.372645, 218.050010, 22.943126, 202.495903, 20.677591, 187.623032, 18.313471, 172.571422, 15.491702, 157.591131, 12.456184, 142.542327, 9.160692, 127.966520, 6.065969, 112.953545, 2.679720, 98.718369, 0.359399, 82.931968, 0.000000, 68.569753, 2.360750, 52.801275, 6.665633, 38.370638, 13.149857, 23.676177, 22.106753, 10.318483, 36.306018, 0.760424, 51.049441, 0.000000, 66.509894, 5.116691, 77.188975, 18.306716, 81.122373, 33.310899, 82.457027, 48.441855, 81.217753, 63.709859, 79.573057, 78.967870, 78.037335, 93.633443, 77.314466, 108.429656, 76.276512, 123.641779, 77.787811, 138.403888, 79.693795, 153.542164, 80.843942, 167.787455, 81.849484, 183.601552, 82.109529, 197.835374, 80.513640, 213.341697, 70.879629, 227.367274, 59.667732, 229.643692, 55.432179, 230.726713
Type04, L, 235, 55.997224, 236.310893, 51.139632, 236.199755, 40.201228, 235.432270, 28.206146, 222.234438, 22.993268, 208.358324, 19.964636, 193.319005, 18.284206, 178.129440, 15.745474, 163.317322, 12.596472, 148.015948, 9.264829, 132.712137, 6.017207, 117.727244, 2.959155, 102.487471, 0.681437, 87.178077, 0.000000, 71.944329, 1.606479, 56.889260, 5.311698, 41.966442, 11.270654, 27.189875, 19.843130, 13.083865, 33.367081, 2.553381, 48.843879, 0.000000, 64.450619, 5.894425, 74.877228, 19.246820, 79.918645, 33.917994, 82.185712, 48.548947, 82.922048, 64.196644, 81.837451, 79.421603, 80.062958, 94.947897, 78.122557, 110.572281, 77.151326, 126.272935, 77.707992, 141.798645, 79.161609, 157.089897, 80.871749, 172.004154, 82.631093, 187.867042, 82.653299, 203.433284, 80.798969, 218.660763, 71.426045, 233.293891, 60.285358, 235.806762, 56.469254, 236.308374
Type04, L, 240, 58.905276, 241.707366, 53.569367, 241.229617, 42.881022, 238.744443, 29.976819, 226.807785, 25.274402, 210.987579, 21.919073, 194.871890, 20.072821, 179.703069, 16.785168, 164.117196, 14.025433, 149.335821, 10.809207, 133.867564, 7.567500, 118.177774, 4.676686, 102.946694, 1.690960, 87.579519, 0.000000, 72.127442, 1.601359, 57.029219, 6.592948, 41.499625, 12.821164, 26.922711, 21.054974, 11.864708, 35.815345, 3.174058, 51.334166, 0.000000, 66.772291, 6.735494, 77.136886, 21.167877, 81.935943, 36.111432, 84.269666, 52.295773, 84.647970, 67.424399, 84.056421, 82.773962, 81.949285, 98.412268, 79.986950, 113.941592, 78.888321, 129.550830, 79.830644, 144.588991, 81.314193, 160.641141, 83.272565, 175.326808, 82.859186, 190.801281, 85.225566, 206.764380, 83.341110, 220.914609, 74.303907, 236.239507, 64.566921, 241.324124, 58.740939, 241.490032
Type04, L, 245, 58.554245, 246.282999, 53.389787, 246.188578, 41.853872, 244.379261, 29.568712, 231.395949, 25.549955, 215.938180, 22.817295, 200.251588, 21.040169, 184.186194, 18.092522, 168.708934, 14.723574, 152.893983, 10.963943, 137.101408, 7.241085, 121.630648, 3.781263, 106.388994, 0.708986, 90.077321, 0.000000, 74.152771, 2.171432, 58.420937, 6.567618, 43.084429, 12.150440, 27.510514, 19.920335, 12.142490, 35.060786, 2.292972, 50.453903, 0.000000, 66.455823, 6.925293, 77.489217, 20.938608, 81.434595, 36.481712, 87.040661, 51.405055, 85.980128, 67.761589, 84.453223, 83.643850, 81.330872, 100.081518, 80.050679, 114.607569, 79.939895, 131.732677, 80.862439, 146.782268, 82.335665, 163.285215, 84.071991, 179.591349, 85.574463, 195.777849, 86.484987, 211.367730, 85.488021, 227.205856, 74.346368, 242.169492, 63.568626, 245.204710, 58.840177, 246.281495
Type04, L, 250, 61.713645, 251.230859, 56.661208, 251.387182, 45.086799, 248.690460, 32.076047, 235.383117, 26.385754, 219.184235, 24.519320, 202.452488, 22.359781, 185.057425, 19.001048, 169.382103, 15.075096, 153.222774, 10.913906, 137.802848, 6.816883, 121.834512, 3.192938, 105.972300, 0.582604, 89.560490, 0.000000, 72.609139, 2.886617, 56.761218, 7.984921, 40.660096, 14.158155, 25.246741, 23.854121, 9.792631, 39.656995, 1.915018, 55.163939, 0.000000, 71.624154, 8.325110, 81.407742, 22.442662, 87.576951, 38.819152, 89.937228, 54.297087, 90.047975, 71.165796, 88.420692, 86.643534, 86.005618, 103.013852, 84.057204, 118.858952, 83.151076, 135.863118, 83.910180, 151.700370, 86.550220, 168.968594, 87.657484, 184.670133, 89.110707, 199.226255, 90.360919, 217.057775, 88.685698, 231.966067, 78.792504, 248.318464, 66.281736, 250.356343, 62.180170, 251.519594
Type04, L, 260, 58.724833, 261.222327, 53.554479, 260.797509, 41.017085, 257.809000, 30.004771, 242.654954, 26.348257, 225.891992, 23.483696, 209.483052, 21.241141, 192.608257, 18.080526, 175.772566, 14.668298, 159.346531, 10.598356, 142.762078, 6.932636, 126.315527, 3.153532, 109.329914, 0.294902, 93.219971, 0.000000, 76.029185, 2.769582, 59.908514, 7.932777, 43.014463, 13.869854, 27.191962, 23.217949, 10.819645, 39.193452, 1.774708, 55.554047, 0.000000, 72.307004, 8.632219, 81.162598, 24.728248, 86.863670, 40.775511, 89.620813, 57.228780, 89.549426, 74.017449, 87.099317, 90.795010, 84.510249, 106.968850, 82.458592, 123.911409, 82.142757, 140.488451, 83.164188, 157.940168, 84.878407, 175.177832, 86.940889, 191.735395, 88.901915, 208.720250, 89.983633, 226.537403, 87.593962, 242.925275, 75.977457, 258.702295, 63.760219, 261.171408, 59.335463, 260.960707
Type04, L, 265, 59.891222, 266.156307, 54.739448, 265.830679, 42.382697, 264.460890, 29.888008, 249.132768, 26.013273, 232.430887, 22.746654, 214.590722, 21.245468, 197.957799, 18.166076, 179.873459, 14.882598, 163.589263, 11.132258, 146.195257, 7.337839, 129.700095, 3.927605, 112.770726, 0.885657, 95.756584, 0.000000, 78.961471, 2.517929, 61.556439, 7.233041, 45.149070, 13.302137, 28.642563, 21.592310, 11.904159, 37.655578, 1.490961, 54.764724, 0.000000, 72.163148, 8.261109, 81.801752, 24.749536, 86.374394, 41.527925, 90.021308, 58.145950, 90.743019, 74.751982, 88.565154, 92.125278, 86.639269, 108.325760, 84.871171, 125.835037, 84.261451, 142.905908, 84.669773, 159.847624, 86.480138, 176.576708, 88.386983, 194.000857, 90.251333, 210.920032, 90.477022, 228.760812, 88.296143, 246.030685, 78.580229, 263.082494, 65.265196, 265.605969, 60.568653, 266.104345
Type04, L, 270, 62.595359, 271.495335, 56.637358, 271.527727, 44.265653, 269.626589, 30.941328, 254.501620, 27.065801, 237.799666, 24.067436, 220.230397, 21.248388, 202.766679, 18.323592, 185.589877, 14.847927, 168.165460, 11.147379, 150.965449, 7.450394, 133.681210, 3.552345, 115.893027, 0.000000, 98.430083, 0.316509, 81.395137, 3.608966, 64.190173, 6.572096, 46.618077, 12.976173, 29.698817, 23.261773, 13.568493, 39.190878, 2.271965, 56.557814, 0.000000, 74.496187, 8.152969, 83.186243, 24.737363, 89.081632, 41.293553, 91.772806, 58.952983, 91.262977, 76.274651, 88.613999, 93.753859, 86.210254, 111.302459, 84.848117, 127.723969, 84.137009, 145.151313, 84.912127, 162.640229, 86.879722, 180.175960, 89.292640, 196.842433, 91.226872, 214.803796, 91.745044, 232.191108, 89.526082, 248.709167, 81.261927, 266.627539, 67.823802, 271.118395, 63.102543, 271.116252
Type04, L, 280, 64.281426, 281.711281, 58.296344, 281.403063, 45.003284, 279.988808, 31.836937, 264.215988, 27.058779, 246.540394, 23.481710, 228.060857, 21.403600, 210.042033, 18.329770, 192.180005, 14.544371, 173.865997, 10.879250, 156.945985, 7.098304, 138.929566, 3.880632, 122.096117, 0.880142, 103.418962, 0.000000, 84.897555, 2.169770, 66.932827, 7.456379, 49.124897, 13.733091, 32.000767, 22.483003, 14.290144, 39.159734, 2.859579, 57.101079, 0.000000, 75.584372, 8.291404, 85.611008, 25.759571, 91.870440, 43.031789, 94.144502, 60.229934, 94.182513, 78.760514, 92.520089, 96.633061, 90.445778, 114.038979, 88.424895, 132.534528, 87.311658, 150.114093, 87.534829, 168.122892, 89.477361, 186.556516, 91.309878, 204.615423, 93.644650, 221.866974, 94.329360, 241.058263, 92.899708, 259.165548, 84.024160, 276.268642, 70.174900, 281.224483, 64.872566, 281.312120
Type05, L, 240, 55.314798, 241.581840, 50.458841, 241.610942, 38.981223, 239.020315, 28.320174, 225.544954, 24.502428, 210.214973, 21.472903, 194.585291, 20.023020, 178.744652, 18.619343, 162.118265, 16.088056, 146.877538, 11.408635, 131.890360, 5.614256, 117.273369, 1.243261, 102.535537, 0.000000, 86.042920, 1.515384, 70.767112, 5.112599, 55.241206, 10.454043, 40.079538, 17.040947, 25.396053, 26.967352, 11.135492, 40.692837, 2.550836, 57.539391, 0.000000, 71.690121, 10.128676, 75.699694, 26.247884, 81.548898, 40.614280, 84.066615, 55.402404, 83.274010, 70.803717, 79.601263, 86.244091, 75.028435, 101.533385, 71.042282, 116.791706, 70.621857, 132.471739, 72.434488, 147.421258, 75.488755, 162.763266, 79.146203, 177.667259, 82.901404, 193.159102, 84.183728, 208.172544, 81.404557, 224.024471, 71.572527, 238.351168, 59.857902, 241.040254, 55.960635, 241.751587
Type05, L, 260, 58.063677, 261.108861, 53.374645, 260.850291, 41.038007, 257.235316, 31.981536, 240.684849, 27.992461, 225.362065, 24.858717, 208.036501, 23.258133, 190.858573, 21.607232, 174.779388, 18.587263, 157.707757, 13.387637, 141.147629, 7.983694, 125.017627, 2.898672, 109.358418, 0.000000, 91.586668, 0.408758, 75.478685, 3.570822, 59.422849, 8.486976, 42.780195, 15.612972, 27.147399, 23.491617, 10.463278, 39.508792, 1.195696, 55.557635, 0.000000, 71.902251, 10.385434, 77.853612, 27.184055, 83.080210, 43.384180, 86.694580, 60.092912, 87.607089, 77.454897, 85.113807, 94.459976, 81.230192, 110.225887, 77.137107, 127.061844, 74.815958, 142.407274, 75.724434, 159.955843, 78.740377, 176.896295, 82.353172, 192.813498, 85.921152, 209.277083, 87.801803, 225.398053, 85.957278, 241.769542, 76.245642, 257.943050, 63.596469, 260.808453, 58.356140, 261.103568
Type05, L, 280, 63.963983, 281.857775, 69.755532, 281.528004, 82.549868, 276.535147, 92.688003, 258.692958, 92.704403, 241.211332, 90.154934, 223.148532, 86.784312, 205.632605, 82.955735, 187.866524, 79.707961, 170.686269, 78.717082, 152.042565, 81.095741, 134.254967, 85.527859, 116.562532, 90.803446, 99.082710, 93.093221, 81.479315, 91.463686, 62.491922, 86.683655, 45.002440, 82.963354, 28.209414, 75.799397, 9.595853, 57.928091, 0.000000, 39.180060, 2.882192, 23.477777, 15.546439, 14.745702, 33.030244, 7.812016, 50.262570, 2.839525, 67.961088, 0.112192, 86.014443, 0.000000, 104.239814, 3.419196, 122.381984, 8.447784, 138.886067, 14.552816, 156.576459, 19.140171, 174.329270, 22.571374, 192.460801, 24.813652, 210.702327, 26.455416, 227.334911, 28.992934, 244.465612, 33.509299, 262.145022, 45.197761, 278.679970, 58.656066, 282.104136, 63.597514, 281.692791
Type05, L, 290, 67.694293, 291.333109, 62.378170, 291.900101, 48.702368, 288.640456, 36.066785, 272.036420, 31.008248, 253.601658, 27.176519, 235.642571, 24.764816, 216.676009, 22.770859, 198.180503, 19.920177, 179.276872, 14.977849, 161.460664, 8.831511, 142.835873, 3.066471, 124.313759, 0.037500, 106.395018, 0.000000, 87.710007, 3.140818, 68.428360, 8.127894, 50.998948, 15.079885, 32.763093, 23.989153, 15.174554, 40.962219, 2.335055, 59.149911, 0.000000, 77.798086, 9.609672, 86.780897, 28.199867, 91.219457, 45.462537, 95.410478, 64.499375, 97.848178, 82.639544, 95.905703, 101.335672, 90.365902, 119.203369, 85.356865, 137.546538, 82.297170, 155.432853, 83.007855, 176.992289, 86.645977, 194.346769, 90.600631, 213.261182, 95.063143, 230.805191, 97.420570, 250.369897, 97.134245, 268.522397, 87.667388, 286.488513, 73.024343, 290.908758, 68.135763, 291.206939
Type06, L, 230, 51.868302, 230.412985, 47.301134, 229.966981, 36.551419, 226.664008, 26.469953, 213.548674, 22.267968, 199.160209, 20.227245, 184.566327, 18.559524, 169.043750, 15.971216, 155.636103, 12.276705, 139.766436, 8.721388, 125.966347, 5.039193, 110.899815, 2.087515, 96.548499, 0.000000, 81.510085, 0.241158, 66.286549, 2.449364, 51.680350, 6.706096, 36.679340, 12.252453, 22.382089, 21.404407, 8.513694, 35.289056, 0.000000, 50.858925, 0.157836, 64.737257, 9.214450, 71.880313, 23.339024, 76.184045, 37.542782, 79.389617, 51.546213, 80.308160, 67.038348, 79.669406, 81.668621, 78.212024, 95.724633, 76.206119, 111.362379, 74.918427, 125.415169, 74.575066, 141.015562, 75.908291, 155.736528, 78.051368, 170.824509, 79.698167, 185.102158, 80.335656, 199.893664, 78.599052, 215.230109, 67.421933, 228.236637, 56.609128, 230.069012, 51.994058, 230.401265
Type06, L, 240, 54.230804, 241.517639, 49.174636, 241.206686, 37.875799, 237.978448, 27.882163, 224.643568, 23.756706, 209.075758, 20.517881, 194.315773, 18.250484, 179.060434, 15.659395, 163.717934, 12.499050, 148.162274, 9.304813, 134.177527, 5.154788, 119.361473, 1.696830, 103.459555, 0.000000, 88.411304, 0.367380, 73.352786, 2.345120, 59.198230, 6.141652, 43.647299, 11.650475, 29.115176, 19.087803, 14.082632, 32.427521, 3.233909, 47.989383, 0.000000, 63.792910, 6.933446, 72.681006, 21.758139, 78.064847, 36.370079, 80.822055, 51.299272, 81.886920, 67.189906, 81.301319, 82.646021, 79.803033, 97.895808, 77.578029, 114.426971, 76.123697, 129.420030, 76.038882, 145.641687, 77.338900, 161.109647, 79.153773, 176.602282, 81.163029, 192.716116, 82.245281, 208.196910, 79.467747, 223.438581, 70.011945, 238.338159, 58.675275, 241.066783, 54.821207, 241.510381
Type06, L, 250, 55.092655, 251.012950, 50.106221, 250.984072, 38.683711, 247.563017, 27.949005, 233.243156, 22.208385, 218.004446, 19.668329, 201.924392, 18.006025, 185.782951, 15.207694, 169.605848, 11.825493, 153.192467, 8.277120, 137.764348, 4.676282, 122.795092, 1.635155, 105.894442, 0.023581, 90.392937, 0.000000, 74.664376, 2.030677, 58.282214, 6.188899, 42.578863, 12.708438, 27.306743, 21.550412, 12.177702, 35.881922, 1.211802, 52.503406, 0.000000, 67.732883, 9.515063, 75.207255, 25.256522, 80.544910, 40.302320, 83.179305, 57.173838, 84.722721, 72.996467, 84.793214, 88.771286, 82.278511, 104.815049, 80.130908, 121.138174, 79.531752, 136.274117, 79.693503, 153.587112, 80.863477, 169.116603, 82.084315, 185.291453, 84.105405, 201.625137, 85.048109, 218.130902, 82.928267, 233.322085, 72.079981, 248.479569, 60.015992, 250.447898, 55.429730, 251.185360
Type06, L, 270, 61.182538, 271.783624, 55.928558, 271.864387, 43.209822, 269.671427, 30.350643, 254.634085, 26.319987, 238.097695, 23.029413, 221.405378, 20.847514, 203.531364, 18.318827, 186.946000, 15.586706, 169.286978, 11.212805, 152.322740, 6.597728, 135.006393, 2.483567, 118.513098, 0.000000, 100.259153, 0.435925, 82.935863, 2.783216, 65.616347, 7.160555, 48.730469, 13.064407, 32.118715, 21.344214, 15.144387, 36.771955, 3.141554, 54.653447, 0.000000, 71.179294, 9.651179, 80.470986, 26.350440, 86.143011, 42.906877, 88.997197, 60.307907, 89.908808, 79.173725, 88.910611, 96.192083, 86.844891, 113.614324, 84.710081, 130.203744, 82.922493, 147.497349, 82.806967, 164.302620, 84.371679, 182.413596, 86.465268, 199.239490, 88.646968, 216.433837, 90.033437, 232.777685, 88.443003, 250.176400, 79.105605, 266.759415, 66.317386, 271.425253, 61.745694, 271.410772
Type06, L, 280, 64.223742, 282.291883, 58.586711, 282.096387, 46.177612, 280.335614, 31.238971, 265.430800, 26.696514, 247.557822, 23.738565, 230.539421, 21.770779, 211.453198, 19.583685, 194.728272, 16.240084, 175.632141, 12.562427, 159.674290, 7.509598, 140.577612, 3.167861, 123.161911, 0.000000, 105.425324, 0.396974, 87.123514, 3.415180, 69.478349, 7.026385, 51.570052, 12.121764, 35.226535, 21.202904, 17.682213, 35.910970, 4.791695, 54.595079, 0.000000, 72.348971, 10.149999, 82.839570, 26.978554, 88.553513, 44.125386, 91.414747, 61.195280, 92.915321, 79.474537, 92.865007, 96.939793, 90.933159, 115.229579, 88.349559, 132.704139, 86.328142, 151.775654, 86.418086, 168.375436, 87.564796, 186.657344, 89.524798, 204.674803, 91.501384, 222.775082, 93.169902, 240.858357, 92.195907, 258.981971, 83.112145, 276.426876, 70.427259, 282.221538, 64.333527, 281.765564
Type07, L, 250, 59.370757, 251.564248, 54.049470, 251.252007, 42.712843, 249.660383, 29.555028, 236.334907, 25.573725, 220.555370, 21.967786, 204.413260, 19.591787, 188.779802, 17.495342, 172.088622, 14.517511, 156.072637, 10.637601, 140.979587, 6.243200, 125.269177, 2.746294, 110.084131, 0.134010, 94.002263, 0.000000, 77.364161, 2.616355, 61.829108, 7.353415, 45.876340, 14.440134, 30.613406, 22.861084, 15.452120, 36.679798, 3.517747, 52.652061, 0.000000, 68.956214, 5.935835, 79.264120, 21.153629, 83.429783, 36.953114, 84.891952, 52.504127, 85.895667, 68.111746, 86.174697, 85.734183, 83.743372, 100.693636, 82.268672, 116.583106, 82.874452, 133.626882, 82.913398, 151.556711, 83.082641, 166.577069, 83.569105, 181.858940, 85.043243, 198.330837, 86.399186, 214.986537, 85.205368, 231.091455, 76.295333, 246.913098, 64.694547, 251.525481, 59.969521, 251.017867
Type07, L, 270, 61.644160, 271.259894, 56.375624, 271.234815, 44.116452, 269.248600, 31.306503, 253.260545, 26.176134, 236.929019, 24.062687, 218.210488, 22.333424, 202.997010, 19.104722, 184.494346, 15.742466, 167.825055, 11.800636, 150.460114, 7.731584, 133.770079, 3.632592, 116.831660, 0.000000, 99.102187, 0.046052, 81.169986, 3.686055, 64.705848, 9.440581, 47.654753, 16.253645, 31.286717, 25.606929, 14.904359, 40.785969, 2.533017, 58.265100, 0.000000, 76.609657, 5.991437, 84.328028, 24.193725, 87.959352, 40.348010, 91.174542, 58.608633, 90.985470, 75.449952, 89.979909, 92.316672, 89.086917, 110.073523, 88.453227, 127.106058, 88.524485, 144.751583, 88.778102, 162.737534, 89.636691, 179.933994, 90.308410, 197.912895, 91.058816, 213.897050, 91.040583, 233.053293, 90.118287, 249.704655, 79.659725, 266.665253, 67.240161, 270.959643, 62.372619, 270.667338
Type07, L, 280, 62.506211, 281.813921, 57.538557, 281.383441, 43.962954, 279.300980, 31.024183, 263.601186, 26.671628, 246.260946, 24.428813, 227.990741, 22.503823, 209.604063, 19.325320, 192.112756, 15.975303, 174.113971, 11.947104, 156.106779, 8.008793, 138.775692, 3.620753, 120.851764, 0.090410, 103.477969, 0.000000, 84.949367, 3.999291, 67.324260, 9.600729, 49.821615, 15.866496, 32.379664, 25.300227, 14.891425, 41.605336, 3.389181, 58.910311, 0.000000, 77.512608, 8.144400, 85.784539, 26.420136, 90.963470, 43.337110, 93.204392, 62.116026, 93.184304, 79.255928, 91.994555, 97.601646, 90.069307, 114.878396, 88.514273, 133.184538, 87.955557, 150.940360, 87.197664, 169.166644, 88.022598, 188.150816, 90.292944, 206.130542, 92.531937, 224.389445, 93.419776, 242.471298, 92.180581, 260.123510, 81.990765, 278.378463, 68.720850, 281.521893, 62.704783, 281.652284
